Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe
dTOUCH,10,4000,1500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,16268,0.271133,229400,8946,544,0.00906667,3731,22,0.007,0,0.002,0.044,0.041,0.017,0,0.146,0,0,0.017,0.003,89.4118,150,3.71765,17.4279,10,10,500,0.047
reTOUCH,10,4000,1500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,11605,0.193417,35780,3479,544,0.00906667,3763,201,0.011,0,0.002,0.029,0.028,0.004,0,0.108,0,0.001,0.003,0.007,100,633,24.7742,81.284,249,249,500,0.036
rereTOUCH,10,4000,1500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,11416,0.190267,22905,4169,544,0.00906667,3763,1332,0.008,0,0.004,0.026,0.026,0.003,0,0.089,0,0,0.002,0.002,188.71,91,6.53226,17.8941,249,249,500,0.028
TOUCH,10,4000,2000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,20374,0.254675,7141000,5949,917,0.0114625,124,0,0.008,0,0.001,0.054,0.049,0.015,0,0.159,0,0,0.014,0.005,93.5484,1650,30.2581,208.777,5,5,500,0.059
cTOUCH,10,4000,2000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,22332,0.27915,54819,9903,917,0.0114625,3563,1066,0.008,0,0.004,0.049,0.047,0.021,0,0.18,0.002,0.001,0.019,0.005,81.3187,369,15.0659,54.2827,183,183,500,0.054
dTOUCH,10,4000,2000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,22198,0.277475,794490,11872,917,0.0114625,3478,124,0.013,0,0.002,0.059,0.055,0.018,0,0.193,0.002,0,0.017,0.002,86.9565,230,6.46739,29.9164,13,13,500,0.061
reTOUCH,10,4000,2000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,19415,0.242688,160247,5949,917,0.0114625,3549,314,0.014,0,0.003,0.047,0.044,0.004,0,0.158,0,0,0.003,0.008,100,680,34.4677,90.6504,249,249,500,0.055
rereTOUCH,10,4000,2000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21466,0.268325,113461,9018,917,0.0114625,3549,1478,0.016,0,0.003,0.048,0.047,0.003,0,0.151,0,0,0.002,0.004,187.097,192,15.6935,29.9479,249,249,500,0.052
TOUCH,10,4000,2500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,25454,0.25454,9141000,7857,1359,0.01359,124,0,0.012,0,0.001,0.073,0.068,0.011,0,0.198,0,0,0.011,0.005,93.5484,2150,38.3226,271.441,5,5,500,0.078
cTOUCH,10,4000,2500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,26567,0.26567,99227,12075,1359,0.01359,3521,1275,0.014,0,0.004,0.058,0.057,0.02,0,0.207,0,0,0.018,0.006,84.8485,625,17.2121,73.5426,199,199,500,0.064
dTOUCH,10,4000,2500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,30829,0.30829,1049360,17092,1359,0.01359,3474,124,0.013,0,0.002,0.076,0.073,0.016,0,0.223,0.002,0,0.016,0.002,91.7526,260,6.26804,35.8667,9,9,500,0.078
reTOUCH,10,4000,2500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,24239,0.24239,229967,7857,1359,0.01359,3545,314,0.01,0,0.005,0.058,0.057,0.003,0,0.175,0.002,0,0.002,0.009,100,947,42.5968,127.584,249,249,500,0.067
rereTOUCH,10,4000,2500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,24486,0.24486,155513,9302,1359,0.01359,3545,1772,0.011,0,0.004,0.055,0.055,0.003,0,0.158,0.002,0,0.002,0.004,185.484,192,19.0806,31.7474,249,249,500,0.059
TOUCH,10,4000,3000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28415,0.236792,11141000,8441,1483,0.0123583,124,0,0.011,0,0.002,0.075,0.069,0.011,0,0.201,0,0,0.011,0.006,93.5484,2650,46.3871,334.225,5,5,500,0.081
cTOUCH,10,4000,3000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,25043,0.208692,110754,10040,1483,0.0123583,3505,456,0.016,0,0.006,0.056,0.055,0.021,0,0.225,0,0,0.019,0.01,83.0189,1223,28.6698,144.804,213,213,500,0.066
dTOUCH,10,4000,3000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33604,0.280033,1170120,18388,1483,0.0123583,3490,124,0.008,0,0.002,0.084,0.081,0.023,0,0.242,0,0,0.021,0.003,91.5888,247,5.63551,29.2298,10,10,500,0.087
reTOUCH,10,4000,3000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,26723,0.222692,268517,8441,1483,0.0123583,3545,326,0.01,0,0.004,0.062,0.062,0.004,0,0.188,0,0,0.003,0.011,100,1283,50.4677,168.974,249,249,500,0.073
rereTOUCH,10,4000,3000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,26393,0.219942,168645,9913,1483,0.0123583,3545,2206,0.012,0,0.005,0.061,0.06,0.003,0,0.174,0,0,0.003,0.004,185.484,192,20.1452,32.4138,249,249,500,0.065
TOUCH,10,4000,3500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,30506,0.2179,13141000,9127,1582,0.0113,124,0,0.01,0,0.001,0.08,0.074,0.015,0,0.215,0.002,0,0.014,0.005,93.5484,3150,54.4516,397.074,5,5,500,0.085
cTOUCH,10,4000,3500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,27717,0.197979,67470,12322,1582,0.0113,3542,1527,0.01,0,0.005,0.06,0.059,0.028,0,0.227,0,0,0.025,0.009,84.0708,1115,21.5133,113.215,227,227,500,0.069
dTOUCH,10,4000,3500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35694,0.254957,1353712,19407,1582,0.0113,3474,124,0.008,0,0.002,0.091,0.086,0.024,0,0.263,0.002,0,0.024,0.004,89.3805,242,5.61062,30.7287,13,13,500,0.095
reTOUCH,10,4000,3500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28732,0.205229,301982,9127,1582,0.0113,3545,521,0.011,0,0.005,0.071,0.066,0.004,0,0.207,0,0,0.003,0.011,100,1406,55.3871,186.297,249,249,500,0.082
rereTOUCH,10,4000,3500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28680,0.204857,197044,10995,1582,0.0113,3545,2555,0.01,0,0.008,0.064,0.064,0.003,0,0.18,0.002,0,0.002,0.004,185.484,192,22.5806,31.9922,249,249,500,0.068
TOUCH,10,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31188,0.194925,15141000,9307,1610,0.0100625,124,0,0.013,0,0.002,0.081,0.073,0.011,0,0.216,0.001,0,0.01,0.007,93.5484,3650,62.5161,459.96,5,5,500,0.088
cTOUCH,10,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29661,0.185381,77565,10718,1610,0.0100625,3228,1166,0.011,0,0.007,0.069,0.066,0.028,0,0.254,0,0,0.026,0.011,85.8333,2077,30.05,198.67,241,241,500,0.08
dTOUCH,10,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35048,0.21905,3320838,17895,1610,0.0100625,3094,124,0.012,0,0.002,0.095,0.09,0.026,0,0.282,0.004,0,0.024,0.003,91.7355,549,8.42975,57.6994,11,11,500,0.098
reTOUCH,10,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29298,0.183113,365161,9307,1610,0.0100625,3308,619,0.016,0,0.004,0.073,0.07,0.004,0,0.224,0.002,0,0.003,0.013,100,1688,65.6935,220.028,249,249,500,0.086
rereTOUCH,10,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28718,0.179487,212209,10757,1610,0.0100625,3308,2982,0.014,0,0.006,0.063,0.062,0.002,0,0.183,0,0,0.002,0.005,183.871,237,27.5806,41.4099,249,249,500,0.068
TOUCH,10,4000,4500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31188,0.173267,16145000,9307,1610,0.00894444,373,0,0.015,0,0.002,0.079,0.071,0.01,0,0.212,0,0,0.01,0.008,93.5484,3901,66.5645,491.538,5,5,500,0.087
cTOUCH,10,4000,4500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29115,0.16175,108954,11128,1610,0.00894444,3476,2071,0.014,0,0.007,0.065,0.06,0.027,0,0.245,0,0,0.025,0.008,85.4962,1317,22.542,124.163,263,263,500,0.073
dTOUCH,10,4000,4500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34013,0.188961,1990265,16267,1610,0.00894444,3261,373,0.012,0,0.002,0.089,0.086,0.026,0,0.271,0,0,0.025,0.003,92,411,6.888,40.5696,11,11,500,0.092
reTOUCH,10,4000,4500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29298,0.162767,378850,9307,1610,0.00894444,3308,1020,0.015,0,0.005,0.071,0.069,0.004,0,0.22,0.001,0,0.003,0.014,100,1688,67.2903,220.988,249,249,500,0.085
rereTOUCH,10,4000,4500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29248,0.162489,212209,10378,1610,0.00894444,3308,3482,0.011,0,0.008,0.065,0.063,0.003,0,0.185,0,0,0.002,0.004,183.871,237,27.5806,41.4099,249,249,500,0.069
TOUCH,10,4000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31188,0.15594,17033000,9307,1610,0.00805,651,0,0.012,0,0.002,0.079,0.071,0.014,0,0.215,0.002,0,0.013,0.007,93.5484,4123,70.1452,519.472,5,5,500,0.086
cTOUCH,10,4000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29391,0.146955,218462,10189,1610,0.00805,3170,2041,0.013,0,0.008,0.066,0.061,0.028,0,0.254,0.002,0,0.026,0.01,87.5912,2107,27.6569,190.489,275,275,500,0.076
dTOUCH,10,4000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31620,0.1581,3525840,13784,1610,0.00805,3084,651,0.012,0,0.002,0.082,0.077,0.025,0,0.255,0.002,0,0.025,0.004,91.4062,580,8.17969,54.9261,12,12,500,0.086
reTOUCH,10,4000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29298,0.14649,382573,9307,1610,0.00805,3308,1462,0.012,0,0.006,0.07,0.067,0.003,0,0.206,0,0,0.002,0.011,100,1733,68.2258,226.354,249,249,500,0.081
rereTOUCH,10,4000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28586,0.14293,212209,9800,1610,0.00805,3308,3982,0.011,0,0.009,0.062,0.06,0.003,0,0.18,0.002,0,0.002,0.004,183.871,237,27.5806,41.4099,249,249,500,0.066
TOUCH,10,4000,5500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31258,0.142082,18983500,9307,1610,0.00731818,652,0,0.015,0,0.002,0.08,0.071,0.011,0,0.218,0,0,0.011,0.009,93.5484,4587,78.1935,577.991,5,5,500,0.089
cTOUCH,10,4000,5500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,30571,0.138959,75676,9307,1610,0.00731818,3245,2129,0.015,0,0.009,0.071,0.069,0.039,0,0.291,0,0,0.037,0.01,88.2759,2364,28.4552,212.823,291,291,500,0.081
dTOUCH,10,4000,5500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31654,0.143882,2212610,13784,1610,0.00731818,3209,652,0.02,0,0.002,0.083,0.076,0.025,0,0.274,0.002,0,0.024,0.005,90.3704,235,6.91111,32.9703,14,14,500,0.088
reTOUCH,10,4000,5500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29368,0.133491,429939,9307,1610,0.00731818,3275,1527,0.013,0,0.005,0.072,0.07,0.004,0,0.214,0.002,0,0.003,0.012,100,1886,75.7742,247.049,249,249,500,0.084
rereTOUCH,10,4000,5500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28525,0.129659,213150,9689,1610,0.00731818,3275,4428,0.019,0,0.007,0.063,0.061,0.002,0,0.196,0.002,0,0.001,0.004,182.258,261,28.9839,49.2706,249,249,500,0.067
TOUCH,10,4000,6000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34271,0.142796,20852500,9853,1715,0.00714583,675,0,0.019,0,0.003,0.089,0.078,0.013,0,0.254,0.002,0,0.013,0.01,91.9355,5054,85.8871,636.735,6,6,500,0.099
cTOUCH,10,4000,6000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31332,0.13055,166550,11561,1715,0.00714583,3278,2335,0.013,0,0.009,0.073,0.068,0.036,0,0.285,0,0,0.034,0.01,84.9673,1759,28.6732,162.595,307,307,500,0.083
dTOUCH,10,4000,6000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34467,0.143613,4103860,14381,1715,0.00714583,3083,675,0.015,0,0.002,0.089,0.083,0.025,0,0.281,0,0,0.025,0.006,90.7801,580,7.69504,51.8284,14,14,500,0.095
reTOUCH,10,4000,6000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32405,0.135021,467266,9853,1715,0.00714583,3271,1564,0.015,0,0.006,0.082,0.081,0.002,0,0.238,0.002,0,0.002,0.012,100,1931,83.3065,257.865,249,249,500,0.094
rereTOUCH,10,4000,6000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31431,0.130963,246190,10290,1715,0.00714583,3271,4651,0.015,0,0.007,0.071,0.071,0.003,0,0.204,0.002,0,0.002,0.005,182.258,400,33.5161,60.5517,249,249,500,0.076
TOUCH,10,4000,6500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35788,0.137646,22139700,10362,1764,0.00678462,839,0,0.014,0,0.003,0.094,0.084,0.013,0,0.248,0.002,0,0.012,0.009,91.9355,5374,91.3065,676.984,6,6,500,0.103
cTOUCH,10,4000,6500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31397,0.120758,741207,11107,1764,0.00678462,3142,1959,0.021,0,0.01,0.078,0.074,0.032,0,0.313,0.002,0,0.029,0.012,84.2767,3479,33.956,280.383,319,319,500,0.09
dTOUCH,10,4000,6500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,36911,0.141965,3555176,15020,1764,0.00678462,3115,839,0.021,0,0.002,0.101,0.099,0.027,0,0.32,0,0,0.026,0.001,91.8367,350,7.26531,41.3775,13,13,500,0.102
reTOUCH,10,4000,6500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33463,0.128704,493736,10431,1764,0.00678462,3269,1838,0.016,0,0.006,0.086,0.082,0.003,0,0.25,0,0,0.002,0.013,98.3871,2015,86.9839,270.363,249,249,500,0.099
rereTOUCH,10,4000,6500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32871,0.126427,263504,11059,1764,0.00678462,3269,5064,0.015,0,0.008,0.074,0.073,0.003,0,0.213,0,0,0.002,0.005,182.258,456,34.9516,65.8618,249,249,500,0.079
TOUCH,10,4000,7000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,39584,0.141371,23393900,10705,1834,0.00655,948,0,0.016,0,0.003,0.104,0.09,0.011,0,0.272,0,0.001,0.011,0.014,91.9355,5625,97.6129,708.801,6,6,500,0.118
cTOUCH,10,4000,7000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,36834,0.13155,1311954,11786,1834,0.00655,3014,1242,0.017,0,0.01,0.092,0.085,0.036,0,0.346,0.002,0,0.033,0.016,89.881,4103,40.1429,342.584,337,337,500,0.108
dTOUCH,10,4000,7000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37588,0.134243,3539269,15062,1834,0.00655,3016,948,0.014,0,0.002,0.098,0.095,0.031,0,0.311,0.002,0,0.031,0.002,91.4474,285,7.88816,39.0055,14,14,500,0.1
reTOUCH,10,4000,7000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37269,0.133104,556951,10752,1834,0.00655,3181,1974,0.023,0,0.006,0.092,0.084,0.003,0,0.28,0.002,0,0.002,0.014,98.3871,2138,94.2742,285.794,249,249,500,0.106
rereTOUCH,10,4000,7000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35176,0.125629,334905,11464,1834,0.00655,3181,5116,0.02,0,0.009,0.079,0.078,0.002,0,0.236,0.002,0,0.002,0.006,179.032,467,43.5968,63.4047,249,249,500,0.085
TOUCH,10,4000,7500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,44680,0.148933,24340200,12738,2096,0.00698667,1062,0,0.017,0,0.003,0.114,0.101,0.011,0,0.293,0.002,0,0.011,0.011,91.9355,5802,103.839,731.469,6,6,500,0.125
cTOUCH,10,4000,7500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38405,0.128017,1179585,12842,2096,0.00698667,3112,2243,0.021,0,0.01,0.095,0.09,0.038,0,0.364,0.002,0,0.035,0.015,85.1429,2902,35.1143,253.12,351,351,500,0.11
dTOUCH,10,4000,7500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,40597,0.135323,4590939,16481,2096,0.00698667,3013,1062,0.023,0,0.002,0.108,0.104,0.03,0,0.349,0.002,0,0.03,0.003,91.0256,511,8.17949,48.1328,15,15,500,0.111
reTOUCH,10,4000,7500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,42032,0.140107,597378,12788,2096,0.00698667,3181,2102,0.019,0,0.006,0.108,0.106,0.003,0,0.306,0.002,0,0.002,0.015,98.3871,2138,100.274,290.31,249,249,500,0.123
rereTOUCH,10,4000,7500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38573,0.128577,373942,13265,2096,0.00698667,3181,5248,0.017,0,0.008,0.087,0.086,0.002,0,0.25,0.002,0,0.002,0.007,179.032,467,49.5323,58.8712,249,249,500,0.094
TOUCH,10,4000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,44955,0.140484,26096200,12738,2096,0.00655,1123,0,0.014,0,0.004,0.118,0.105,0.013,0,0.298,0,0,0.013,0.013,91.9355,6241,110.919,786.637,6,6,500,0.131
cTOUCH,10,4000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,41073,0.128353,1014597,13968,2096,0.00655,3020,2780,0.022,0,0.01,0.1,0.099,0.038,0,0.376,0.002,0,0.035,0.016,83.5165,3298,34.0659,271.065,365,365,500,0.116
dTOUCH,10,4000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,40538,0.126681,3094900,16745,2096,0.00655,3363,1123,0.017,0,0.002,0.103,0.1,0.032,0,0.329,0.002,0,0.031,0.002,93.2099,285,5.76543,32.1867,12,12,500,0.105
reTOUCH,10,4000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,42180,0.131812,619544,12755,2096,0.00655,3169,2348,0.02,0,0.007,0.106,0.102,0.002,0,0.307,0.002,0,0.002,0.016,98.3871,2283,104.565,307.734,249,249,500,0.122
