Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
TOUCH,10,2000,2000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21266,0.53165,2964200,9093,917,0.022925,143,0,0.009,0,0.001,0.055,0.05,0.006,0.073,0,0,0.006,0.005,0.001,50,1187,29.9516,169.501,5,5,500,0.06,4,0,16,0,654,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23418,0,5.93554,5.41327,0,0,0,0,0,0,131.747,0,3881.84,6425.56,0,0,0,0,0,0,16.4829,0,19.5478,16.6678,0,0,0,0,0,0,5431.82,0,272946,364551,0,0,0,0,0,0,
cTOUCH,10,2000,2000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21352,0.5338,41299,11409,917,0.022925,1523,634,0.006,0,0.003,0.055,0.054,0.013,0.086,0.002,0,0.012,0.007,0.001,39.5161,804,14.8629,79.6511,125,125,500,0.062,5,0,99,46,30,207,95,0,0,0,0,0,84,96,65,317,804,0,0,0,0,0,18.0133,67.769,26.1358,16.9266,53.4845,0,0,0,0,0,21.2299,32.4727,12.0627,11.053,6.31969,0,0,0,0,0,26.7702,110.914,25.893,25.0894,-nan,0,0,0,0,0,27.8626,83.9097,21.8906,21.8167,15.8108,0,0,0,0,0,
dTOUCH,10,2000,2000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21028,0.5257,1508,9093,917,0.022925,1451,143,0.005,0,0.046,0.049,0.049,0.011,0.088,0.002,0,0.011,0.019,0,50,262,10.98,48.3493,113,113,500,0.068,4,4,16,0,203,84,0,0,0,0,0,0,56,1,262,230,0,0,0,0,0,0,8.23418,0,5.35874,11.4369,0,0,0,0,0,0,8.6661,10.663,19.072,12.7043,0,0,0,0,0,0,16.4829,0,13.9907,55.0419,0,0,0,0,0,0,9.51252,0,53.6932,31.2914,0,0,0,0,0,0,
reTOUCH,10,2000,2000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21263,0.531575,553255,9093,917,0.022925,1413,143,0.006,0,0.002,0.049,0.048,0.007,0.076,0.002,0,0.006,0.01,0.001,43.5484,1187,39.4194,175.663,125,125,500,0.059,4,0,0,0,306,281,0,0,0,0,0,0,16,0,654,1187,0,0,0,0,0,0,131.747,0,33.7959,30.3294,0,0,0,0,0,0,8.23418,0,15.8127,7.17992,0,0,0,0,0,0,5431.82,0,55.4412,27.018,0,0,0,0,0,0,16.4829,0,41.5034,18.4125,0,0,0,0,0,0,
rereTOUCH,10,2000,2000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,22620,0.5655,347449,12151,917,0.022925,1413,1250,0.005,0,0.004,0.05,0.049,0.01,0.075,0,0,0.01,0.005,0,46.7742,613,21.5645,93.1789,125,125,500,0.055,4,0,0,0,306,281,0,0,0,0,0,0,0,0,613,137,0,0,0,0,0,0,0,0,33.7638,9.61109,0,0,0,0,0,0,0,0,16.8544,19.7133,0,0,0,0,0,0,0,0,55.6085,16.8127,0,0,0,0,0,0,0,0,42.7625,19.5097,0,0,0,0,0,0,
TOUCH,15,2000,2000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,88540,2.2135,3051100,49630,2566,0.06415,127,0,0.008,0,0,0.195,0.184,0.006,0.211,0.005,0,0.005,0.008,0.001,50,1242,30.2097,174.267,4,4,500,0.203,4,0,1,0,630,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1086,0,5.97755,5.43918,0,0,0,0,0,0,47.1086,0,3765.86,6755.46,0,0,0,0,0,0,0,0,19.869,16.4509,0,0,0,0,0,0,2219.22,0,271220,372867,0,0,0,0,0,0,
cTOUCH,15,2000,2000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,99232,2.4808,52434,62607,2566,0.06415,1491,586,0.007,0,0.003,0.201,0.2,0.013,0.241,0.004,0,0.012,0.012,0.002,39.5161,850,15.5081,82.671,125,125,500,0.213,5,0,111,55,33,181,129,0,0,0,0,0,52,95,111,306,850,0,0,0,0,0,16.5441,51.123,34.4192,18.8753,46.726,0,0,0,0,0,35.3153,29.5976,10.2327,11.1648,7.09135,0,0,0,0,0,28.7262,98.5692,44.8646,27.4559,18.7702,0,0,0,0,0,33.1447,79.1334,29.0844,23.0646,18.2902,0,0,0,0,0,
dTOUCH,15,2000,2000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,86935,2.17338,1880,49630,2566,0.06415,1425,127,0.009,0,0.152,0.183,0.183,0.013,0.245,0.004,0,0.012,0.035,0,50,504,11.5,70.6632,113,113,500,0.218,4,4,1,0,190,90,0,0,0,0,0,0,46,0,25,504,0,0,0,0,0,0,47.1086,0,8.52646,6.0658,0,0,0,0,0,0,10.0289,0,35.4105,14.4697,0,0,0,0,0,0,0,0,26.8549,15.5971,0,0,0,0,0,0,8.99144,0,42.6548,43.04,0,0,0,0,0,0,
reTOUCH,15,2000,2000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,88461,2.21152,595908,49630,2566,0.06415,1398,127,0.005,0,0.003,0.185,0.185,0.005,0.219,0.004,0,0.005,0.018,0.001,45.1613,1242,39.9194,180.587,125,125,500,0.203,4,0,0,0,306,296,0,0,0,0,0,0,1,0,630,1242,0,0,0,0,0,0,47.1086,0,33.4168,31.0479,0,0,0,0,0,0,47.1086,0,16.231,7.39951,0,0,0,0,0,0,2219.22,0,55.6198,26.2436,0,0,0,0,0,0,0,0,42.2082,18.4154,0,0,0,0,0,0,
rereTOUCH,15,2000,2000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,101208,2.5302,369704,65677,2566,0.06415,1398,1219,0.006,0,0.003,0.207,0.207,0.008,0.236,0.006,0,0.007,0.008,0,46.7742,624,22.3065,95.4131,125,125,500,0.215,4,0,0,0,306,296,0,0,0,0,0,0,0,0,624,157,0,0,0,0,0,0,0,0,33.9001,10.568,0,0,0,0,0,0,0,0,16.6241,19.9244,0,0,0,0,0,0,0,0,55.5317,17.5227,0,0,0,0,0,0,0,0,42.4197,19.8107,0,0,0,0,0,0,
TOUCH,5,3000,3000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5213,0.0579222,7711200,1062,276,0.00306667,84,0,0.009,0,0.001,0.017,0.013,0.011,0.039,0,0,0.01,0.004,0.001,50,2846,31.0213,291.929,5,5,500,0.021,5,0,45,0,25,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24608,0,20.4396,4.02449,0,0,0,0,0,0,101.074,0,510.991,11453.7,0,0,0,0,0,0,2.02373,0,19.5609,14.4089,0,0,0,0,0,0,411.317,0,20010.2,636970,0,0,0,0,0,0,
cTOUCH,5,3000,3000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5031,0.0559,44923,1109,276,0.00306667,2509,730,0.008,0,0.005,0.014,0.012,0.022,0.056,0,0,0.02,0.006,0.001,42.3077,1339,15.1703,105.126,183,183,500,0.02,5,0,211,27,31,188,34,0,0,0,0,0,223,82,84,1750,131,0,0,0,0,0,13.2656,81.5316,59.0786,42.641,72.2054,0,0,0,0,0,12.5517,26.8458,21.8028,4.58087,18.7403,0,0,0,0,0,23.0739,53.9433,127.979,-nan,82.4588,0,0,0,0,0,22.6432,49.2566,82.8084,11.8484,52.5994,0,0,0,0,0,
dTOUCH,5,3000,3000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4945,0.0549444,1660,1062,276,0.00306667,2466,84,0.01,0,0.017,0.013,0.011,0.017,0.056,0,0,0.016,0.009,0.002,50,415,7.02632,48.2594,171,171,500,0.022,5,4,45,0,10,392,0,0,0,0,0,0,22,6,91,415,0,0,0,0,0,0,2.24608,0,19.3857,3.79909,0,0,0,0,0,0,19.5309,19.1935,40.49,9.21638,0,0,0,0,0,0,2.02373,0,21.3723,10.0311,0,0,0,0,0,0,23.9169,34.7536,83.9346,23.4692,0,0,0,0,0,0,
reTOUCH,5,3000,3000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5213,0.0579222,2197112,1062,276,0.00306667,2228,84,0.011,0,0.003,0.018,0.016,0.011,0.051,0,0,0.01,0.007,0.001,45.7447,2846,39.234,301.638,189,189,500,0.025,5,0,0,0,0,772,0,0,0,0,0,0,45,0,25,2846,0,0,0,0,0,0,101.074,0,510.991,27.5192,0,0,0,0,0,0,2.24608,0,20.4396,7.46481,0,0,0,0,0,0,411.317,0,20010.2,39.6521,0,0,0,0,0,0,2.02373,0,19.5609,24.0042,0,0,0,0,0,0,
rereTOUCH,5,3000,3000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4409,0.0489889,2010288,1549,276,0.00306667,2228,396,0.009,0,0.005,0.013,0.013,0.012,0.047,0,0,0.012,0.007,0.001,48.9362,2604,35.9149,277.825,189,189,500,0.02,5,0,0,0,0,772,0,0,0,0,0,0,0,0,0,2604,0,0,0,0,0,0,0,0,0,26.0177,0,0,0,0,0,0,0,0,0,7.71338,0,0,0,0,0,0,0,0,0,40.194,0,0,0,0,0,0,0,0,0,24.9028,0,0,0,0,0,0,
TOUCH,10,3000,3000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,27163,0.301811,7830100,9953,1483,0.0164778,47,0,0.008,0,0.002,0.069,0.063,0.009,0.089,0.002,0,0.009,0.005,0.001,50,2890,31.4149,296.447,5,5,500,0.074,5,0,37,0,26,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55289,0,19.2654,4.00399,0,0,0,0,0,0,94.4569,0,500.901,11571.5,0,0,0,0,0,0,3.47359,0,19.7671,14.308,0,0,0,0,0,0,687.573,0,19809.3,637970,0,0,0,0,0,0,
cTOUCH,10,3000,3000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,26634,0.295933,75123,10206,1483,0.0164778,2507,641,0.019,0,0.006,0.061,0.059,0.019,0.118,0,0,0.017,0.011,0.002,42.3077,1353,15.6703,106.3,183,183,500,0.072,5,0,166,25,46,186,70,0,0,0,0,0,251,81,108,1759,160,0,0,0,0,0,15.4381,98.0216,32.3638,42.2036,46.8824,0,0,0,0,0,10.2101,30.2536,13.7846,4.46269,20.5111,0,0,0,0,0,25.4734,39.664,104.734,-nan,66.8328,0,0,0,0,0,21.9665,50.3566,70.2007,11.702,49.9505,0,0,0,0,0,
dTOUCH,10,3000,3000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,25730,0.285889,1968,9953,1483,0.0164778,2460,47,0.016,0,0.057,0.058,0.056,0.015,0.112,0,0,0.015,0.016,0.001,50,392,6.92308,38.6598,173,173,500,0.074,5,4,37,0,11,392,0,0,0,0,0,0,37,14,249,240,0,0,0,0,0,0,2.55289,0,25.3955,3.46396,0,0,0,0,0,0,7.78435,7.85809,18.6146,13.3526,0,0,0,0,0,0,3.47359,0,24.2254,8.77399,0,0,0,0,0,0,7.86291,17.0667,54.5223,31.4594,0,0,0,0,0,0,
reTOUCH,10,3000,3000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,27163,0.301811,2242640,9953,1483,0.0164778,2224,47,0.008,0,0.004,0.067,0.065,0.008,0.103,0.002,0,0.008,0.013,0.001,45.7447,2890,39.6702,306.104,189,189,500,0.08,5,0,0,0,0,776,0,0,0,0,0,0,37,0,26,2890,0,0,0,0,0,0,94.4569,0,500.901,27.5504,0,0,0,0,0,0,2.55289,0,19.2654,7.39763,0,0,0,0,0,0,687.573,0,19809.3,39.4968,0,0,0,0,0,0,3.47359,0,19.7671,23.8319,0,0,0,0,0,0,
rereTOUCH,10,3000,3000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34067,0.378522,2036224,18667,1483,0.0164778,2224,376,0.007,0,0.005,0.075,0.074,0.011,0.112,0.001,0,0.011,0.011,0.001,48.9362,2624,36.1702,279.904,189,189,500,0.086,5,0,0,0,0,776,0,0,0,0,0,0,0,0,0,2624,0,0,0,0,0,0,0,0,0,26.0427,0,0,0,0,0,0,0,0,0,7.70165,0,0,0,0,0,0,0,0,0,40.0552,0,0,0,0,0,0,0,0,0,24.814,0,0,0,0,0,0,
