Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126661,0.506644,2845005,70562,4182,0.016728,4076,548,0.014,0,0.002,0.281,0.275,0.028,0,0.666,0.004,0.001,0.027,0.004,92.3611,569,6.53472,50.5764,12,12,1051,0.285
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126661,0.506644,2845005,70562,4182,0.016728,4076,548,0.015,0,0.002,0.289,0.284,0.028,0,0.681,0.004,0,0.026,0.003,92.3611,569,6.53472,50.5764,12,12,1101,0.292
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126650,0.5066,2857288,70562,4182,0.016728,4076,548,0.013,0,0.002,0.289,0.281,0.029,0,0.681,0.004,0,0.028,0.005,92.3611,569,6.52778,50.4007,12,12,1151,0.294
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126674,0.506696,3058571,70562,4182,0.016728,4074,548,0.02,0,0.002,0.276,0.268,0.026,0,0.666,0.006,0,0.025,0.004,92.3611,569,6.53472,49.8027,12,12,1201,0.28
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.015,0,0.003,0.284,0.277,0.025,0,0.672,0.005,0,0.025,0.004,92.3611,569,6.52778,49.8669,12,12,1251,0.288
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.012,0,0.002,0.288,0.28,0.028,0,0.678,0.008,0,0.027,0.004,92.3611,569,6.52778,49.8669,12,12,1301,0.292
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.016,0,0.003,0.287,0.28,0.031,0,0.689,0.004,0,0.03,0.005,92.3611,569,6.52778,49.8669,12,12,1351,0.292
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.013,0,0.003,0.285,0.277,0.028,0,0.67,0.004,0,0.027,0.006,92.3611,569,6.52778,49.8669,12,12,1401,0.291
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.019,0,0.002,0.286,0.276,0.027,0,0.684,0.008,0,0.025,0.006,92.3611,569,6.52778,49.8669,12,12,1451,0.292
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.016,0,0.002,0.279,0.272,0.027,0,0.663,0.004,0,0.026,0.005,92.3611,569,6.52778,49.8669,12,12,1501,0.284
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.018,0,0.003,0.289,0.282,0.031,0,0.7,0.005,0,0.031,0.004,92.3611,569,6.52778,49.8669,12,12,1551,0.293
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.012,0,0.003,0.307,0.301,0.028,0,0.715,0.004,0,0.028,0.004,92.3611,569,6.52778,49.8669,12,12,1601,0.311
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.016,0,0.002,0.295,0.289,0.028,0,0.699,0.006,0,0.027,0.003,92.3611,569,6.52778,49.8669,12,12,1651,0.298
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.019,0,0.003,0.298,0.291,0.027,0,0.711,0.004,0,0.026,0.004,92.3611,569,6.52778,49.8669,12,12,1701,0.302
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.016,0,0.003,0.288,0.28,0.028,0,0.688,0.006,0,0.027,0.005,92.3611,569,6.52778,49.8669,12,12,1751,0.293
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.019,0,0.002,0.284,0.278,0.028,0,0.681,0.004,0,0.028,0.004,92.3611,569,6.52778,49.8669,12,12,1801,0.288
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.017,0,0.003,0.298,0.29,0.027,0,0.704,0.006,0,0.026,0.005,92.3611,569,6.52778,49.8669,12,12,1851,0.303
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.017,0,0.002,0.291,0.284,0.028,0,0.689,0.006,0,0.026,0.004,92.3611,569,6.52778,49.8669,12,12,1901,0.295
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3067254,70586,4182,0.016728,4074,548,0.016,0,0.002,0.283,0.276,0.029,0,0.673,0.004,0,0.028,0.005,92.3611,569,6.52778,49.8669,12,12,1951,0.288
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.016,0,0.002,0.283,0.276,0.027,0,0.673,0.004,0,0.026,0.005,93.0556,569,6.52083,49.9032,11,11,2001,0.288
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.016,0,0.002,0.285,0.278,0.027,0,0.676,0.004,0.001,0.026,0.005,93.0556,569,6.52083,49.9032,11,11,2051,0.29
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.021,0,0.003,0.289,0.283,0.028,0,0.699,0.002,0,0.027,0.004,93.0556,569,6.52083,49.9032,11,11,2101,0.293
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.016,0,0.002,0.287,0.28,0.028,0,0.681,0.004,0,0.028,0.005,93.0556,569,6.52083,49.9032,11,11,2151,0.292
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.017,0,0.002,0.294,0.286,0.03,0,0.706,0.006,0,0.029,0.004,93.0556,569,6.52083,49.9032,11,11,2201,0.298
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.022,0,0.003,0.298,0.291,0.028,0,0.717,0.006,0,0.026,0.004,93.0556,569,6.52083,49.9032,11,11,2251,0.302
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.014,0,0.002,0.288,0.281,0.029,0,0.682,0.004,0,0.028,0.004,93.0556,569,6.52083,49.9032,11,11,2301,0.292
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.017,0,0.003,0.287,0.281,0.028,0,0.685,0.004,0,0.027,0.003,93.0556,569,6.52083,49.9032,11,11,2351,0.29
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.017,0,0.003,0.289,0.283,0.029,0,0.693,0.004,0,0.029,0.004,93.0556,569,6.52083,49.9032,11,11,2401,0.293
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.019,0,0.002,0.286,0.28,0.028,0,0.685,0.004,0,0.028,0.004,93.0556,569,6.52083,49.9032,11,11,2451,0.29
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.018,0,0.003,0.287,0.278,0.028,0,0.688,0.004,0,0.028,0.006,93.0556,569,6.52083,49.9032,11,11,2501,0.293
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.023,0,0.002,0.287,0.28,0.026,0,0.692,0.004,0,0.025,0.005,93.0556,569,6.52083,49.9032,11,11,2551,0.292
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.016,0,0.002,0.292,0.284,0.028,0,0.692,0.006,0,0.026,0.005,93.0556,569,6.52083,49.9032,11,11,2601,0.297
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.016,0,0.002,0.287,0.279,0.028,0,0.678,0.008,0,0.026,0.004,93.0556,569,6.52083,49.9032,11,11,2651,0.291
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.018,0,0.002,0.284,0.277,0.029,0,0.684,0.004,0.001,0.028,0.005,93.0556,569,6.52083,49.9032,11,11,2701,0.289
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.016,0,0.003,0.33,0.323,0.031,0,0.775,0.004,0,0.03,0.005,93.0556,569,6.52083,49.9032,11,11,2751,0.335
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.014,0,0.002,0.291,0.285,0.027,0,0.685,0.006,0,0.027,0.002,93.0556,569,6.52083,49.9032,11,11,2801,0.293
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.014,0,0.002,0.289,0.284,0.029,0,0.683,0.005,0,0.028,0.002,93.0556,569,6.52083,49.9032,11,11,2851,0.291
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.02,0,0.003,0.279,0.273,0.028,0,0.676,0.004,0,0.028,0.003,93.0556,569,6.52083,49.9032,11,11,2901,0.282
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.014,0,0.002,0.284,0.279,0.026,0,0.671,0.006,0,0.025,0.002,93.0556,569,6.52083,49.9032,11,11,2951,0.286
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.022,0,0.002,0.293,0.287,0.028,0,0.71,0.005,0,0.026,0.003,93.0556,569,6.52083,49.9032,11,11,3001,0.296
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.019,0,0.002,0.282,0.276,0.028,0,0.677,0.004,0,0.026,0.004,93.0556,569,6.52083,49.9032,11,11,3051,0.286
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.015,0,0.002,0.278,0.271,0.027,0,0.661,0.002,0,0.026,0.006,93.0556,569,6.52083,49.9032,11,11,3101,0.284
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.015,0,0.002,0.279,0.274,0.028,0,0.667,0.006,0.001,0.027,0.002,93.0556,569,6.52083,49.9032,11,11,3151,0.281
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.015,0,0.003,0.281,0.274,0.026,0,0.666,0.004,0,0.025,0.005,93.0556,569,6.52083,49.9032,11,11,3201,0.286
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.019,0,0.003,0.287,0.28,0.026,0,0.684,0.006,0,0.025,0.004,93.0556,569,6.52083,49.9032,11,11,3251,0.291
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.023,0,0.002,0.283,0.277,0.026,0,0.686,0.004,0,0.026,0.004,93.0556,569,6.52083,49.9032,11,11,3301,0.287
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.015,0,0.002,0.279,0.271,0.027,0,0.662,0.008,0,0.026,0.004,93.0556,569,6.52083,49.9032,11,11,3351,0.283
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.021,0,0.003,0.281,0.273,0.029,0,0.684,0.006,0,0.028,0.005,93.0556,569,6.52083,49.9032,11,11,3401,0.286
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.015,0,0.002,0.283,0.275,0.03,0,0.675,0.004,0,0.028,0.004,93.0556,569,6.52083,49.9032,11,11,3451,0.287
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.015,0,0.002,0.284,0.277,0.029,0,0.676,0.004,0,0.027,0.005,93.0556,569,6.52083,49.9032,11,11,3501,0.289
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.016,0,0.003,0.283,0.275,0.027,0,0.674,0.005,0,0.026,0.005,93.0556,569,6.52083,49.9032,11,11,3551,0.288
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.019,0,0.003,0.279,0.273,0.025,0,0.669,0.004,0,0.025,0.003,93.0556,569,6.52083,49.9032,11,11,3601,0.282
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.019,0,0.003,0.276,0.27,0.026,0,0.665,0.004,0,0.025,0.004,93.0556,569,6.52083,49.9032,11,11,3651,0.28
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.02,0,0.003,0.278,0.272,0.027,0,0.671,0.002,0,0.026,0.004,93.0556,569,6.52083,49.9032,11,11,3701,0.282
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.017,0,0.002,0.278,0.27,0.026,0,0.665,0.004,0,0.026,0.006,93.0556,569,6.52083,49.9032,11,11,3751,0.284
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.019,0,0.002,0.275,0.268,0.027,0,0.66,0.004,0,0.025,0.004,93.0556,569,6.52083,49.9032,11,11,3801,0.279
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.018,0,0.002,0.282,0.277,0.026,0,0.673,0.004,0,0.026,0.003,93.0556,569,6.52083,49.9032,11,11,3851,0.285
dTOUCH,15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,126690,0.50676,3070537,70586,4182,0.016728,4074,548,0.017,0,0.003,0.28,0.274,0.028,0,0.67,0.004,0,0.027,0.003,93.0556,569,6.52083,49.9032,11,11,3901,0.283
