Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
NL,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,NL,0,0,0,4000000,100,0,0,0,0,0,0,0.002,0,0,0,0,0,8.364,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PS,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,NL,0,0,0,38615,0.965375,0,0,0,0,0,0,0.002,0,0,0,0,0,0.087,0,0,0.001,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.003,0,0.003,0.001,0,0,0.007,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S3,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,NL,0,0,4681,393666,9.84165,0,0,0,0,0,0,0.003,0,0.001,0.854,0,0,0.858,0,0,0,0,0,0,0,0,0,1,1,0,0.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,2000,0,0,0,0,1999,0.002,0,0,0.003,0.003,0.005,0.015,0,0,0.005,0.005,0,48.3871,100,32.2742,46.7354,84,84,1,0.008,4,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,294.768,0,0,0,0,0,0,0,0,0,0,0,0,333.668,0,0,0,0,0,0,119.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PBSM,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.003,0,0.008,0.028,0,0,0.04,0,0,0,0,0,0,0,0,0,1,1,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,0,0,0,0,1461,1999,0.002,0,0,0,0,0.011,0.015,0,0,0.01,0.002,0,49.1935,497,4.35484,44.5789,125,125,1,0.002,5,0,0,0,0,42,497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,271.433,311.575,0,0,0,0,0,0,333.668,0,0,0,0,0,0,0,0,0,0,0,70.7572,130.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
dTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,0,0,0,0,2000,1999,0.003,0,0,0.002,0.001,0.006,0.016,0,0,0.006,0.005,0,0,100,0.5,0.5,43,43,1,0.007,4,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.768,0,0,0,0,0,0,0,0,0,333.668,0,0,0,0,0,0,0,0,0,119.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
reTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,1505,0,0,0,285,1999,0.002,0,0,0.001,0.001,0.005,0.014,0,0,0.005,0.005,0,48.3871,1505,27.6774,190.628,125,125,1,0.006,4,0,0,0,210,1505,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,282.002,297.026,0,0,0,0,0,0,0,0,0,333.668,0,0,0,0,0,0,0,0,110.931,119.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,1505,0,0,0,285,1999,0.003,0,0,0.002,0.001,0.007,0.019,0,0,0.006,0.006,0,48.3871,1505,27.6774,190.628,125,125,1,0.008,4,0,0,0,210,1505,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,282.002,297.026,0,0,0,0,0,0,0,0,0,333.668,0,0,0,0,0,0,0,0,110.931,119.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NL,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,NL,0,0,0,4000000,100,0,0,0,0,0,0,0.002,0,0,0,0,0,8.425,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PS,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,NL,0,0,0,27969,0.699225,0,0,0,0,0,0,0.003,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.002,0,0.002,0.001,0,0,0.005,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S3,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,NL,0,0,4681,485764,12.1441,0,0,0,0,0,0,0.002,0,0.001,1.07,0,0,1.073,0,0,0,0,0,0,0,0,0,1,1,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,216800,0,0,0,0,1682,0.002,0,0,0.005,0.004,0.004,0.018,0,0,0.004,0.006,0.001,43.5484,157,37.3871,48.8227,85,85,1,0.011,4,0,2000,0,0,0,0,0,0,0,0,0,183,0,65,70,0,0,0,0,0,0,294.768,0,0,0,0,0,0,0,0,0,353.793,0,621.575,335.16,0,0,0,0,0,0,119.454,0,0,0,0,0,0,0,0,0,216.432,0,392.723,122.925,0,0,0,0,0,0,
PBSM,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,NL,0,0,1000000,430,0.01075,0,0,0,0,0,0,0.003,0,0.007,0.025,0,0,0.035,0,0,0,0,0,0,0,0,0,1,1,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,1011,0,0,0,1858,1905,0.002,0,0,0,0,0.011,0.015,0,0,0.01,0.001,0,46.7742,100,1.91129,10.7426,125,125,1,0.001,5,0,0,40,2,0,100,0,0,0,0,0,10,27,0,47,11,0,0,0,0,0,0,272.833,345.013,0,267.9,0,0,0,0,0,316.043,407.942,0,319.813,398.808,0,0,0,0,0,0,93.0295,21.5932,0,68.223,0,0,0,0,0,25.9706,119.096,0,128.666,74.8104,0,0,0,0,0,
dTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,16900,0,0,0,1730,1682,0.003,0,0.001,0.002,0.002,0.006,0.019,0,0,0.006,0.006,0.001,16.6667,270,63,99.2891,45,45,1,0.008,4,2,2000,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,294.768,0,0,0,0,0,0,0,0,0,446.773,0,644.441,357.625,0,0,0,0,0,0,119.454,0,0,0,0,0,0,0,0,0,312.441,0,311.839,93.1842,0,0,0,0,0,0,
reTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,107195,0,0,0,280,1682,0.003,0,0.001,0.002,0.001,0.004,0.015,0,0,0.004,0.005,0,43.5484,1510,32.871,191.895,125,125,1,0.007,4,0,0,0,210,1510,0,0,0,0,0,0,183,0,65,70,0,0,0,0,0,0,0,0,282.002,296.935,0,0,0,0,0,0,353.793,0,621.575,335.16,0,0,0,0,0,0,0,0,110.931,119.055,0,0,0,0,0,0,216.432,0,392.723,122.925,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,448470,0,0,0,280,1703,0.003,0,0.001,0.001,0.001,0.006,0.017,0,0,0.006,0.005,0,48.3871,1510,32.5323,194.198,125,125,1,0.006,4,0,0,0,210,1510,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,282.002,296.935,0,0,0,0,0,0,0,0,0,405.189,0,0,0,0,0,0,0,0,110.931,119.055,0,0,0,0,0,0,0,0,0,280.506,0,0,0,0,0,0,
NL,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,NL,0,0,0,4000000,100,0,0,0,0,0,0,0.002,0,0,0,0,0,8.45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PS,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,NL,0,0,0,39575,0.989375,0,0,0,0,0,0,0.004,0,0,0,0,0,0.092,0,0,0.002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,NL,0,0,1000000,4,0.0001,0,0,0,0,0,0,0.002,0,0.003,0.001,0,0,0.006,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S3,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,NL,0,0,4681,114787,2.86967,0,0,0,0,0,0,0.003,0,0.001,0.251,0,0,0.255,0,0,0,0,0,0,0,0,0,1,1,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,1600,0,0,0,0,1984,0.002,0,0,0.001,0,0.005,0.012,0,0,0.005,0.004,0,46.7742,100,32.5161,46.5925,83,83,1,0.005,4,0,2000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,294.768,0,0,0,0,0,0,0,0,0,264.707,0,0,0,0,0,0,0,0,0,119.454,0,0,0,0,0,0,0,0,0,70.8027,0,0,0,0,0,0,0,0,0,
PBSM,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,NL,0,0,1000000,46,0.00115,0,0,0,0,0,0,0.002,0,0.006,0.022,0,0,0.03,0,0,0,0,0,0,0,0,0,1,1,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,0,0,0,0,1706,2000,0.002,0,0,0,0,0.01,0.014,0,0,0.009,0.001,0,50,284,2.37097,25.4094,125,125,1,0.001,5,0,0,0,284,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.368,239.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3293,58.7556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
dTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,0,0,0,0,0,1984,0.004,0,0.005,0.001,0.001,0.005,0.014,0,0,0.004,0.004,0,46.7742,100,32.5161,46.5925,41,41,1,0.005,4,4,2000,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,294.768,0,0,0,0,0,0,0,0,0,264.707,0,0,0,0,0,0,0,0,0,119.454,0,0,0,0,0,0,0,0,0,70.8027,0,0,0,0,0,0,0,0,0,
reTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,0,0,0,0,285,1984,0.003,0,0,0.001,0.001,0.004,0.013,0,0,0.004,0.005,0,46.7742,1505,27.9194,190.599,125,125,1,0.006,4,0,0,0,210,1505,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,282.002,297.026,0,0,0,0,0,0,264.707,0,0,0,0,0,0,0,0,0,0,0,110.931,119.212,0,0,0,0,0,0,70.8027,0,0,0,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,0,0,0,0,285,2000,0.005,0,0,0.001,0.001,0.005,0.015,0,0,0.005,0.004,0,50,1505,27.6613,190.631,125,125,1,0.005,4,0,0,0,210,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.002,297.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.931,119.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NL,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,NL,0,0,0,4000000,100,0,0,0,0,0,0,0.007,0,0,0,0,0,8.385,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PS,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,NL,0,0,0,47310,1.18275,0,0,0,0,0,0,0.006,0,0,0,0,0,0.109,0,0,0.002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.003,0,0.001,0.001,0,0,0.005,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S3,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,NL,0,0,4681,522734,13.0684,0,0,0,0,0,0,0.003,0,0,1.107,0,0,1.11,0,0,0,0,0,0,0,0,0,1,1,0,1.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,SGrid,3,100,100,0,0,0,0,0,0,0,2000,0.002,0,0,0.002,0.002,0.007,0.016,0,0,0.006,0.005,0,50,100,32.2581,46.7464,83,83,1,0.007,4,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PBSM,5,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.002,0,0.004,0.027,0,0,0.034,0,0,0,0,0,0,0,0,0,1,1,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
