Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
dTOUCH,5,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,1105126,9.02144,1105126,0,302,0.00246531,2981,332,0.014,0,0.002,2.481,2.481,0.014,2.481,5.032,0,0,0.014,0,80.2326,831,19.3023,95.7075,1,1
reTOUCH,5,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,235846,1.92527,235846,0,302,0.00246531,3068,641,0.01,0,0.005,0.533,0.529,0.003,0.529,1.106,0,0,0.002,0,100,1440,60.9444,196.125,1,1
rereTOUCH,5,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,118806,0.969845,119241,0,302,0.00246531,3068,2636,0.014,0,0.005,0.269,0.269,0.002,0.269,0.583,0,0,0.001,0,181.481,140,24,23.4683,1,1
TOUCH,5,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,15066400,94.165,15066400,0,305,0.00190625,148,0,0.014,0,0.002,34.152,34.152,0.011,34.152,68.363,0,0,0.011,0,93.5484,3632,62.129,457.731,1,1
cTOUCH,5,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,657146,4.10716,756224,0,305,0.00190625,3275,1285,0.018,0,0.006,1.44,1.434,0.024,1.434,2.98,0,0,0.022,0,85,1920,28.6667,184.845,1,1
dTOUCH,5,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,2598641,16.2415,2598641,0,305,0.00190625,3192,148,0.013,0,0.002,5.762,5.761,0.02,5.761,11.611,0,0,0.02,0,90.0826,419,7.61157,43.8235,1,1
reTOUCH,5,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,287851,1.79907,287851,0,305,0.00190625,3561,747,0.013,0,0.005,0.637,0.636,0.002,0.636,1.318,0,0,0.002,0,100,1720,59.5484,220.599,1,1
rereTOUCH,5,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,152459,0.952869,152699,0,305,0.00190625,3561,3192,0.009,0,0.007,0.352,0.351,0.004,0.351,0.746,0,0,0.003,0,185.484,192,20.1129,23.7328,1,1
TOUCH,5,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,18109100,89.4277,18109100,0,305,0.00150617,329,0,0.013,0,0.002,40.435,40.435,0.013,40.435,80.929,0,0,0.013,0,94.1176,3904,61.3382,470.015,1,1
cTOUCH,5,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,228162,1.12673,288375,0,305,0.00150617,3997,2418,0.018,0,0.007,0.505,0.504,0.028,0.504,1.118,0,0,0.026,0,83.9416,1608,18.8686,139.211,1,1
dTOUCH,5,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,2905826,14.3498,2905826,0,305,0.00150617,3659,329,0.014,0,0.002,6.279,6.279,0.024,6.278,12.652,0,0,0.023,0,91.6031,451,7.52672,44.2471,1,1
reTOUCH,5,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,282332,1.39423,282332,0,305,0.00150617,4038,1129,0.01,0,0.005,0.632,0.629,0.003,0.629,1.303,0,0,0.002,0,100,1799,56.3676,219.697,1,1
rereTOUCH,5,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,159078,0.78557,160374,0,305,0.00150617,4038,3581,0.014,0,0.007,0.347,0.347,0.003,0.347,0.745,0,0,0.002,0,188.235,198,20.3088,29.7043,1,1
TOUCH,5,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,19779600,79.1184,19779600,0,305,0.00122,666,0,0.013,0,0.003,43.959,43.959,0.021,43.959,87.995,0,0,0.021,0,92.1053,3532,57.0263,411,1,1
cTOUCH,5,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,321333,1.28533,376573,0,305,0.00122,4503,2302,0.02,0,0.008,0.798,0.796,0.036,0.796,1.724,0,0,0.033,0,83.0065,2205,20.8824,179.099,1,1
dTOUCH,5,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,3137824,12.5513,3137824,0,305,0.00122,4169,666,0.017,0,0.002,7.016,7.016,0.025,7.016,14.136,0,0,0.024,0,90.7143,442,7.09286,43.1082,1,1
reTOUCH,5,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,234062,0.936248,234062,0,305,0.00122,4549,1351,0.021,0,0.006,0.543,0.539,0.003,0.538,1.15,0,0,0.002,0,100,2054,53.9474,236.389,1,1
rereTOUCH,5,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,203395,0.81358,203395,0,305,0.00122,4549,3362,0.02,0,0.008,0.446,0.444,0.003,0.444,0.956,0,0,0.003,0,188.158,165,27.4868,10.958,1,1
TOUCH,5,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,26366500,87.162,26366500,0,332,0.00109752,695,0,0.019,0,0.003,57.697,57.697,0.015,57.697,115.471,0,0,0.015,0,96.4706,4786,56.5294,516.031,1,1
cTOUCH,5,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,2149521,7.10585,2200360,0,332,0.00109752,4637,1226,0.021,0,0.008,4.856,4.852,0.036,4.852,9.844,0,0,0.033,0,86.9048,4017,30.5774,310.549,1,1
dTOUCH,5,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,3716278,12.2852,3716278,0,332,0.00109752,4564,695,0.019,0,0.003,8.14,8.139,0.028,8.139,16.399,0,0,0.026,0,92.9936,537,6.66879,46.5776,1,1
reTOUCH,5,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,349647,1.15586,349647,0,332,0.00109752,4852,1040,0.019,0,0.006,0.774,0.772,0.003,0.772,1.609,0,0,0.002,0,97.6471,1938,60.0941,216.263,1,1
rereTOUCH,5,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,281486,0.930532,282666,0,332,0.00109752,4852,2809,0.018,0,0.009,0.626,0.624,0.003,0.624,1.315,0,0,0.002,0,177.647,272,39.2824,7.16956,1,1
TOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,27823700,77.2881,27823700,0,335,0.000930556,849,0,0.016,0,0.003,61.773,61.773,0.017,61.773,123.62,0,0,0.016,0,92.3077,4602,56.6044,480.86,1,1
cTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,2683046,7.45291,2762638,0,335,0.000930556,4862,1299,0.023,0,0.01,6.15,6.146,0.036,6.146,12.44,0,0,0.033,0,87.3626,4102,32.0824,305.775,1,1
dTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,3410232,9.47287,3410232,0,335,0.000930556,4904,849,0.021,0,0.003,7.327,7.326,0.029,7.326,14.776,0,0,0.029,0,87.1166,386,9.98773,50.779,1,1
reTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,293292,0.8147,293292,0,335,0.000930556,5086,2132,0.018,0,0.006,0.657,0.654,0.004,0.654,1.373,0,0,0.003,0,98.9011,550,52.5495,100.272,1,1
rereTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,268000,0.744444,272536,0,335,0.000930556,5086,3999,0.024,0,0.008,0.603,0.601,0.004,0.601,1.28,0,0,0.003,0,179.121,187,32.033,23.0317,1,1
TOUCH,5,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,26345600,62.3564,26345600,0,348,0.000823669,1014,0,0.019,0,0.004,56.796,56.796,0.018,56.796,113.675,0,0,0.018,0,91.9192,3849,55.4141,392.942,1,1
cTOUCH,5,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,1614420,3.82111,1811603,0,348,0.000823669,5467,2046,0.022,0,0.011,3.524,3.521,0.042,3.521,7.2,0,0,0.039,0,88.8325,3082,27.8528,231.327,1,1
dTOUCH,5,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,4769325,11.2883,4769325,0,348,0.000823669,5360,1014,0.019,0,0.003,10.232,10.232,0.03,10.232,20.586,0,0.001,0.03,0,89.2216,711,12.8802,66.2128,1,1
reTOUCH,5,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,416055,0.984746,428006,0,348,0.000823669,5110,2209,0.021,0,0.007,0.927,0.926,0.005,0.926,1.922,0,0,0.004,0,96.9697,649,57.3838,109.415,1,1
rereTOUCH,5,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,1514807,3.58534,1526987,0,348,0.000823669,5110,2529,0.02,0,0.01,3.482,3.482,0.004,3.482,7.032,0,0,0.003,0,180.808,629,54.1515,59.6944,1,1
TOUCH,5,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,19802500,40.4133,19802500,0,363,0.000740816,1027,0,0.023,0,0.003,43.11,43.11,0.02,43.11,86.316,0,0,0.019,0,85.8491,2138,56.3491,266.914,1,1
cTOUCH,5,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,1327860,2.70992,1532529,0,363,0.000740816,5683,1934,0.021,0,0.012,2.814,2.807,0.044,2.807,5.784,0,0,0.04,0,85.3774,2854,30.1085,217.35,1,1
dTOUCH,5,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,5146950,10.504,5146950,0,363,0.000740816,5673,1027,0.02,0,0.004,11.372,11.372,0.03,11.372,22.868,0,0,0.029,0,83.3333,1252,20.1012,119.256,1,1
reTOUCH,5,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,402026,0.820461,402026,0,363,0.000740816,5743,1887,0.02,0,0.007,0.875,0.868,0.005,0.868,1.818,0,0.001,0.004,0,96.2264,697,60.0943,118.157,1,1
rereTOUCH,5,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,1405025,2.8674,1421409,0,363,0.000740816,5743,2161,0.02,0,0.011,3.014,3.011,0.005,3.011,6.103,0,0,0.004,0,179.245,417,57.5094,8.27903,1,1
TOUCH,5,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,48305400,85.8763,48305400,0,416,0.000739556,866,0,0.022,0,0.003,107.741,107.741,0.022,107.741,215.579,0,0,0.021,0,96.4602,6384,58.708,597.901,1,1
cTOUCH,5,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,689691,1.22612,750897,0,416,0.000739556,6462,2194,0.029,0,0.013,1.689,1.685,0.051,1.685,3.568,0,0,0.047,0,85.3982,2234,28.0708,170.701,1,1
dTOUCH,5,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,7866058,13.9841,7866058,0,416,0.000739556,6176,866,0.021,0,0.004,17.539,17.538,0.042,17.538,35.235,0,0,0.04,0,94.3128,911,7.48815,67.2007,1,1
reTOUCH,5,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,434759,0.772905,434759,0,416,0.000739556,6377,1931,0.023,0,0.008,0.984,0.982,0.005,0.982,2.04,0,0,0.004,0,97.3451,828,59.2212,127.097,1,1
rereTOUCH,5,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,1173330,2.08592,1204880,0,416,0.000739556,6377,2233,0.025,0,0.012,2.893,2.889,0.006,2.889,5.892,0,0.008,0.005,0,177.876,318,56.5487,-nan,1,1
TOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,54950600,85.8603,54950600,0,416,0.00065,967,0,0.028,0,0.004,125.43,125.43,0.024,125.43,250.974,0,0,0.023,0,97.5,6795,58.6083,617.844,1,1
cTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,1740139,2.71897,1778823,0,416,0.00065,6913,2096,0.024,0,0.014,3.924,3.917,0.057,3.916,8.04,0,0,0.053,0,86.722,2183,29.0083,193.105,1,1
dTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,8653214,13.5206,8653214,0,416,0.00065,6602,967,0.025,0,0.004,20.113,20.112,0.043,20.112,40.394,0,0,0.042,0,95.5357,959,7.07589,66.2838,1,1
reTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,575693,0.89952,577793,0,416,0.00065,6380,2451,0.029,0,0.009,1.33,1.327,0.006,1.325,2.75,0,0,0.003,0,95.8333,649,59.7417,117.88,1,1
rereTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,1372270,2.14417,1372270,0,416,0.00065,6380,2671,0.023,0,0.013,3.04,3.039,0.005,3.039,6.162,0,0,0.004,0,180,732,57.9083,53.6775,1,1
TOUCH,5,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,59699500,82.6291,59699500,0,416,0.000575779,1097,0,0.028,0,0.004,144.15,144.15,0.025,144.15,288.415,0,0,0.024,0,96.9466,7309,56.5115,636.112,1,1
cTOUCH,5,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,1120866,1.55137,1148521,0,416,0.000575779,7391,2230,0.034,0,0.014,2.816,2.807,0.062,2.807,5.854,0,0,0.057,0,82.8794,2632,28.7121,209.593,1,1
dTOUCH,5,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,10780588,14.9212,10780588,0,416,0.000575779,7128,1097,0.031,0,0.004,25.579,25.579,0.05,25.579,51.351,0,0,0.047,0,95.7983,1108,7.41176,75.588,1,1
reTOUCH,5,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,580533,0.803506,581243,0,416,0.000575779,7079,2733,0.026,0,0.01,1.414,1.404,0.007,1.403,2.919,0,0,0.006,0,96.9466,609,54.8702,111.302,1,1
rereTOUCH,5,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,1637888,2.26697,1646718,0,416,0.000575779,7079,3038,0.026,0,0.015,4.24,4.237,0.005,4.236,8.574,0,0,0.004,0,178.626,564,52.542,21.2403,1,1
TOUCH,5,9000,9000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,NL,2,4,100,60415100,74.5865,60415100,0,500,0.000617284,1241,0,0.024,0,0.005,150.413,150.413,0.029,150.413,300.945,0,0,0.028,0,96.3504,7061,56.635,601.972,1,1
