Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe
cTOUCH,10,2500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32755,0.32755,203682,14841,1610,0.0161,1741,510,0.015,0,0.006,0.077,0.074,0.022,0,0.272,0.002,0,0.02,0.014,80.8081,1579,42.9192,194.379,199,199,500,0.091
dTOUCH,10,2500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34619,0.34619,3088037,17585,1610,0.0161,1601,118,0.011,0,0.001,0.091,0.083,0.018,0,0.256,0.004,0,0.017,0.005,90.3226,567,12.7097,65.1797,10,10,500,0.096
reTOUCH,10,2500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32363,0.32363,369495,14398,1610,0.0161,1745,649,0.012,0,0.005,0.08,0.078,0.002,0,0.227,0,0,0.002,0.014,97.3684,1863,108.053,303.775,153,153,500,0.094
rereTOUCH,10,2500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33048,0.33048,299446,16105,1610,0.0161,1745,1954,0.008,0,0.008,0.078,0.076,0.003,0,0.215,0,0,0.002,0.009,173.684,217,73.7105,-nan,153,153,500,0.087
TOUCH,10,3000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29550,0.24625,10501300,10619,1610,0.0134167,47,0,0.012,0,0.002,0.075,0.066,0.009,0,0.198,0.002,0,0.008,0.008,91.4894,3874,84.1064,558.835,5,5,500,0.083
cTOUCH,10,3000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28917,0.240975,130805,10635,1610,0.0134167,2197,168,0.014,0,0.007,0.068,0.062,0.023,0,0.261,0,0,0.021,0.015,82.0755,1939,43.7264,222.571,213,213,500,0.083
dTOUCH,10,3000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34510,0.287583,2532092,17389,1610,0.0134167,2179,47,0.009,0,0.001,0.089,0.084,0.022,0,0.257,0,0,0.022,0.005,91.1765,310,11.5882,51.0811,10,10,500,0.094
reTOUCH,10,3000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28954,0.241283,277143,10948,1610,0.0134167,2440,609,0.012,0,0.005,0.074,0.071,0.002,0,0.215,0,0,0.002,0.013,97.8723,1869,84.0638,273.013,189,189,500,0.087
rereTOUCH,10,3000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33070,0.275583,314360,14171,1610,0.0134167,2440,2287,0.011,0,0.007,0.074,0.074,0.003,0,0.206,0.002,0,0.002,0.007,176.596,290,48.3617,36.8007,189,189,500,0.081
TOUCH,10,3500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31763,0.226879,6770300,10646,1610,0.0115,291,0,0.012,0,0.001,0.09,0.08,0.012,0,0.232,0,0.001,0.011,0.01,85.1852,2004,68.6852,298.049,9,9,500,0.1
cTOUCH,10,3500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31004,0.221457,61738,12398,1610,0.0115,3017,1755,0.019,0,0.006,0.07,0.068,0.024,0,0.263,0.002,0,0.022,0.01,85.8407,1504,24.1416,145.998,227,227,500,0.08
dTOUCH,10,3500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35275,0.251964,1661715,17593,1610,0.0115,2698,291,0.023,0,0.002,0.094,0.086,0.017,0,0.285,0.004,0,0.016,0.005,81.7204,763,21.2043,91.3178,18,18,500,0.099
reTOUCH,10,3500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,30483,0.217736,300915,10646,1610,0.0115,2807,621,0.013,0,0.006,0.076,0.073,0.004,0,0.228,0.002,0,0.003,0.013,100,1688,75.4074,234.398,217,217,500,0.089
rereTOUCH,10,3500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32030,0.228786,147102,12758,1610,0.0115,2807,3054,0.012,0,0.006,0.072,0.071,0.003,0,0.203,0.002,0,0.001,0.005,179.63,281,30.3519,48.3146,217,217,500,0.077
TOUCH,10,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31188,0.194925,15141000,9307,1610,0.0100625,124,0,0.012,0,0.002,0.082,0.076,0.014,0,0.223,0,0,0.014,0.006,93.5484,3650,62.5161,459.96,5,5,500,0.088
cTOUCH,10,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29661,0.185381,77565,10718,1610,0.0100625,3228,1166,0.013,0,0.006,0.068,0.066,0.029,0,0.26,0,0,0.027,0.012,85.8333,2077,30.05,198.67,241,241,500,0.08
dTOUCH,10,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35048,0.21905,3320838,17895,1610,0.0100625,3094,124,0.01,0,0.001,0.091,0.085,0.026,0,0.269,0.002,0,0.025,0.003,91.7355,549,8.42975,57.6994,11,11,500,0.094
reTOUCH,10,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29298,0.183113,365161,9307,1610,0.0100625,3308,619,0.01,0,0.005,0.071,0.07,0.003,0,0.207,0,0,0.002,0.013,100,1688,65.6935,220.028,249,249,500,0.084
rereTOUCH,10,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28718,0.179487,212209,10757,1610,0.0100625,3308,2982,0.012,0,0.006,0.065,0.064,0.003,0,0.184,0.002,0,0.002,0.005,183.871,237,27.5806,41.4099,249,249,500,0.07
TOUCH,10,4500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35730,0.1985,17066800,10750,1610,0.00894444,58,0,0.018,0,0.002,0.092,0.085,0.012,0,0.253,0.002,0,0.012,0.006,94.1176,3673,57.9706,442.258,5,5,500,0.098
cTOUCH,10,4500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32970,0.183167,75291,10754,1610,0.00894444,3640,254,0.016,0,0.008,0.084,0.08,0.031,0,0.315,0,0,0.029,0.017,87.7863,3878,35.1603,338.197,263,263,500,0.101
dTOUCH,10,4500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34961,0.194228,1837648,17887,1610,0.00894444,3656,58,0.015,0,0.002,0.09,0.087,0.025,0,0.279,0,0.001,0.024,0.003,91.4062,249,7.64062,36.3835,12,12,500,0.093
reTOUCH,10,4500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33143,0.184128,311330,10750,1610,0.00894444,3816,600,0.015,0,0.004,0.079,0.077,0.003,0,0.231,0,0,0.002,0.013,100,1764,60.0588,217.58,273,273,500,0.092
rereTOUCH,10,4500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34600,0.192222,173119,15512,1610,0.00894444,3816,2933,0.014,0,0.006,0.076,0.076,0.003,0,0.209,0,0,0.002,0.004,186.765,280,25.75,42.737,273,273,500,0.08
TOUCH,10,5000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32947,0.164735,17790000,10099,1610,0.00805,77,0,0.018,0,0.002,0.081,0.074,0.014,0,0.232,0,0,0.014,0.007,93.4211,3147,51.6184,367.734,6,6,500,0.088
cTOUCH,10,5000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32640,0.1632,106470,11659,1610,0.00805,4374,1242,0.017,0,0.007,0.074,0.072,0.029,0,0.281,0.002,0,0.027,0.011,86.1314,1786,24.7007,159.164,275,275,500,0.085
dTOUCH,10,5000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34146,0.17073,2099340,17128,1610,0.00805,4344,77,0.016,0,0.002,0.089,0.086,0.027,0,0.285,0,0.001,0.026,0.003,91.8519,375,5.93333,35.7121,12,12,500,0.092
reTOUCH,10,5000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31660,0.1583,306240,10099,1610,0.00805,4304,482,0.016,0,0.005,0.077,0.075,0.003,0,0.238,0.002,0,0.002,0.015,98.6842,1898,55.4474,220.812,305,305,500,0.092
rereTOUCH,10,5000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33760,0.1688,296781,13446,1610,0.00805,4304,2207,0.018,0,0.007,0.075,0.075,0.003,0,0.224,0.002,0,0.002,0.007,185.526,268,32.75,34.4113,305,305,500,0.082
TOUCH,10,5500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,36932,0.167873,21639800,10381,1706,0.00775455,50,0,0.016,0,0.001,0.09,0.083,0.017,0,0.253,0,0,0.017,0.007,96.4706,3927,46.4706,423.404,4,4,500,0.097
cTOUCH,10,5500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35966,0.163482,354280,12124,1706,0.00775455,4689,709,0.016,0,0.007,0.084,0.082,0.031,0,0.304,0.002,0,0.028,0.013,83.4483,3111,28.2897,258.363,291,291,500,0.097
dTOUCH,10,5500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37641,0.171095,4092968,19082,1706,0.00775455,4315,50,0.017,0,0.002,0.098,0.092,0.028,0,0.305,0,0.001,0.026,0.006,91.7241,856,8.84138,73.6665,13,13,500,0.104
reTOUCH,10,5500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35287,0.160395,491916,10381,1706,0.00775455,4581,244,0.015,0,0.005,0.085,0.082,0.003,0,0.246,0,0,0.002,0.014,98.8235,1656,55,190.302,341,341,500,0.099
rereTOUCH,10,5500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37598,0.1709,472863,14650,1706,0.00775455,4581,937,0.015,0,0.008,0.084,0.082,0.004,0,0.246,0.002,0,0.003,0.011,181.176,579,46.8471,59.8193,341,341,500,0.095
TOUCH,10,6000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37764,0.15735,21978500,10386,1711,0.00712917,50,0,0.015,0,0.001,0.106,0.097,0.017,0,0.28,0,0,0.016,0.009,94.5055,3631,43.4066,378.79,6,6,500,0.115
cTOUCH,10,6000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37369,0.155704,391656,14335,1711,0.00712917,4916,592,0.015,0,0.008,0.088,0.084,0.032,0,0.318,0.002,0,0.029,0.014,81.6993,2235,29.3595,187.756,307,307,500,0.102
dTOUCH,10,6000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38378,0.159908,4469141,19111,1711,0.00712917,4635,50,0.016,0,0.003,0.101,0.092,0.027,0,0.306,0.002,0.001,0.026,0.008,91.9463,971,11.0336,82.7549,13,13,500,0.109
reTOUCH,10,6000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34721,0.144671,374221,10386,1711,0.00712917,4997,996,0.016,0,0.005,0.083,0.079,0.004,0,0.244,0.002,0,0.003,0.011,98.9011,446,44.033,87.1943,365,365,500,0.094
rereTOUCH,10,6000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33181,0.138254,311812,12671,1711,0.00712917,4997,2137,0.015,0,0.007,0.074,0.072,0.004,0,0.219,0.001,0,0.003,0.008,181.319,301,31.4945,40.1799,365,365,500,0.082
TOUCH,10,6500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37151,0.142888,20030100,10386,1711,0.00658077,137,0,0.016,0,0.002,0.097,0.09,0.021,0,0.274,0.002,0,0.02,0.006,92.9293,2929,39.0202,297.256,8,8,500,0.103
cTOUCH,10,6500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33865,0.13025,413338,11672,1711,0.00658077,4962,323,0.018,0,0.009,0.086,0.082,0.035,0,0.335,0,0,0.032,0.016,86.7925,3420,32.7987,274.007,319,319,500,0.102
dTOUCH,10,6500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38547,0.148258,3307656,17494,1711,0.00658077,5264,137,0.02,0,0.003,0.105,0.098,0.028,0,0.327,0,0,0.028,0.007,89.4737,476,11.2566,52.4232,17,17,500,0.112
reTOUCH,10,6500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35109,0.135035,500079,10386,1711,0.00658077,4898,735,0.017,0,0.005,0.085,0.083,0.004,0,0.255,0,0.001,0.003,0.014,98.9899,654,49.1616,102.279,397,397,500,0.099
rereTOUCH,10,6500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34555,0.132904,1574640,12886,1711,0.00658077,4898,908,0.016,0,0.007,0.08,0.076,0.005,0,0.248,0.002,0,0.004,0.014,183.838,771,47.4141,89.307,397,397,500,0.094
TOUCH,10,7000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37503,0.133939,12151600,10386,1711,0.00611071,61,0,0.018,0,0.002,0.095,0.089,0.021,0,0.275,0,0,0.02,0.006,89.6226,1251,37.1604,174.54,12,12,500,0.101
cTOUCH,10,7000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34409,0.122889,240690,11669,1711,0.00611071,6054,156,0.021,0,0.009,0.083,0.078,0.037,0,0.334,0.002,0,0.034,0.015,84.5238,2798,28.5119,229.923,337,337,500,0.098
dTOUCH,10,7000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,39041,0.139432,2379375,18815,1711,0.00611071,5785,61,0.016,0,0.003,0.107,0.098,0.028,0,0.316,0.002,0,0.026,0.008,85.5172,946,18.2966,95.5271,22,22,500,0.115
reTOUCH,10,7000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35715,0.127554,496973,10386,1711,0.00611071,5471,367,0.018,0,0.006,0.088,0.084,0.005,0,0.269,0,0,0.004,0.015,99.0566,599,48.6981,105.943,425,425,500,0.103
rereTOUCH,10,7000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,36769,0.131318,1572162,15368,1711,0.00611071,5471,562,0.015,0,0.008,0.086,0.084,0.006,0,0.264,0.002,0,0.005,0.015,184.906,681,46.8585,70.346,425,425,500,0.101
TOUCH,10,7500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37782,0.12594,29505600,10386,1711,0.00570333,32,0,0.018,0,0.002,0.093,0.086,0.022,0,0.272,0.002,0,0.021,0.006,98.2301,3915,35.115,366.648,3,3,500,0.099
cTOUCH,10,7500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35077,0.116923,251774,13903,1711,0.00570333,6523,165,0.015,0,0.009,0.082,0.078,0.038,0,0.322,0.002,0,0.035,0.015,85.1429,2389,27.4971,196.987,351,351,500,0.097
dTOUCH,10,7500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38518,0.128393,3376937,19137,1711,0.00570333,6409,32,0.022,0,0.003,0.106,0.099,0.034,0,0.345,0.002,0.001,0.032,0.006,91.9075,496,6.83237,42.4918,15,15,500,0.112
reTOUCH,10,7500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35220,0.1174,454767,10386,1711,0.00570333,6113,393,0.022,0,0.006,0.088,0.086,0.006,0,0.279,0,0,0.004,0.016,99.115,667,44.1947,104.594,453,453,500,0.104
rereTOUCH,10,7500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35226,0.11742,1377667,14476,1711,0.00570333,6113,603,0.022,0,0.008,0.082,0.08,0.005,0,0.267,0,0,0.004,0.015,184.071,546,42.3363,57.517,453,453,500,0.097
TOUCH,10,8000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37782,0.118069,31664500,10386,1711,0.00534688,32,0,0.018,0,0.002,0.094,0.088,0.024,0,0.28,0,0,0.023,0.006,98.3333,3953,33.0667,359.342,3,3,500,0.1
cTOUCH,10,8000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33701,0.105316,134806,10451,1711,0.00534688,7045,404,0.016,0,0.009,0.084,0.08,0.041,0,0.33,0.002,0,0.038,0.014,89.5604,3256,25.0055,242.116,365,365,500,0.098
dTOUCH,10,8000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38525,0.120391,3873502,19137,1711,0.00534688,6909,32,0.024,0,0.004,0.108,0.103,0.033,0,0.354,0.004,0,0.032,0.003,94.4444,659,6.56111,51.924,11,11,500,0.111
reTOUCH,10,8000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34654,0.108294,543982,10453,1711,0.00534688,6142,348,0.019,0,0.006,0.087,0.085,0.006,0,0.274,0.002,0,0.004,0.017,97.5,660,45.9167,98.048,481,481,500,0.104
