Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe
TOUCH,5,1500,1500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,1585,0.0704444,1591900,180,58,0.00257778,321,0,0.006,0,0.001,0.009,0.005,0.005,0,0.045,0,0,0.005,0.004,73.913,960,51.2609,196.38,7,7,0,0.013
cTOUCH,5,1500,1500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,1486,0.0660444,2272,215,58,0.00257778,1275,1289,0.004,0,0.002,0.004,0.004,0.013,0,0.05,0,0,0.012,0.001,76.5957,230,9.2766,36.3111,95,95,0,0.005
dTOUCH,5,1500,1500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,1566,0.0696,244300,226,58,0.00257778,1321,321,0.005,0,0.001,0.007,0.006,0.009,0,0.048,0,0,0.008,0.001,82.9268,179,7.39024,28.5502,8,8,50,0.008
reTOUCH,5,1500,1500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,1554,0.0690667,15720,180,58,0.00257778,1347,1156,0.004,0,0.001,0.007,0.007,0.001,0,0.028,0,0,0.001,0.001,95.6522,109,21.6087,22.4591,93,93,0,0.008
rereTOUCH,5,1500,1500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,1482,0.0658667,17743,215,58,0.00257778,1347,1339,0.006,0,0.002,0.005,0.005,0.001,0,0.036,0,0,0.001,0.001,186.957,77,13.6522,17.7767,93,93,0,0.006
TOUCH,5,2000,2000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,2960,0.074,2901800,607,158,0.00395,170,0,0.004,0,0.002,0.013,0.009,0.006,0,0.056,0,0,0.006,0.004,87.0968,1156,59.0323,231.065,5,5,0,0.017
cTOUCH,5,2000,2000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,2471,0.061775,19665,643,158,0.00395,1567,698,0.012,0,0.003,0.008,0.008,0.012,0,0.077,0,0,0.01,0.003,74.1935,847,27.9839,126.757,125,125,0,0.011
dTOUCH,5,2000,2000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,2828,0.0707,767590,798,158,0.00395,1467,170,0.009,0,0.001,0.013,0.009,0.011,0,0.074,0,0,0.01,0.004,82.4561,286,12.4912,47.3061,11,11,50,0.017
reTOUCH,5,2000,2000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,2798,0.06995,98493,607,158,0.00395,1554,678,0.011,0,0.003,0.01,0.008,0.001,0,0.067,0,0,0.001,0.006,96.7742,687,57.0323,118.262,125,125,0,0.016
rereTOUCH,5,2000,2000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,2699,0.067475,53801,784,158,0.00395,1554,1581,0.007,0,0.003,0.01,0.009,0.002,0,0.052,0,0.001,0.001,0.002,174.194,97,27.9032,22.4382,125,125,0,0.012
TOUCH,5,2500,2500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4044,0.064704,4737300,838,262,0.004192,139,0,0.007,0,0.001,0.014,0.01,0.01,0,0.068,0.002,0.001,0.01,0.003,86.8421,1644,62.1316,282.754,6,6,0,0.017
cTOUCH,5,2500,2500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,3470,0.05552,32838,939,262,0.004192,2046,707,0.009,0,0.004,0.012,0.009,0.017,0,0.095,0,0,0.015,0.004,80.2632,1175,29.5658,142.847,153,153,0,0.016
dTOUCH,5,2500,2500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4150,0.0664,869680,1444,262,0.004192,1993,139,0.009,0,0.001,0.015,0.013,0.015,0,0.087,0,0,0.013,0.002,81.9444,207,10.1111,34.8463,14,14,50,0.017
reTOUCH,5,2500,2500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,3613,0.057808,147645,838,262,0.004192,2087,469,0.01,0,0.003,0.013,0.01,0.002,0,0.069,0,0,0.001,0.005,100,1055,64.3158,170.37,153,153,0,0.018
rereTOUCH,5,2500,2500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,3581,0.057296,70296,1079,262,0.004192,2087,1953,0.009,0,0.004,0.01,0.009,0.002,0,0.057,0,0,0.002,0.002,168.421,110,25.2632,19.2889,153,153,0,0.012
TOUCH,5,3000,3000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5213,0.0579222,7711200,1062,276,0.00306667,84,0,0.01,0,0.001,0.018,0.014,0.008,0,0.079,0,0,0.008,0.004,91.4894,2846,62.0426,410.512,5,5,0,0.022
cTOUCH,5,3000,3000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5031,0.0559,44923,1109,276,0.00306667,2509,730,0.012,0,0.005,0.015,0.014,0.019,0,0.116,0.001,0,0.017,0.005,76.9231,1339,30.3407,153.743,183,183,0,0.02
dTOUCH,5,3000,3000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4479,0.0497667,1362180,1521,276,0.00306667,2528,84,0.008,0,0.001,0.019,0.018,0.017,0,0.098,0,0,0.016,0.001,85.0575,223,8.5977,39.197,14,14,50,0.02
reTOUCH,5,3000,3000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4756,0.0528444,134430,1062,276,0.00306667,2578,425,0.008,0,0.004,0.016,0.015,0.003,0,0.08,0,0.001,0.002,0.007,100,1473,63.766,211.641,189,189,0,0.023
rereTOUCH,5,3000,3000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4458,0.0495333,106255,1451,276,0.00306667,2578,2301,0.011,0,0.006,0.011,0.01,0.003,0,0.07,0,0,0.002,0.003,178.723,158,23.8511,24.0686,189,189,0,0.014
TOUCH,5,3500,3500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5665,0.0462449,5434000,958,302,0.00246531,332,0,0.014,0,0.001,0.021,0.018,0.011,0,0.096,0,0,0.01,0.003,85.1852,1561,58.6667,245.126,9,9,0,0.024
cTOUCH,5,3500,3500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5007,0.0408735,33184,995,302,0.00246531,3078,732,0.014,0,0.007,0.015,0.012,0.022,0,0.131,0,0,0.02,0.006,80.1887,1109,30.0943,146.26,213,213,0,0.021
dTOUCH,5,3500,3500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4506,0.0367837,1105126,1317,302,0.00246531,2981,332,0.018,0,0.002,0.019,0.014,0.016,0,0.12,0,0,0.016,0.004,80.2326,831,19.3023,95.7075,18,18,50,0.023
reTOUCH,5,3500,3500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5292,0.0432,235846,958,302,0.00246531,3068,641,0.014,0,0.002,0.019,0.017,0.003,0,0.094,0,0,0.002,0.007,100,1440,60.9444,196.125,217,217,0,0.026
rereTOUCH,5,3500,3500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4691,0.0382939,119241,1173,302,0.00246531,3068,2636,0.015,0,0.005,0.012,0.012,0.003,0,0.08,0.002,0,0.002,0.003,181.481,140,24,23.4683,217,217,0,0.015
TOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6195,0.0387188,15066400,851,305,0.00190625,148,0,0.016,0,0.002,0.022,0.018,0.012,0,0.106,0,0,0.011,0.004,93.5484,3632,62.129,457.731,5,5,0,0.026
cTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5252,0.032825,57997,926,305,0.00190625,3275,1285,0.015,0,0.006,0.016,0.013,0.027,0,0.14,0,0,0.025,0.006,85,1920,28.6667,184.845,241,241,0,0.022
dTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4364,0.027275,2598641,1136,305,0.00190625,3192,148,0.016,0,0.002,0.019,0.018,0.023,0,0.133,0,0,0.021,0.001,90.0826,419,7.61157,43.8235,13,13,50,0.02
reTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5434,0.0339625,287851,851,305,0.00190625,3561,747,0.014,0,0.004,0.019,0.018,0.003,0,0.097,0,0,0.002,0.007,100,1720,59.5484,220.599,249,249,0,0.026
rereTOUCH,5,4000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4733,0.0295812,152699,954,305,0.00190625,3561,3192,0.015,0,0.006,0.012,0.012,0.002,0,0.078,0.001,0,0.002,0.002,185.484,192,20.1129,23.7328,249,249,0,0.014
TOUCH,5,4500,4500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5784,0.028563,18109100,753,305,0.00150617,329,0,0.014,0,0.002,0.022,0.018,0.013,0,0.104,0,0,0.012,0.004,94.1176,3904,61.3382,470.015,5,5,0,0.026
cTOUCH,5,4500,4500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4541,0.0224247,35007,795,305,0.00150617,3997,2418,0.011,0,0.006,0.014,0.013,0.031,0,0.134,0,0,0.029,0.005,83.9416,1608,18.8686,139.211,275,275,0,0.019
dTOUCH,5,4500,4500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4878,0.0240889,2905826,1414,305,0.00150617,3659,329,0.014,0,0.002,0.021,0.019,0.024,0,0.138,0,0,0.023,0.002,91.6031,451,7.52672,44.2471,12,12,50,0.023
reTOUCH,5,4500,4500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5321,0.0262765,282332,753,305,0.00150617,4038,1129,0.019,0,0.005,0.019,0.017,0.003,0,0.111,0,0,0.003,0.007,100,1799,56.3676,219.697,273,273,0,0.026
rereTOUCH,5,4500,4500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5304,0.0261926,160374,1345,305,0.00150617,4038,3581,0.016,0,0.006,0.015,0.013,0.003,0,0.086,0,0,0.002,0.002,188.235,198,20.3088,29.7043,273,273,0,0.017
TOUCH,5,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6504,0.026016,19779600,857,305,0.00122,666,0,0.014,0,0.002,0.023,0.018,0.017,0,0.115,0,0,0.016,0.005,92.1053,3532,57.0263,411,7,7,0,0.028
cTOUCH,5,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5231,0.020924,33533,1010,305,0.00122,4503,2302,0.013,0,0.009,0.016,0.014,0.037,0,0.161,0,0,0.034,0.005,83.0065,2205,20.8824,179.099,307,307,0,0.021
dTOUCH,5,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,4882,0.019528,3137824,1149,305,0.00122,4169,666,0.014,0,0.002,0.021,0.019,0.028,0,0.146,0,0,0.026,0.002,90.7143,442,7.09286,43.1082,14,14,50,0.023
reTOUCH,5,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5949,0.023796,234062,857,305,0.00122,4549,1351,0.016,0,0.005,0.022,0.019,0.004,0,0.108,0,0,0.003,0.006,100,2054,53.9474,236.389,305,305,0,0.028
rereTOUCH,5,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5199,0.020796,203395,1103,305,0.00122,4549,3362,0.014,0.001,0.008,0.013,0.013,0.004,0,0.087,0,0,0.003,0.004,188.158,165,27.4868,10.958,305,305,0,0.017
TOUCH,5,5500,5500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7719,0.0255174,26366500,934,332,0.00109752,695,0,0.016,0,0.002,0.029,0.022,0.017,0,0.132,0,0,0.016,0.006,96.4706,4786,56.5294,516.031,4,4,0,0.035
cTOUCH,5,5500,5500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6281,0.0207636,359630,1091,332,0.00109752,4637,1226,0.02,0,0.009,0.024,0.021,0.037,0,0.198,0.002,0,0.033,0.008,86.9048,4017,30.5774,310.549,337,337,0,0.032
dTOUCH,5,5500,5500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5318,0.0175802,3716278,1304,332,0.00109752,4564,695,0.022,0,0.003,0.022,0.02,0.029,0,0.169,0,0,0.028,0.002,92.9936,537,6.66879,46.5776,12,12,50,0.024
reTOUCH,5,5500,5500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6906,0.0228298,349647,934,332,0.00109752,4852,1040,0.02,0,0.006,0.026,0.024,0.003,0,0.13,0.001,0,0.002,0.008,97.6471,1938,60.0941,216.263,341,341,0,0.034
rereTOUCH,5,5500,5500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5375,0.0177686,282666,1192,332,0.00109752,4852,2809,0.017,0,0.008,0.015,0.012,0.004,0,0.101,0,0,0.003,0.005,177.647,272,39.2824,7.16956,341,341,0,0.02
TOUCH,5,6000,6000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,8482,0.0235611,27823700,941,335,0.000930556,849,0,0.019,0,0.003,0.029,0.024,0.016,0,0.138,0,0,0.015,0.005,92.3077,4602,56.6044,480.86,8,8,0,0.034
cTOUCH,5,6000,6000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6760,0.0187778,227492,1085,335,0.000930556,4862,1299,0.02,0,0.011,0.024,0.018,0.039,0,0.205,0,0,0.036,0.008,87.3626,4102,32.0824,305.775,365,365,0,0.032
dTOUCH,5,6000,6000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5555,0.0154306,3410232,1317,335,0.000930556,4904,849,0.02,0,0.003,0.026,0.025,0.032,0,0.179,0,0,0.03,0.001,87.1166,386,9.98773,50.779,22,22,50,0.027
reTOUCH,5,6000,6000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6958,0.0193278,293292,941,335,0.000930556,5086,2132,0.018,0,0.007,0.025,0.02,0.005,0,0.125,0,0,0.004,0.007,98.9011,550,52.5495,100.272,365,365,0,0.032
rereTOUCH,5,6000,6000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5944,0.0165111,272536,1058,335,0.000930556,5086,3999,0.018,0,0.008,0.019,0.018,0.004,0,0.109,0,0,0.003,0.004,179.121,187,32.033,23.0317,365,365,0,0.023
TOUCH,5,6500,6500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,8414,0.0199148,26345600,987,348,0.000823669,1014,0,0.02,0,0.003,0.03,0.024,0.019,0,0.148,0,0,0.019,0.006,91.9192,3849,55.4141,392.942,9,9,0,0.036
cTOUCH,5,6500,6500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7271,0.0172095,347808,1244,348,0.000823669,5467,2046,0.023,0,0.011,0.024,0.02,0.043,0,0.222,0,0,0.04,0.008,88.8325,3082,27.8528,231.327,395,395,0,0.032
dTOUCH,5,6500,6500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6527,0.0154485,4769325,1314,348,0.000823669,5360,1014,0.021,0,0.003,0.027,0.023,0.032,0,0.182,0,0,0.03,0.003,89.2216,711,12.8802,66.2128,19,19,50,0.03
reTOUCH,5,6500,6500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7569,0.0179148,428006,987,348,0.000823669,5110,2209,0.022,0,0.007,0.028,0.023,0.004,0,0.142,0,0,0.003,0.009,96.9697,649,57.3838,109.415,397,397,0,0.037
rereTOUCH,5,6500,6500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6482,0.015342,1526987,1257,348,0.000823669,5110,2529,0.019,0,0.01,0.02,0.018,0.004,0,0.125,0,0,0.003,0.008,180.808,629,54.1515,59.6944,397,397,0,0.028
TOUCH,5,7000,7000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,8861,0.0180837,19802500,1016,363,0.000740816,1027,0,0.021,0,0.003,0.036,0.028,0.021,0,0.165,0,0,0.02,0.008,85.8491,2138,56.3491,266.914,16,16,0,0.044
cTOUCH,5,7000,7000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7311,0.0149204,154060,1206,363,0.000740816,5683,1934,0.021,0,0.012,0.026,0.022,0.046,0,0.232,0,0,0.042,0.009,85.3774,2854,30.1085,217.35,425,425,0,0.035
dTOUCH,5,7000,7000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6281,0.0128184,5146950,1172,363,0.000740816,5673,1027,0.022,0,0.003,0.031,0.025,0.03,0,0.192,0,0,0.029,0.006,83.3333,1252,20.1012,119.256,29,29,50,0.037
reTOUCH,5,7000,7000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7657,0.0156265,402026,1101,363,0.000740816,5743,1887,0.021,0,0.007,0.029,0.023,0.005,0,0.15,0,0,0.003,0.012,96.2264,697,60.0943,118.157,425,425,0,0.041
rereTOUCH,5,7000,7000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5623,0.0114755,1421409,1203,363,0.000740816,5743,2161,0.025,0,0.011,0.018,0.017,0.004,0,0.136,0,0,0.003,0.008,179.245,417,57.5094,8.27903,425,425,0,0.026
TOUCH,5,7500,7500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,9935,0.0176622,48305400,1129,416,0.000739556,866,0,0.023,0,0.004,0.039,0.028,0.022,0,0.178,0,0,0.022,0.011,96.4602,6384,58.708,597.901,5,5,0,0.05
cTOUCH,5,7500,7500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,8338,0.0148231,359377,1495,416,0.000739556,6462,2194,0.022,0,0.013,0.029,0.022,0.05,0,0.25,0,0,0.046,0.01,85.3982,2234,28.0708,170.701,453,453,0,0.039
dTOUCH,5,7500,7500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6926,0.0123129,7866058,1501,416,0.000739556,6176,866,0.022,0,0.003,0.029,0.027,0.042,0,0.214,0,0,0.04,0.002,94.3128,911,7.48815,67.2007,13,13,50,0.031
reTOUCH,5,7500,7500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,8798,0.0156409,434759,1129,416,0.000739556,6377,1931,0.022,0,0.008,0.033,0.031,0.005,0,0.158,0,0,0.004,0.01,97.3451,828,59.2212,127.097,453,453,0,0.043
rereTOUCH,5,7500,7500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7604,0.0135182,1204880,1468,416,0.000739556,6377,2233,0.022,0,0.012,0.023,0.021,0.005,0,0.146,0,0,0.004,0.01,177.876,318,56.5487,-nan,453,453,0,0.033
TOUCH,5,8000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,9935,0.0155234,54950600,1129,416,0.00065,967,0,0.022,0,0.004,0.035,0.028,0.025,0,0.175,0,0,0.024,0.007,97.5,6795,58.6083,617.844,4,4,0,0.042
cTOUCH,5,8000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7128,0.0111375,944262,1109,416,0.00065,6913,2096,0.023,0,0.014,0.031,0.027,0.055,0,0.269,0,0,0.051,0.01,86.722,2183,29.0083,193.105,483,483,0,0.041
dTOUCH,5,8000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6618,0.0103406,8653214,1373,416,0.00065,6602,967,0.027,0,0.004,0.03,0.027,0.044,0,0.234,0,0,0.043,0.003,95.5357,959,7.07589,66.2838,11,11,50,0.033
reTOUCH,5,8000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,8163,0.0127547,577793,1129,416,0.00065,6380,2451,0.022,0,0.009,0.032,0.028,0.005,0,0.161,0,0,0.004,0.011,95.8333,649,59.7417,117.88,481,481,0,0.043
rereTOUCH,5,8000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7173,0.0112078,1372270,1401,416,0.00065,6380,2671,0.022,0,0.013,0.023,0.023,0.005,0,0.152,0.002,0,0.004,0.01,180,732,57.9083,53.6775,481,481,0,0.033
TOUCH,5,8500,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,10540,0.0145882,59699500,1072,416,0.000575779,1097,0,0.025,0,0.004,0.041,0.033,0.025,0,0.192,0,0,0.023,0.008,96.9466,7309,56.5115,636.112,5,5,0,0.049
