Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
cTOUCH:BU(Case4),15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,52593,0.210372,1307100,13365,4182,0.016728,4452,2316,0.004,0,0.002,0.115,0,0.034,0.156,0.001,0,0.033,0.002,0,42.4837,1771,10.5621,103.124,307,307,1,0.117,6,0,88,24,119,61,256,0,0,0,0,0,188,193,345,110,1771,77,0,0,0,0,17.0651,16.3638,16.6909,16.3584,17.3481,0,0,0,0,0,16.4387,16.3279,16.3196,16.2975,16.3231,16.2774,0,0,0,0,1.83659,1.25875,1.07563,1.28142,1.56519,0,0,0,0,0,0.979693,1.06617,0.976989,0.86379,0.878039,0.904542,0,0,0,0
dTOUCH:BU(Case4),15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,51905,0.20762,3858047,13373,4182,0.016728,4160,548,0.005,0,0.088,0.113,0,0.028,0.146,0,0,0.027,0.008,0,17.7419,323,38.6855,56.2086,91,91,1,0.121,5,5,5000,0,0,0,0,0,0,0,0,0,225,1,115,228,271,0,0,0,0,0,17.3229,0,0,0,0,0,0,0,0,0,16.3661,0,16.5712,16.4376,16.2782,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,0.94227,0,0.61825,0.964694,0.882946,0,0,0,0,0
reTOUCH:BU(Case4),15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,52415,0.20966,21696428,12052,4182,0.016728,121,548,0.006,0,0.001,0.119,0,0.016,0.142,0.001,0,0.016,0.007,0,46.7105,3760,61.3882,390.427,305,305,1,0.126,5,0,0,0,1264,848,2767,0,0,0,0,0,13,0,7,672,3760,0,0,0,0,0,0,0,17.3965,16.8743,17.4194,0,0,0,0,0,16.4816,0,16.9116,16.4493,16.3414,0,0,0,0,0,0,0,1.81419,1.48103,1.92018,0,0,0,0,0,1.04683,0,0.825314,1.02476,0.996647,0,0,0,0,0
rereTOUCH:BU(Case4),15,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,52602,0.210408,20488150,12066,4182,0.016728,121,558,0.006,0,0.001,0.117,0,0.016,0.14,0,0,0.015,0.008,0,48.6842,3505,61.3224,378.229,305,305,1,0.125,5,0,0,0,1264,848,2767,0,0,0,0,0,0,0,0,937,3505,0,0,0,0,0,0,0,17.3965,16.8743,17.4194,0,0,0,0,0,0,0,0,16.3866,16.3513,0,0,0,0,0,0,0,1.81419,1.48103,1.92018,0,0,0,0,0,0,0,0,1.01053,0.999866,0,0,0,0,0
TOUCH:TD(Case1),25,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,608755,2.43502,21064300,351553,16608,0.066432,0,504,0.005,0,0.001,1.228,1.208,0.016,1.251,0.004,0,0.016,0.015,0,47.3684,3891,62.4737,318.273,54,54,1,1.243,5,0,5000,0,0,0,0,0,0,0,0,0,1,0,12,592,3891,0,0,0,0,0,27.3229,0,0,0,0,0,0,0,0,0,26.7988,0,26.4753,26.427,26.3443,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,0.56243,0,0.910704,0.931319,1.01025,0,0,0,0,0
SGrid:TD(Case1),25,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,0,0,1000000,505497,2.02199,0,285130,16608,0.066432,0,0,0.007,0,0.018,0.989,0,0,1.019,0.004,0,0,0,0,0,0,0,0,1,1,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBSM:TD(Case1),25,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,0,0,1000000,7287811,29.1512,0,1799843,16608,0.066432,0,0,0.011,0,0.075,14.886,0,0,15.007,0.035,0,0,0,0,0,0,0,0,1,1,0,14.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH:BU(Case4),25,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,188354,0.753416,1624695,53489,16608,0.066432,4436,1834,0.012,0,0.002,0.382,0,0.031,0.429,0.003,0,0.03,0.003,0,43.4641,1979,12.1895,116.521,307,307,1,0.385,6,0,71,11,111,62,309,0,0,0,0,0,135,177,479,170,1979,226,0,0,0,0,27.0169,26.4384,27.0008,26.5318,27.254,0,0,0,0,0,26.5025,26.4747,26.1643,26.3044,26.3325,26.3179,0,0,0,0,1.65617,1.05983,1.77953,1.52971,1.48895,0,0,0,0,0,0.980024,1.03937,0.78074,0.881002,0.93447,0.92723,0,0,0,0
dTOUCH:BU(Case4),25,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,192396,0.769584,5174668,51423,16608,0.066432,4010,504,0.012,0,0.34,0.39,0,0.027,0.431,0.002,0,0.027,0.004,0.001,17.4603,657,39.7937,72.8267,92,92,1,0.394,5,5,5000,0,0,0,0,0,0,0,0,0,104,6,61,162,657,0,0,0,0,0,27.3229,0,0,0,0,0,0,0,0,0,26.3638,0,26.4593,26.398,26.3174,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,0.818698,0,0.794976,0.865768,0.925637,0,0,0,0,0
reTOUCH:BU(Case4),25,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,197229,0.788916,22167131,50628,16608,0.066432,66,504,0.006,0,0.001,0.409,0,0.016,0.432,0.001,0,0.016,0.006,0,47.3684,3891,62.0395,400.762,305,305,1,0.415,5,0,0,0,1256,846,2832,0,0,0,0,0,1,0,12,592,3891,0,0,0,0,0,0,0,27.4055,26.8412,27.4262,0,0,0,0,0,26.7988,0,26.4753,26.427,26.3443,0,0,0,0,0,0,0,1.81529,1.45224,1.91938,0,0,0,0,0,0.56243,0,0.910704,0.931319,1.01025,0,0,0,0,0
rereTOUCH:BU(Case4),25,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,202119,0.808476,20980106,51897,16608,0.066432,66,505,0.007,0,0.002,0.409,0,0.014,0.432,0.002,0,0.014,0.007,0,48.6842,3541,62.0329,383.639,305,305,1,0.416,5,0,0,0,1256,846,2832,0,0,0,0,0,0,0,0,954,3541,0,0,0,0,0,0,0,27.4055,26.8412,27.4262,0,0,0,0,0,0,0,0,26.3838,26.348,0,0,0,0,0,0,0,1.81529,1.45224,1.91938,0,0,0,0,0,0,0,0,1.00542,0.998869,0,0,0,0,0
TOUCH:TD(Case1),35,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,2146066,8.58426,21750900,1472762,39507,0.158028,0,404,0.005,0,0.001,4.04,3.998,0.017,4.063,0.016,0,0.017,0.025,0,47.3684,4069,63.1316,331.656,54,54,1,4.065,5,0,5000,0,0,0,0,0,0,0,0,0,1,0,8,518,4069,0,0,0,0,0,37.3229,0,0,0,0,0,0,0,0,0,36.6726,0,36.5001,36.4284,36.3345,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,0.43283,0,0.793745,0.931179,1.00632,0,0,0,0,0
SGrid:TD(Case1),35,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,0,0,1000000,1781418,7.12567,0,1203956,39507,0.158028,0,0,0.005,0,0.03,3.346,0,0,3.398,0.016,0,0,0,0,0,0,0,0,1,1,0,3.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBSM:TD(Case1),35,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,0,0,1000000,31345121,125.38,0,9463679,39507,0.158028,0,0,0.005,0,0.181,64.28,0,0,64.701,0.233,0,0,0,0,0,0,0,0,1,1,0,64.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH:BU(Case4),35,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,386381,1.54552,1919430,124679,39507,0.158028,4378,1601,0.012,0,0.002,0.782,0,0.033,0.831,0.002,0,0.032,0.004,0.001,43.7908,2039,13.1405,121.103,307,307,1,0.786,6,0,34,78,94,80,336,0,0,0,0,0,124,214,429,235,2039,358,0,0,0,0,38.635,37.05,37.1289,36.713,37.2057,0,0,0,0,0,36.4831,36.4896,36.1997,36.2015,36.3226,36.3469,0,0,0,0,2.51357,2.33467,1.82087,1.73206,1.45818,0,0,0,0,0,0.932977,1.01415,0.784085,0.784847,0.930462,0.947075,0,0,0,0
dTOUCH:BU(Case4),35,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,387770,1.55108,5556685,122490,39507,0.158028,3975,404,0.006,0,0.707,0.821,0,0.028,0.856,0.004,0,0.028,0.01,0,17.1875,744,40.2188,78.0964,93,93,1,0.831,5,5,5000,0,0,0,0,0,0,0,0,0,51,0,103,127,744,0,0,0,0,0,37.3229,0,0,0,0,0,0,0,0,0,36.3589,0,36.4545,36.3858,36.2749,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,0.604543,0,0.748269,0.861974,0.948012,0,0,0,0,0
reTOUCH:BU(Case4),35,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,425489,1.70196,22858716,133079,39507,0.158028,24,404,0.005,0,0.002,0.916,0,0.016,0.939,0.005,0,0.016,0.006,0,47.3684,4069,62.9737,415.078,305,305,1,0.922,5,0,0,0,1230,823,2923,0,0,0,0,0,1,0,8,518,4069,0,0,0,0,0,0,0,37.3973,36.8794,37.4134,0,0,0,0,0,36.6726,0,36.5001,36.4284,36.3345,0,0,0,0,0,0,0,1.83435,1.4883,1.90254,0,0,0,0,0,0.43283,0,0.793745,0.931179,1.00632,0,0,0,0,0
rereTOUCH:BU(Case4),35,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,418825,1.6753,21682746,122962,39507,0.158028,24,404,0.006,0,0.001,0.884,0,0.017,0.908,0.003,0,0.016,0.005,0,48.6842,3631,62.9737,393.017,305,305,1,0.889,5,0,0,0,1230,823,2923,0,0,0,0,0,0,0,0,965,3631,0,0,0,0,0,0,0,37.3973,36.8794,37.4134,0,0,0,0,0,0,0,0,36.3826,36.3356,0,0,0,0,0,0,0,1.83435,1.4883,1.90254,0,0,0,0,0,0,0,0,1.0028,0.996724,0,0,0,0,0
TOUCH:TD(Case1),45,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,5461880,21.8475,22863000,4091619,71965,0.28786,0,235,0.007,0,0,10.56,10.467,0.014,10.581,0.05,0,0.013,0.04,0,47.3684,4351,64.2434,353.285,54,54,1,10.6,5,0,5000,0,0,0,0,0,0,0,0,0,1,0,4,409,4351,0,0,0,0,0,47.3229,0,0,0,0,0,0,0,0,0,46.9301,0,46.7071,46.4411,46.3207,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,0.4251,0,0.825943,0.928202,0.999903,0,0,0,0,0
SGrid:TD(Case1),45,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,0,0,1000000,4532221,18.1289,0,3361941,71965,0.28786,0,0,0.008,0,0.041,8.708,0,0,8.807,0.044,0,0,0,0,0,0,0,0,1,1,0,8.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBSM:TD(Case1),45,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,0,0,1000000,75433980,301.736,0,25123132,71965,0.28786,0,0,0.007,0,0.287,154.999,0,0,155.959,0.662,0,0,0,0,0,0,0,0,1,1,0,154.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH:BU(Case4),45,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,646683,2.58673,2491856,193879,71965,0.28786,4225,1419,0.006,0,0.003,1.33,0,0.032,1.372,0.01,0,0.031,0.002,0,43.4641,2119,14.2353,127.688,307,307,1,1.332,6,0,15,71,259,105,325,0,0,0,0,0,130,159,372,291,2119,510,0,0,0,0,48.9751,46.6207,47.9103,46.5959,47.2173,0,0,0,0,0,46.4101,46.5707,46.2425,46.1206,46.3246,46.3348,0,0,0,0,3.0143,1.34056,2.18446,1.57544,1.46981,0,0,0,0,0,0.903394,0.991974,0.81951,0.741357,0.931359,0.940088,0,0,0,0
dTOUCH:BU(Case4),45,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,677472,2.70989,4612912,228356,71965,0.28786,3921,235,0.005,0,1.215,1.414,0,0.03,1.45,0.006,0,0.029,0.003,0,17.4242,401,40.6288,64.3357,94,94,1,1.417,5,5,5000,0,0,0,0,0,0,0,0,0,68,0,500,119,392,0,0,0,0,0,47.3229,0,0,0,0,0,0,0,0,0,46.3426,0,46.5188,46.4314,46.3008,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,-nan,0,0.65568,0.913382,0.978223,0,0,0,0,0
reTOUCH:BU(Case4),45,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,681808,2.72723,23799895,197025,71965,0.28786,4,235,0.005,0,0.002,1.425,0,0.017,1.449,0.009,0,0.017,0.005,0,47.3684,4351,64.2171,436.232,305,305,1,1.43,5,0,0,0,1213,759,3024,0,0,0,0,0,1,0,4,409,4351,0,0,0,0,0,0,0,47.3783,46.9697,47.3888,0,0,0,0,0,46.9301,0,46.7071,46.4411,46.3207,0,0,0,0,0,0,0,1.83738,1.57325,1.88533,0,0,0,0,0,0.4251,0,0.825943,0.928202,0.999903,0,0,0,0,0
rereTOUCH:BU(Case4),45,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,705762,2.82305,22628117,212739,71965,0.28786,4,235,0.005,0,0.002,1.477,0,0.017,1.502,0.008,0,0.016,0.006,0,48.6842,3794,64.2171,406.882,305,305,1,1.483,5,0,0,0,1213,759,3024,0,0,0,0,0,0,0,0,971,3794,0,0,0,0,0,0,0,47.3783,46.9697,47.3888,0,0,0,0,0,0,0,0,46.38,46.319,0,0,0,0,0,0,0,1.83738,1.57325,1.88533,0,0,0,0,0,0,0,0,0.999759,0.992644,0,0,0,0,0
TOUCH:TD(Case1),55,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,11991147,47.9646,23528200,9416978,111508,0.446032,0,131,0.008,0,0,23.123,22.947,0.013,23.144,0.115,0,0.012,0.056,0,48.0263,4515,64.9276,366.07,53,53,1,23.179,5,0,5000,0,0,0,0,0,0,0,0,0,1,0,0,353,4515,0,0,0,0,0,57.3229,0,0,0,0,0,0,0,0,0,57.7051,0,0,56.4476,56.3144,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,0.834521,0,0,0.940164,0.996223,0,0,0,0,0
SGrid:TD(Case1),55,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,0,0,1000000,10008249,40.033,0,7794486,111508,0.446032,0,0,0.007,0,0.058,19.122,0,0,19.288,0.095,0,0,0,0,0,0,0,0,1,1,0,19.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBSM:TD(Case1),55,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,0,0,1000000,185136642,740.547,0,65878080,111508,0.446032,0,0,0.009,0,0.542,367.478,0,0,370.076,2.038,0,0,0,0,0,0,0,0,1,1,0,367.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH:BU(Case4),55,5000,5000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,10,1099705,4.39882,3294661,361291,111508,0.446032,3998,1309,0.005,0,0.002,2.18,0,0.03,2.218,0.014,0,0.029,0.003,0.001,43.7908,2200,15.3366,134.782,307,307,1,2.183,6,0,15,52,433,135,344,23,0,0,0,0,117,112,327,335,2200,600,0,0,0,0,58.858,56.7466,57.9199,56.502,57.2012,56.2079,0,0,0,0,56.4893,56.5853,56.3502,56.0814,56.3244,56.3367,0,0,0,0,3.13967,1.51607,2.06116,1.57969,1.45851,0.904459,0,0,0,0,1.06579,1.07154,0.906552,0.717628,0.924355,0.932802,0,0,0,0
