Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
dTOUCH,5,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,130,0.00144444,6815571,0,0,0,49,191,0.006,0,0,0.005,0.002,0.015,0,0.061,0,0.001,0.014,0.003,75.9036,2780,40.5904,303.029,21,21
reTOUCH,5,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,31,0.000344444,301410,0,0,0,359,204,0.007,0,0.002,0.003,0,0.005,0,0.047,0,0,0.004,0.005,10.6383,131,115.681,-nan,95,95
TOUCH,5,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,213,0.00133125,10856500,0,0,0,255,0,0.008,0,0.001,0.009,0.004,0.011,0,0.061,0,0,0.011,0,72.5806,1726,60.4032,271.854,18,18
cTOUCH,5,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,126,0.0007875,933866,0,0,0,32,252,0.005,0,0.038,0.007,0.003,0.022,0,0.158,0.001,0,0.019,0.006,42.5,2592,64.3,247.395,241,241
dTOUCH,5,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,213,0.00133125,10829036,0,0,0,78,255,0.003,0,0.001,0.009,0.005,0.016,0,0.064,0,0,0.015,0.004,78.4483,1958,36.6379,228.778,26,26
reTOUCH,5,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,57,0.00035625,401276,0,0,0,490,274,0.004,0,0.002,0.005,0.002,0.004,0,0.044,0,0,0.003,0.007,3.22581,149,116.71,-nan,125,125
TOUCH,5,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,306,0.001224,20443100,0,0,0,314,0,0.006,0,0.001,0.012,0.007,0.012,0,0.065,0,0,0.011,0,76.3158,3873,61.6579,442.013,19,19
cTOUCH,5,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,205,0.00082,7817879,0,0,0,24,314,0.005,0,0.031,0.008,0.001,0.027,0,0.159,0,0.001,0.025,0.007,61.4379,3741,63.1503,422.338,307,307
dTOUCH,5,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,302,0.001208,16837566,0,0,0,5,314,0.005,0,0.001,0.011,0.006,0.02,0,0.082,0,0,0.019,0.005,82.6389,2469,36.3472,268.888,26,26
reTOUCH,5,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,89,0.000356,553900,0,0,0,456,340,0.005,0,0.003,0.007,0.005,0.004,0,0.059,0,0,0.004,0.009,0,177,121.105,-nan,153,153
TOUCH,5,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,416,0.00115556,22916600,0,2,5.55556e-06,373,0,0.006,0,0.001,0.014,0.006,0.015,0,0.073,0,0,0.014,0,73.6264,2779,61.8352,335.738,25,25
cTOUCH,5,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,279,0.000775,1873465,0,2,5.55556e-06,46,371,0.006,0,0.066,0.009,0.006,0.032,0,0.244,0,0,0.029,0.009,58.2418,3493,63.6429,331.507,365,365
dTOUCH,5,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,428,0.00118889,26365535,0,2,5.55556e-06,20,373,0.007,0,0.002,0.014,0.008,0.027,0,0.106,0,0,0.026,0.006,81.8713,4304,37.345,342.174,32,32
reTOUCH,5,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,110,0.000305556,696328,0,2,5.55556e-06,453,403,0.006,0,0.004,0.009,0.006,0.005,0,0.07,0,0,0.004,0.01,2.1978,202,122.462,-nan,183,183
TOUCH,5,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,580,0.00118367,33350700,0,4,8.16327e-06,427,0,0.007,0,0.001,0.019,0.013,0.018,0,0.092,0,0,0.016,0,63.2075,4228,62.0094,417.254,40,40
cTOUCH,5,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,379,0.000773469,2302059,0,4,8.16327e-06,123,425,0.006,0,0.085,0.011,0.006,0.038,0,0.302,0,0,0.034,0.01,48.1132,3299,63.4528,281.071,425,425
dTOUCH,5,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,609,0.00124286,42339227,0,4,8.16327e-06,14,427,0.006,0,0.001,0.013,0.005,0.031,0,0.113,0,0,0.029,0.007,83.5,6863,37.15,483.966,34,34
reTOUCH,5,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,155,0.000316327,1088497,0,4,8.16327e-06,474,454,0.007,0,0.005,0.01,0.003,0.006,0,0.082,0,0,0.005,0.011,2.83019,234,123.321,-nan,213,213
TOUCH,5,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,758,0.00118438,39118000,0,5,7.8125e-06,499,0,0.009,0,0.001,0.019,0.011,0.021,0,0.102,0,0,0.02,0,71.6667,4027,62.5083,395.819,35,35
cTOUCH,5,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,456,0.0007125,5989146,0,5,7.8125e-06,0,491,0.008,0,0.259,0.014,0.006,0.051,0,0.689,0,0.001,0.046,0.011,56.4315,6314,64.3527,478.889,483,483
dTOUCH,5,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,768,0.0012,42514990,0,5,7.8125e-06,89,499,0.01,0,0.001,0.017,0.009,0.036,0,0.14,0,0.001,0.034,0.008,81.6964,5434,38.3125,383.045,42,42
reTOUCH,5,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,203,0.000317187,1604473,0,5,7.8125e-06,393,523,0.011,0,0.006,0.014,0.007,0.007,0,0.104,0.001,0,0.006,0.013,14.1667,278,125.7,40.1832,241,241
TOUCH,20,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,783,0.0783,568300,0,0,0,61,0,0.001,0,0,0.014,0.005,0.003,0,0.038,0,0,0.002,0,35.2941,406,55.2353,97.261,12,12
cTOUCH,20,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,43,0.0043,414933,0,0,0,0,60,0.003,0,0.002,0.002,0.001,0.008,0,0.043,0,0,0.008,0.006,67.7419,930,62.5806,189.906,63,63
dTOUCH,20,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,818,0.0818,350986,0,0,0,124,61,0.001,0,0.001,0.014,0.005,0.002,0,0.038,0,0,0.002,0.009,34.6154,318,50.0385,74.7079,18,18
reTOUCH,20,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,34,0.0034,103800,0,0,0,50,62,0.002,0,0.001,0.002,0,0.001,0,0.04,0,0,0,0.013,29.4118,105,111.059,-nan,35,35
TOUCH,20,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3107,0.077675,3069400,0,2,5e-05,117,0,0.006,0,0,0.023,0.008,0.006,0,0.075,0,0,0.006,0,80.6452,1291,60.7419,243.423,7,7
cTOUCH,20,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,176,0.0044,179213,0,2,5e-05,4,117,0.006,0,0.005,0.003,0.002,0.01,0,0.072,0,0,0.009,0.012,48.3871,1236,62.5645,176.971,125,125
dTOUCH,20,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2906,0.07265,3589002,0,2,5e-05,18,117,0.005,0,0.001,0.021,0.008,0.01,0,0.079,0,0,0.009,0.013,86.8852,1955,33.4754,248.129,9,9
reTOUCH,20,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,138,0.00345,336251,0,2,5e-05,44,123,0.005,0,0.001,0.005,0.004,0.002,0,0.064,0,0,0.002,0.018,16.129,242,123.645,-nan,63,63
TOUCH,20,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6663,0.0740333,5562100,0,3,3.33333e-05,170,0,0.007,0,0.001,0.033,0.015,0.011,0,0.106,0,0,0.011,0,63.8298,1372,60.2128,211.958,18,18
cTOUCH,20,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,380,0.00422222,1383397,0,3,3.33333e-05,0,169,0.008,0,0.017,0.006,0.002,0.015,0,0.129,0,0,0.014,0.017,69.2308,3461,64.0769,369.442,183,183
dTOUCH,20,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6397,0.0710778,7048900,0,3,3.33333e-05,65,170,0.007,0,0,0.037,0.014,0.011,0,0.116,0,0,0.011,0.023,74.1176,2800,38.6941,301.575,23,23
reTOUCH,20,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,288,0.0032,947229,0,3,3.33333e-05,41,172,0.006,0,0.002,0.005,0.003,0.004,0,0.1,0,0,0.003,0.032,110.638,354,123.128,120.783,95,95
TOUCH,20,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,11820,0.073875,11255000,0,6,3.75e-05,228,0,0.004,0,0,0.048,0.024,0.009,0,0.124,0,0,0.008,0,74.1935,1818,60.8387,282.49,17,17
cTOUCH,20,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,718,0.0044875,1372755,0,6,3.75e-05,5,225,0.005,0,0.039,0.01,0.004,0.021,0,0.194,0,0,0.018,0.022,46.6667,2834,64.75,274.385,241,241
dTOUCH,20,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,11681,0.0730062,11400636,0,6,3.75e-05,12,228,0.004,0,0.001,0.055,0.024,0.015,0,0.156,0,0,0.015,0.029,81.1966,2261,36.3333,250.754,23,23
reTOUCH,20,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,486,0.0030375,1199199,0,6,3.75e-05,52,229,0.004,0,0.004,0.009,0.005,0.007,0,0.134,0,0,0.006,0.042,109.677,475,124.5,127.533,125,125
TOUCH,20,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,18380,0.07352,20945300,0,8,3.2e-05,280,0,0.008,0,0.001,0.073,0.03,0.015,0,0.194,0.002,0,0.014,0,75,3957,62.1053,451.789,20,20
cTOUCH,20,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1117,0.004468,8474381,0,8,3.2e-05,7,279,0.009,0,0.032,0.011,0.007,0.028,0,0.216,0,0,0.025,0.027,63.3987,3932,63.4902,440.763,307,307
dTOUCH,20,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,18293,0.073172,20313245,0,8,3.2e-05,11,280,0.009,0,0.001,0.063,0.029,0.02,0,0.194,0,0,0.02,0.033,86.3946,3829,35.0612,325.462,21,21
reTOUCH,20,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,775,0.0031,1689178,0,8,3.2e-05,29,285,0.008,0,0.002,0.009,0.005,0.003,0,0.139,0,0,0.002,0.045,121.053,592,127.447,135.741,153,153
TOUCH,20,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,26573,0.0738139,24182400,0,15,4.16667e-05,332,0,0.01,0,0.001,0.087,0.04,0.014,0,0.227,0,0,0.013,0,73.6264,3052,62.2857,355.064,25,25
cTOUCH,20,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1671,0.00464167,2225973,0,15,4.16667e-05,13,330,0.01,0,0.069,0.012,0.008,0.033,0,0.308,0,0,0.029,0.03,61.5385,3465,64.0495,321.753,365,365
dTOUCH,20,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,26036,0.0723222,28280304,0,15,4.16667e-05,0,332,0.01,0,0.002,0.078,0.034,0.027,0,0.243,0.001,0,0.026,0.043,87.2093,4591,36.6512,362.851,23,23
reTOUCH,20,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1093,0.00303611,2388518,0,15,4.16667e-05,21,337,0.005,0,0.005,0.012,0.009,0.007,0,0.171,0,0,0.004,0.054,126.374,699,127.934,160.451,183,183
TOUCH,20,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,35964,0.0733959,35359000,0,21,4.28571e-05,378,0,0.007,0,0.001,0.11,0.063,0.017,0,0.272,0,0,0.016,0,63.2075,4544,62.4717,446.546,40,40
cTOUCH,20,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2159,0.00440612,3412268,0,21,4.28571e-05,16,375,0.014,0,0.091,0.015,0.008,0.038,0,0.389,0,0,0.034,0.036,54.2453,3395,64.1934,298.008,425,425
dTOUCH,20,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,35293,0.0720265,43939220,0,21,4.28571e-05,9,378,0.014,0,0.001,0.104,0.042,0.031,0,0.31,0,0,0.029,0.06,84.3137,6940,35.8333,484.619,33,33
reTOUCH,20,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1481,0.00302245,4634079,0,21,4.28571e-05,35,382,0.012,0,0.004,0.016,0.009,0.005,0,0.202,0,0,0.004,0.063,135.849,875,128.142,217.164,213,213
TOUCH,20,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,46713,0.0729891,41752400,0,27,4.21875e-05,435,0,0.014,0,0.002,0.111,0.066,0.018,0,0.29,0,0,0.017,0,70,4404,63.0417,424.668,37,37
cTOUCH,20,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2790,0.00435938,8140410,0,27,4.21875e-05,0,432,0.012,0,0.265,0.017,0.007,0.043,0,0.762,0,0,0.039,0.043,64.7303,6317,64.5975,494.604,483,483
dTOUCH,20,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,45859,0.0716547,47177695,0,27,4.21875e-05,45,435,0.011,0,0.001,0.126,0.059,0.037,0,0.36,0,0,0.034,0.067,84.5815,5966,37.2467,410.551,36,36
reTOUCH,20,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1955,0.00305469,7380974,0,27,4.21875e-05,14,442,0.015,0,0.004,0.013,0.007,0.006,0,0.232,0,0,0.005,0.076,165.833,978,129.533,275.95,241,241
TOUCH,35,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7896,0.7896,607400,0,1,0.0001,55,0,0.002,0,0,0.031,0.016,0.006,0,0.081,0,0,0.005,0,29.4118,440,55.5882,105.122,13,13
cTOUCH,35,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,108,0.0108,358133,0,1,0.0001,0,55,0.003,0,0.002,0.003,0.002,0.006,0,0.07,0,0,0.006,0.019,61.2903,954,62.7419,192.84,63,63
dTOUCH,35,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7776,0.7776,553090,0,1,0.0001,16,55,0.002,0,0,0.04,0.015,0.006,0,0.102,0.002,0,0.004,0.024,42.3077,734,52.4615,142.844,16,16
reTOUCH,35,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,111,0.0111,115986,0,1,0.0001,23,56,0.001,0,0.001,0.003,0.001,0.001,0,0.068,0,0,0.001,0.027,23.5294,190,113,-nan,35,35
TOUCH,35,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,31271,0.781775,3167800,0,4,0.0001,100,0,0.002,0,0,0.076,0.038,0.004,0,0.164,0,0,0.004,0,83.871,1360,61.2903,252.309,6,6
cTOUCH,35,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,501,0.012525,239273,0,4,0.0001,3,99,0.002,0,0.004,0.003,0.002,0.009,0,0.108,0,0,0.007,0.034,50,1223,62.871,180.11,125,125
dTOUCH,35,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,30118,0.75295,3371205,0,4,0.0001,7,100,0.002,0,0,0.083,0.036,0.009,0,0.192,0,0,0.008,0.046,80.3279,1720,33.5082,219.269,13,13
reTOUCH,35,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,409,0.010225,597639,0,4,0.0001,7,100,0.002,0,0.001,0.003,0.003,0.001,0,0.138,0,0,0,0.061,112.903,337,125.581,108.8,63,63
TOUCH,35,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,69136,0.768178,5840700,0,9,0.0001,147,0,0.004,0,0,0.132,0.08,0.007,0,0.288,0,0.001,0.006,0,63.8298,1431,60.7021,221.092,18,18
cTOUCH,35,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1148,0.0127556,1015502,0,9,0.0001,0,147,0.003,0,0.018,0.006,0.003,0.015,0,0.182,0,0,0.013,0.048,68.1319,3360,64.3187,358.068,183,183
dTOUCH,35,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,66725,0.741389,7435224,0,9,0.0001,11,147,0.005,0,0,0.154,0.066,0.014,0,0.352,0,0,0.012,0.088,79.0698,2876,38.2907,308.049,19,19
reTOUCH,35,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,894,0.00993333,982587,0,9,0.0001,11,147,0.004,0,0.002,0.008,0.006,0.003,0,0.215,0,0,0.002,0.089,129.787,633,124.298,150.991,95,95
TOUCH,35,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,124148,0.775925,11626800,0,16,0.0001,198,0,0.004,0,0.001,0.2,0.122,0.008,0,0.426,0,0,0.008,0,72.5806,1902,61.3226,292.83,18,18
cTOUCH,35,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2083,0.0130188,1537462,0,16,0.0001,0,198,0.004,0,0.04,0.012,0.008,0.019,0,0.262,0,0,0.017,0.055,49.1667,3053,65.0167,298.875,241,241
dTOUCH,35,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,119626,0.747663,11883260,0,16,0.0001,7,198,0.004,0,0.001,0.213,0.117,0.017,0,0.476,0,0,0.017,0.095,80.3419,2242,36.0256,253.347,24,24
reTOUCH,35,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1664,0.0104,2365400,0,16,0.0001,1,198,0.004,0,0.002,0.01,0.004,0.003,0,0.271,0,0,0.002,0.116,132.258,789,125.823,195.781,125,125
TOUCH,35,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,193626,0.774504,21393800,0,20,8e-05,244,0,0.007,0,0.001,0.294,0.178,0.011,0,0.626,0,0,0.01,0,78.9474,4042,62.5789,461.571,17,17
cTOUCH,35,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3274,0.013096,8838723,0,20,8e-05,0,244,0.005,0,0.03,0.013,0.009,0.026,0,0.294,0,0,0.023,0.073,64.7059,4047,63.7647,449.808,307,307
dTOUCH,35,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,184765,0.73906,17742736,0,20,8e-05,0,244,0.006,0,0.001,0.279,0.158,0.02,0,0.619,0,0,0.019,0.121,87.1622,2615,34.5541,273.097,20,20
reTOUCH,35,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2672,0.010688,4672148,0,20,8e-05,0,247,0.005,0,0.003,0.01,0.004,0.003,0,0.336,0,0,0.002,0.146,165.789,899,128.329,268.119,153,153
TOUCH,35,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,278184,0.772733,25355800,0,29,8.05556e-05,288,0,0.007,0,0.001,0.412,0.249,0.015,0,0.871,0,0,0.014,0,74.7253,3306,62.7692,374.574,24,24
cTOUCH,35,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4666,0.0129611,2929710,0,29,8.05556e-05,3,288,0.013,0,0.076,0.019,0.013,0.034,0,0.436,0,0,0.03,0.075,61.5385,3434,64.3352,327.7,365,365
dTOUCH,35,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,264735,0.735375,32803600,0,29,8.05556e-05,0,288,0.008,0,0.001,0.381,0.211,0.025,0,0.84,0,0,0.024,0.17,89.7727,5955,35.4091,447.529,19,19
reTOUCH,35,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3725,0.0103472,5456532,0,29,8.05556e-05,0,290,0.009,0,0.002,0.013,0.007,0.007,0,0.428,0,0,0.006,0.182,170.33,942,128.681,277.179,183,183
TOUCH,35,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,376358,0.768078,37149900,0,42,8.57143e-05,325,0,0.016,0,0.002,0.471,0.32,0.018,0,1.017,0,0,0.017,0,67.9245,4836,62.9717,473.476,35,35
cTOUCH,35,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6358,0.0129755,4840589,0,42,8.57143e-05,2,324,0.011,0,0.107,0.023,0.014,0.038,0,0.536,0,0,0.034,0.088,53.7736,3503,64.5,313.405,425,425
dTOUCH,35,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,360886,0.736502,42650436,0,42,8.57143e-05,7,325,0.013,0,0.002,0.468,0.272,0.033,0,1.044,0.002,0,0.029,0.195,84.878,6351,35.1707,444.122,32,32
reTOUCH,35,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,5078,0.0103633,6032920,0,42,8.57143e-05,1,324,0.014,0,0.005,0.019,0.01,0.008,0,0.54,0,0,0.007,0.221,172.642,1337,129.009,294.9,213,213
TOUCH,35,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,488784,0.763725,44278000,0,52,8.125e-05,374,0,0.014,0,0.001,0.557,0.386,0.021,0,1.189,0,0,0.02,0,72.5,4763,63.55,453.226,34,34
