Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
dTOUCH,20,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,828749,1.69132,4945920,0,276,0.000563265,5553,801,0.019,0,0.004,1.859,1.832,0.039,0,3.86,0.002,0,0.036,0.025,91.2791,841,19.686,107.731,16,16
reTOUCH,20,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,15412,0.0314531,2145633,0,276,0.000563265,4873,1039,0.022,0,0.008,0.05,0.044,0.006,0,0.199,0,0,0.005,0.012,173.585,1418,76.3019,214.441,319,319
TOUCH,20,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,485761,0.759002,56538000,0,313,0.000489063,858,0,0.026,0,0.005,1.118,1.092,0.024,0,2.348,0,0,0.023,0,97.5,7038,59.5167,639.766,4,4
cTOUCH,20,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,581328,0.908325,1480370,0,313,0.000489063,6693,1462,0.035,0,0.015,1.302,1.291,0.056,0,2.831,0,0,0.052,0.006,87.1369,2345,32.5519,222.588,483,483
dTOUCH,20,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,909398,1.42093,12243120,0,313,0.000489063,5924,858,0.025,0,0.005,1.997,1.971,0.048,0,4.174,0.002,0,0.046,0.025,96.4912,1677,9.18421,111.332,9,9
reTOUCH,20,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,15109,0.0236078,2302758,0,311,0.000485937,5695,1484,0.025,0,0.009,0.051,0.04,0.007,0,0.212,0,0,0.006,0.013,172.5,1536,73.5083,216.026,361,361
TOUCH,35,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2564564,10.2583,21750900,0,457,0.001828,404,0,0.017,0,0.003,5.62,5.583,0.015,0,11.312,0.002,0,0.015,0,94.7368,4069,60.4737,466.612,5,5
cTOUCH,35,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,334272,1.33709,185723,0,457,0.001828,4394,1601,0.012,0,0.009,0.746,0.745,0.035,0,1.612,0,0,0.033,0.003,83.6601,2387,26.1765,196.063,307,307
dTOUCH,35,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6428907,25.7156,4028917,0,457,0.001828,3994,404,0.012,0,0.003,14.405,14.371,0.031,0,28.918,0.006,0,0.03,0.031,95.2381,791,6.90476,65.8914,8,8
reTOUCH,35,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,33280,0.13312,1835822,0,457,0.001828,3947,944,0.018,0,0.009,0.097,0.093,0.007,0,0.297,0,0,0.005,0.017,181.579,1189,67.2237,191.723,229,229
TOUCH,35,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3641532,10.1154,29155900,0,513,0.001425,552,0,0.015,0,0.004,8.147,8.103,0.018,0,16.37,0.002,0,0.017,0,92.3077,4807,59.8681,502.316,8,8
cTOUCH,35,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,677388,1.88163,1386447,0,513,0.001425,4415,508,0.015,0,0.011,1.493,1.489,0.042,0,3.132,0,0,0.038,0.005,86.8132,5206,38.8846,386.933,365,365
dTOUCH,35,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,11817045,32.8251,3461274,0,513,0.001425,4367,552,0.019,0,0.003,26.087,26.014,0.035,0,52.306,0.008,0,0.033,0.069,90.9639,397,13.4639,60.4877,16,16
reTOUCH,35,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,45295,0.125819,2021429,0,513,0.001425,4491,931,0.02,0,0.007,0.123,0.118,0.005,0,0.344,0,0,0.004,0.016,179.121,1447,72.2857,221.078,274,274
TOUCH,35,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4139208,8.44736,28192200,0,553,0.00112857,675,0,0.019,0,0.004,9.393,9.345,0.024,0,18.882,0.002,0,0.023,0,92.4528,3317,59.6698,351.651,9,9
cTOUCH,35,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,700292,1.42917,1030775,0,553,0.00112857,4997,1144,0.019,0,0.014,1.57,1.561,0.05,0,3.32,0.002,0,0.046,0.005,85.3774,3696,37.0708,269.893,425,425
dTOUCH,35,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,9690766,19.7771,5942540,0,553,0.00112857,5154,675,0.018,0,0.004,21.937,21.867,0.036,0,44.006,0.006,0,0.035,0.067,90.6077,951,18.5856,105.2,18,18
reTOUCH,35,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,51376,0.104849,3537149,0,553,0.00112857,4472,840,0.019,0,0.009,0.136,0.129,0.007,0,0.404,0,0,0.005,0.031,180.189,2373,81.9623,282.325,319,319
TOUCH,35,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4512186,7.05029,57894800,0,624,0.000975,744,0,0.031,0,0.006,10.361,10.267,0.046,0,20.888,0.004,0,0.044,0,97.5,7232,60.4667,657.415,4,4
cTOUCH,35,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,867197,1.355,2233037,0,624,0.000975,6186,970,0.024,0,0.018,1.955,1.948,0.061,0,4.132,0,0,0.057,0.008,86.722,2643,36.6971,244.986,483,483
dTOUCH,35,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,11054987,17.2734,13371504,0,624,0.000975,5535,744,0.021,0,0.005,23.782,23.714,0.049,0,47.736,0.008,0,0.047,0.064,94.3723,1774,10.7143,117.565,14,14
reTOUCH,35,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,55303,0.0864109,5549380,0,624,0.000975,5229,989,0.023,0,0.01,0.146,0.141,0.008,0,0.434,0,0,0.006,0.029,180.833,2531,81.5167,292.107,361,361
TOUCH,50,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,11065223,44.2609,23224400,0,674,0.002696,180,0,0.012,0,0.003,24.184,24.109,0.014,0,48.428,0.006,0,0.014,0,94.7368,4442,63.4211,507.397,5,5
cTOUCH,50,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,450422,1.80169,301353,0,674,0.002696,4129,1373,0.013,0,0.01,1.015,1.013,0.035,0,2.152,0,0,0.032,0.003,81.0458,2496,29.3987,208.103,307,307
dTOUCH,50,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,29274453,117.098,4868003,0,674,0.002696,3875,180,0.013,0,0.003,64.112,64.042,0.03,0,128.331,0.018,0,0.028,0.061,96.0265,959,7.4702,78.097,7,7
reTOUCH,50,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,69917,0.279668,2140028,0,674,0.002696,3895,785,0.016,0,0.005,0.191,0.184,0.004,0,0.482,0,0.001,0.003,0.024,181.579,1247,70,200.683,229,229
TOUCH,50,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,16505967,45.8499,29692300,0,757,0.00210278,481,0,0.016,0,0.004,36.391,36.304,0.018,0,72.859,0.008,0,0.017,0,94.5055,4890,60.6484,510.414,6,6
cTOUCH,50,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,911582,2.53217,1735191,0,757,0.00210278,4220,260,0.016,0,0.013,2.094,2.09,0.042,0,4.345,0,0,0.039,0.006,90.1099,5644,41.3187,419.916,365,365
dTOUCH,50,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,59843844,166.233,5079580,0,757,0.00210278,4228,481,0.015,0,0.003,131.659,131.496,0.032,0,263.435,0.028,0,0.03,0.149,94.012,998,14.1497,89.7137,11,11
reTOUCH,50,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,95573,0.265481,3099617,0,703,0.00195278,4337,634,0.015,0,0.007,0.234,0.228,0.005,0,0.576,0,0,0.004,0.026,184.615,2201,77.2418,294.169,274,274
TOUCH,50,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,19036783,38.8506,32530700,0,810,0.00165306,563,0,0.019,0,0.004,45.881,45.781,0.023,0,91.854,0.008,0,0.022,0,93.3962,4014,60.7264,409.29,8,8
cTOUCH,50,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1016557,2.07461,2223623,0,810,0.00165306,4520,660,0.022,0,0.014,2.227,2.22,0.049,0,4.638,0.002,0,0.045,0.006,84.434,4272,41.6038,309.489,425,425
dTOUCH,50,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,49187882,100.383,8764578,0,810,0.00165306,4445,563,0.019,0,0.003,109.768,109.615,0.037,0,219.67,0.018,0,0.035,0.144,91.9786,993,19.6684,119.99,16,16
reTOUCH,50,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,112337,0.229259,6663464,0,787,0.00160612,4059,732,0.019,0,0.008,0.272,0.269,0.006,0,0.698,0,0,0.004,0.043,184.906,3190,86.8774,350.943,319,319
TOUCH,50,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,20981135,32.783,59091300,0,916,0.00143125,576,0,0.022,0,0.005,45.403,45.284,0.025,0,90.915,0.01,0,0.024,0,97.5,7381,61.8667,670.95,4,4
cTOUCH,50,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1230601,1.92281,3492203,0,916,0.00143125,5427,747,0.026,0,0.016,2.69,2.683,0.06,0,5.6,0,0,0.056,0.008,87.5519,3190,40.7718,267.25,483,483
dTOUCH,50,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,55735045,87.086,16084160,0,916,0.00143125,5089,576,0.033,0,0.004,121.581,121.409,0.047,0,243.351,0.024,0,0.045,0.16,94.8276,2003,12.6681,133.289,13,13
reTOUCH,50,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,121410,0.189703,10046396,0,893,0.00139531,4818,718,0.026,0,0.011,0.296,0.287,0.007,0,0.79,0.002,0,0.006,0.053,185,3499,87.2,375.552,361,361
TOUCH,65,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,33622165,134.489,23873600,0,944,0.003776,79,0,0.019,0,0.003,74.001,73.853,0.015,0,148.079,0.018,0,0.014,0,97.3684,4603,64.75,525.283,3,3
cTOUCH,65,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,597090,2.38836,496935,0,944,0.003776,3802,1139,0.02,0,0.009,1.276,1.274,0.034,0,2.692,0.002,0,0.031,0.005,85.6209,2556,33.0654,218.961,307,307
dTOUCH,65,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,82093221,328.373,4502058,0,944,0.003776,3718,79,0.019,0,0.003,180.297,180.172,0.03,0,360.715,0.04,0,0.029,0.105,94.0789,787,8.43421,67.5466,10,10
reTOUCH,65,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,117842,0.471368,2211377,0,944,0.003776,3727,635,0.018,0,0.006,0.268,0.264,0.004,0,0.673,0,0,0.003,0.038,181.579,1631,74.1842,236.39,229,229
TOUCH,65,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,52373393,145.482,30131300,0,1058,0.00293889,338,0,0.02,0,0.003,114.377,114.205,0.018,0,228.839,0.018,0,0.017,0,94.5055,4967,62.2198,518.84,6,6
cTOUCH,65,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1176481,3.268,2009670,0,1058,0.00293889,3856,151,0.018,0,0.014,2.549,2.54,0.044,0,5.266,0,0,0.041,0.007,91.7582,5325,43.9176,403.037,365,365
dTOUCH,65,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,197837935,549.55,5372328,0,1058,0.00293889,4095,338,0.024,0,0.003,434.773,434.457,0.031,0,869.678,0.072,0,0.03,0.279,94.012,850,15.4551,85.9288,11,11
reTOUCH,65,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,155003,0.430564,4432578,0,994,0.00276111,4038,579,0.015,0,0.007,0.358,0.357,0.005,0,0.853,0,0,0.004,0.041,189.011,2669,81.1319,331.184,274,274
TOUCH,65,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,60643425,123.762,36290700,0,1130,0.00230612,369,0,0.017,0,0.003,132.967,132.775,0.023,0,266.02,0.02,0,0.021,0,94.3396,4624,62.5566,460.44,7,7
cTOUCH,65,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1451084,2.9614,3204042,0,1130,0.00230612,4135,430,0.022,0,0.015,3.172,3.162,0.048,0,6.536,0.002,0,0.044,0.008,86.3208,4571,44.5047,331.147,425,425
dTOUCH,65,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,153886084,314.053,13086620,0,1130,0.00230612,3945,369,0.017,0,0.004,348.612,348.283,0.041,0,697.37,0.052,0,0.039,0.303,91.3265,1842,19.7755,145.574,18,18
reTOUCH,65,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,184737,0.377014,9408740,0,1066,0.00217551,3574,646,0.018,0,0.008,0.422,0.415,0.006,0,1.056,0,0,0.004,0.073,188.679,3494,92.2642,395.277,319,319
TOUCH,65,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,66610330,104.079,60581300,0,1287,0.00201094,395,0,0.021,0,0.004,148.171,147.921,0.027,0,296.446,0.024,0,0.026,0,97.5,7566,63.375,687.769,4,4
cTOUCH,65,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1766412,2.76002,4918735,0,1287,0.00201094,4944,629,0.02,0,0.016,3.905,3.891,0.06,0,8.02,0,0.001,0.055,0.007,87.9668,3564,43.2656,294.368,483,483
dTOUCH,65,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,182729192,285.514,13584815,0,1287,0.00201094,4566,395,0.027,0,0.005,429.58,429.278,0.049,0,859.349,0.066,0,0.046,0.268,94.0426,1387,14.6979,114.887,15,15
reTOUCH,65,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,201321,0.314564,15446261,0,1223,0.00191094,4363,531,0.027,0,0.011,0.461,0.452,0.006,0,1.193,0,0,0.005,0.091,188.333,3606,92.55,416.097,361,361
TOUCH,80,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,81060010,324.24,24079800,0,1229,0.004916,58,0,0.018,0,0.003,176.047,175.772,0.015,0,352.168,0.036,0,0.015,0,97.3684,4668,65.0263,532.422,3,3
cTOUCH,80,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,835356,3.34142,618045,0,1229,0.004916,3578,1073,0.013,0,0.011,1.845,1.84,0.034,0,3.816,0.002,0,0.032,0.004,84.9673,2509,34.9608,218.888,307,307
dTOUCH,80,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,190731330,762.925,5475140,0,1229,0.004916,3519,58,0.014,0,0.003,412.92,412.705,0.032,0,825.952,0.084,0,0.03,0.173,94.7368,941,9.74342,81.4041,9,9
reTOUCH,80,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,180558,0.722232,3996116,0,1229,0.004916,3514,511,0.012,0,0.005,0.408,0.4,0.004,0,0.99,0,0,0.002,0.065,184.211,1923,78.6184,273.614,229,229
