Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
rereTOUCH,50,2500,2500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,499444,7.9911,1120691,54605,65339,1.04542,1708,153,0.013,0,0.003,1.079,1.072,0.002,0,2.233,0.031,0.001,0.001,0.001,178.947,794,82.6053,119.343,153,153
TOUCH,50,3000,3000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,12624428,140.271,7996700,10593213,74692,0.829911,11,0,0.009,0,0.001,24.569,24.071,0.009,0,49.178,0.85,0,0.008,0.072,91.4894,2953,63.5957,426.037,5,5
cTOUCH,50,3000,3000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,509495,5.66106,486641,34851,74692,0.829911,2369,31,0.014,0,0.005,1.116,1.115,0.021,0,2.36,0.035,0,0.02,0.002,85.7143,1325,39.5604,193.111,183,183
dTOUCH,50,3000,3000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,649158,7.21287,2019400,21239,74692,0.829911,2406,11,0.007,0,0.001,1.439,1.422,0.022,0,2.949,0.03,0,0.021,0,92.3913,501,9.15217,57.2399,8,8
reTOUCH,50,3000,3000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,699213,7.76903,895206,45720,74692,0.829911,2304,52,0.008,0,0.005,1.504,1.502,0.003,0,3.09,0.04,0,0.002,0.003,100,1092,77.5319,187.865,189,189
rereTOUCH,50,3000,3000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,683169,7.59077,818382,41801,74692,0.829911,2304,1407,0.012,0,0.005,1.49,1.488,0.005,0,3.063,0.031,0,0.004,0.001,182.979,893,48.7021,139.952,189,189
TOUCH,50,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,13478961,110.032,8762000,11160105,85022,0.694057,36,0,0.01,0,0.002,25.87,25.329,0.014,0,51.792,0.934,0,0.014,0.072,88.8889,2455,64.1481,337.728,7,7
cTOUCH,50,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,652047,5.32283,581662,42795,85022,0.694057,2808,207,0.011,0.001,0.006,1.413,1.412,0.026,0,2.961,0.039,0,0.024,0.003,83.9623,1750,37.5943,201.582,213,213
dTOUCH,50,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,803352,6.55798,2119700,23074,85022,0.694057,2923,36,0.013,0,0.002,1.758,1.735,0.022,0,3.601,0.039,0,0.021,0,90.099,522,10.4455,57.552,11,11
reTOUCH,50,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,730087,5.95989,774096,51525,85022,0.694057,2911,201,0.015,0,0.003,1.609,1.606,0.003,0,3.311,0.04,0,0.002,0.003,100,968,72,185.703,217,217
rereTOUCH,50,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,622227,5.0794,694836,41184,85022,0.694057,2911,1719,0.012,0,0.006,1.355,1.353,0.002,0,2.786,0.029,0,0.001,0.001,187.037,708,43.8889,94.453,217,217
TOUCH,50,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,12715008,79.4688,15622800,10134466,90942,0.568388,15,0,0.011,0,0.002,24.818,24.302,0.013,0,49.688,0.879,0,0.013,0.074,95.1613,3777,64.2742,475.927,4,4
cTOUCH,50,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1058056,6.61285,631587,65835,90942,0.568388,2858,196,0.014,0,0.007,2.261,2.257,0.028,0,4.682,0.05,0,0.026,0.003,86.6667,2697,41.2167,259.724,241,241
dTOUCH,50,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,967448,6.04655,3113311,34898,90942,0.568388,2999,15,0.012,0,0.002,2.141,2.114,0.027,0,4.374,0.043,0,0.027,0.002,92.623,643,9.09016,61.1089,10,10
reTOUCH,50,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1044431,6.52769,1571721,87449,90942,0.568388,2907,221,0.01,0,0.006,2.271,2.268,0.003,0,4.635,0.044,0,0.002,0.004,100,1040,78.5806,198.133,249,249
rereTOUCH,50,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1035474,6.47171,2096804,83909,90942,0.568388,2907,389,0.022,0,0.006,2.237,2.233,0.003,0,4.587,0.039,0,0.002,0.004,187.097,911,75.871,109.46,249,249
TOUCH,50,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,11630735,57.4357,19647900,9177135,90942,0.449096,43,0,0.018,0,0.002,22.577,22.103,0.013,0,45.222,0.802,0,0.012,0.07,95.5882,4260,65.5441,512.839,4,4
cTOUCH,50,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,968616,4.78329,868261,45930,90942,0.449096,3435,348,0.014,0,0.008,2.102,2.096,0.03,0,4.365,0.042,0,0.027,0.004,85.4015,2505,38.0803,235.441,275,275
dTOUCH,50,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,975785,4.81869,5176797,25034,90942,0.449096,2990,43,0.014,0,0.003,2.122,2.097,0.024,0,4.341,0.042,0,0.024,0,93.3333,847,12.1037,83.1448,10,10
reTOUCH,50,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,848191,4.1886,1622913,48279,90942,0.449096,3432,481,0.014,0,0.006,1.826,1.822,0.003,0,3.749,0.041,0,0.002,0.003,100,1199,74.8088,200.144,273,273
rereTOUCH,50,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,865724,4.27518,1853877,47961,90942,0.449096,3432,817,0.013,0,0.007,1.867,1.864,0.004,0,3.831,0.039,0,0.003,0.003,188.235,1174,69.8676,137.426,273,273
TOUCH,50,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,11065223,44.2609,23224400,8670298,90942,0.363768,180,0,0.017,0,0.002,21.862,21.43,0.014,0,43.79,0.709,0,0.013,0.075,94.7368,4442,63.4211,507.397,5,5
cTOUCH,50,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,804682,3.21873,360975,38071,90942,0.363768,4111,1367,0.016,0,0.009,1.743,1.743,0.035,0,3.661,0.042,0,0.032,0.004,81.6993,2493,29.5556,208.74,307,307
dTOUCH,50,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1116347,4.46539,3153105,29293,90942,0.363768,3939,180,0.014,0,0.003,2.506,2.484,0.03,0,5.121,0.04,0,0.028,0,91.8919,473,8.06757,52.4048,13,13
reTOUCH,50,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,893774,3.5751,2140028,40938,90942,0.363768,3895,785,0.014,0,0.007,1.943,1.94,0.004,0,3.991,0.039,0,0.003,0.005,100,1247,70,200.683,305,305
rereTOUCH,50,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,962096,3.84838,3097308,42356,90942,0.363768,3895,898,0.021,0,0.008,2.109,2.108,0.004,0,4.34,0.042,0,0.003,0.004,189.474,1220,68.5132,135.212,305,305
TOUCH,50,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,14590550,48.2332,27562500,11046723,123008,0.406638,481,0,0.018,0,0.002,29.006,28.428,0.016,0,58.086,1,0,0.015,0.075,97.6471,5004,59.0471,539.541,3,3
cTOUCH,50,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1649791,5.45385,469941,63196,123008,0.406638,3949,249,0.025,0,0.009,3.554,3.548,0.041,0,7.354,0.074,0,0.038,0.004,89.881,5841,40.4881,450.221,337,337
dTOUCH,50,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1793402,5.9286,6519655,36330,123008,0.406638,4124,481,0.02,0,0.002,3.947,3.91,0.036,0,8.028,0.061,0.001,0.034,0.002,95.625,1145,9.35,91.0002,8,8
reTOUCH,50,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1389923,4.59479,2916949,61762,123008,0.406638,4085,518,0.025,0.001,0.006,3.011,3.006,0.004,0,6.162,0.057,0,0.003,0.004,98.8235,1465,75.2588,232.899,341,341
rereTOUCH,50,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1514971,5.00817,3916446,39272,123008,0.406638,4085,671,0.021,0,0.011,3.324,3.319,0.005,0,6.779,0.043,0,0.004,0.004,189.412,1116,73.4588,149.776,341,341
TOUCH,50,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,16505967,45.8499,29692300,12407239,139542,0.387617,481,0,0.02,0,0.002,32.703,32.052,0.018,0,65.488,1.128,0,0.018,0.084,94.5055,4890,60.6484,510.414,6,6
cTOUCH,50,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1756992,4.88053,1922251,74155,139542,0.387617,4220,260,0.024,0,0.011,3.821,3.816,0.043,0,7.892,0.077,0,0.04,0.005,89.011,5649,41.3187,419.87,365,365
dTOUCH,50,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2079094,5.77526,7738000,45347,139542,0.387617,4085,481,0.019,0,0.003,4.578,4.536,0.034,0,9.286,0.07,0,0.034,0.002,93.4132,1065,14.8144,96.3158,12,12
reTOUCH,50,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1488250,4.13403,3099617,72583,139542,0.387617,4337,634,0.02,0,0.006,3.225,3.223,0.004,0,6.598,0.071,0,0.003,0.005,98.9011,2201,77.2418,294.169,365,365
rereTOUCH,50,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1553254,4.31459,3812428,67843,139542,0.387617,4337,705,0.019,0,0.01,3.47,3.467,0.005,0,7.083,0.06,0.001,0.004,0.004,186.813,1722,76.4615,183.798,365,365
TOUCH,50,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,17616513,41.6959,34596800,13215263,149442,0.353709,572,0,0.018,0,0.003,35.287,34.606,0.023,0,70.662,1.185,0,0.022,0.084,93.9394,5246,59.8788,526.161,7,7
cTOUCH,50,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1878176,4.44539,746878,75792,149442,0.353709,4554,897,0.019,0,0.012,4.046,4.04,0.048,0,8.351,0.081,0,0.043,0.006,84.7716,4853,38.3198,348.783,395,395
dTOUCH,50,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2454541,5.80956,7102775,99193,149442,0.353709,4576,572,0.025,0,0.003,5.391,5.344,0.039,0,10.935,0.077,0,0.038,0.001,92.3913,989,12.9185,84.5749,15,15
reTOUCH,50,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1811328,4.28717,4779962,76885,149442,0.353709,3730,730,0.019,0,0.007,3.855,3.851,0.006,0,7.88,0.083,0,0.004,0.005,97.9798,2628,86.2626,302.939,397,397
rereTOUCH,50,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1914609,4.53162,4994067,63260,149442,0.353709,3730,737,0.021,0,0.012,4.149,4.145,0.005,0,8.457,0.06,0,0.004,0.007,186.869,1990,86.1919,244.74,397,397
TOUCH,50,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,19036783,38.8506,32530700,14277459,161899,0.330406,563,0,0.019,0,0.003,37.308,36.559,0.021,0,74.704,1.308,0,0.02,0.091,93.3962,4014,60.7264,409.29,8,8
cTOUCH,50,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2125362,4.33747,1984472,73608,161899,0.330406,4356,655,0.021,0,0.015,4.576,4.574,0.051,0,9.428,0.077,0,0.048,0.008,84.9057,5308,42.4009,372.006,425,425
dTOUCH,50,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2702007,5.5143,11287932,99629,161899,0.330406,4539,563,0.024,0,0.003,5.885,5.839,0.04,0,11.925,0.074,0,0.04,0.004,89.7959,1372,15.648,106.965,21,21
reTOUCH,50,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1909741,3.89743,6663464,89083,161899,0.330406,4059,732,0.022,0,0.008,4.098,4.094,0.006,0,8.375,0.085,0,0.005,0.006,99.0566,3190,86.8774,350.943,425,425
rereTOUCH,50,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1967182,4.01466,6436861,97893,161899,0.330406,4059,823,0.021,0,0.012,4.624,4.62,0.005,0,9.41,0.067,0,0.004,0.006,187.736,1283,86.0189,142.914,425,425
TOUCH,50,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,19972229,35.5062,51063100,14982909,168915,0.300293,563,0,0.021,0,0.003,39.053,38.215,0.027,0,78.21,1.443,0,0.027,0.112,96.4602,6787,61.3894,635.572,5,5
cTOUCH,50,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1700296,3.02275,1696790,80857,168915,0.300293,5446,922,0.022,0,0.016,3.639,3.624,0.05,0,7.547,0.074,0,0.046,0.006,83.1858,3552,38.1947,257.497,453,453
dTOUCH,50,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3418518,6.07737,13367435,96677,168915,0.300293,4977,563,0.023,0,0.005,7.325,7.27,0.044,0,14.818,0.092,0,0.042,0.001,93.4884,1697,12.907,118.924,15,15
reTOUCH,50,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1963649,3.49093,8191197,91710,168915,0.300293,4388,743,0.022,0,0.008,4.169,4.162,0.007,0,8.514,0.081,0.001,0.006,0.006,99.115,3542,87.3363,375.057,453,453
rereTOUCH,50,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2178242,3.87243,6593211,93149,168915,0.300293,4388,822,0.029,0,0.015,4.777,4.773,0.005,0,9.739,0.068,0,0.004,0.007,184.956,1136,86.6372,143.228,453,453
TOUCH,50,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,20981135,32.783,59091300,15700691,177762,0.277753,576,0,0.024,0,0.004,41.364,40.494,0.025,0,82.836,1.505,0,0.024,0.112,97.5,7381,61.8667,670.95,4,4
cTOUCH,50,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2363291,3.69264,3483335,97110,177762,0.277753,5421,752,0.025,0,0.016,5.179,5.169,0.059,0,10.67,0.09,0,0.055,0.007,86.722,3240,40.7759,268.617,483,483
dTOUCH,50,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3688416,5.76315,14633977,89779,177762,0.277753,5224,576,0.024,0,0.005,7.964,7.902,0.053,0,16.116,0.097,0,0.051,0.002,93.9394,1651,12.8701,115.472,15,15
reTOUCH,50,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2012749,3.14492,10046396,94274,177762,0.277753,4818,718,0.024,0,0.01,4.377,4.37,0.006,0,8.946,0.087,0,0.004,0.007,99.1667,3499,87.2,375.552,481,481
rereTOUCH,50,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2104504,3.28829,9835381,102235,177762,0.277753,4818,829,0.029,0,0.013,4.588,4.579,0.007,0,9.374,0.077,0,0.005,0.007,186.667,1976,86.275,218.917,481,481
TOUCH,50,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,21502798,29.7617,65441000,16032316,183738,0.254309,394,0,0.023,0,0.004,42.351,41.438,0.027,0,84.811,1.577,0,0.026,0.12,97.7099,7936,61.8779,690.714,4,4
cTOUCH,50,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2530897,3.50297,3359356,87975,183738,0.254309,5992,760,0.026,0,0.016,5.521,5.51,0.06,0,11.351,0.081,0,0.056,0.007,84.0467,2895,39.8755,276.925,515,515
dTOUCH,50,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4004415,5.54244,20978661,76097,183738,0.254309,5549,394,0.025,0,0.004,8.872,8.811,0.057,0,17.94,0.097,0,0.053,0.001,95.5466,2133,13.6842,140.053,12,12
