Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
TOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1452,0.001452,74968500,927,41,4.1e-05,1318,0,0.025,0,0.005,0.267,0.163,0.031,0,0.657,0,0,0.029,0,96.732,5611,56.7451,491.059,6,6
cTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,919371,0.919371,1855401,0,41,4.1e-05,8216,2114,0.028,0,0.018,2.04,2.032,0.07,0,4.328,0.002,0,0.064,0.007,89.0728,4399,32.0199,305.751,605,605
dTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1031,0.001031,9341400,50,41,4.1e-05,8050,1318,0.03,0,0.005,0.016,0.013,0.057,0,0.246,0,0,0.055,0.003,93.2624,715,8.26596,55.4028,20,20
reTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,96715,0.096715,254960,0,41,4.1e-05,8654,3589,0.03,0,0.011,0.227,0.224,0.008,0,0.566,0,0,0.007,0.005,140.523,746,50.6993,84.5874,613,613
rereTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,110710,0.11071,219625,0,41,4.1e-05,8654,7357,0.031,0,0.014,0.267,0.265,0.008,0,0.65,0.001,0,0.006,0.003,168.627,192,26.0719,6.70733,613,613
TOUCH,4,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,26460,0.0735,27755200,21783,210,0.000583333,862,0,0.017,0,0.003,0.769,0.388,0.017,0,1.614,0,0,0.016,0,92.3077,4590,56.4615,479.6,8,8
cTOUCH,4,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,554206,1.53946,388425,20,210,0.000583333,4864,1337,0.017,0,0.009,2.341,2.335,0.04,0,4.823,0,0.001,0.038,0.003,87.9121,4348,31.8626,323.434,365,365
dTOUCH,4,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3936,0.0109333,3662516,1021,210,0.000583333,4917,862,0.039,0,0.007,0.064,0.052,0.086,0,0.43,0,0,0.082,0.009,90.7975,424,9.92025,52.2582,16,16
reTOUCH,4,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,98585,0.273847,261112,20,210,0.000583333,5122,2213,0.037,0,0.016,0.653,0.645,0.01,0,1.449,0,0,0.008,0.007,156.044,583,51.2637,97.5557,365,365
rereTOUCH,4,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,108332,0.300922,228489,7,210,0.000583333,5122,4103,0.038,0,0.023,0.405,0.401,0.01,0,0.962,0,0,0.008,0.004,179.121,162,30.4945,17.8124,365,365
TOUCH,4,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,32200,0.0503125,54812600,25999,252,0.00039375,974,0,0.02,0,0.003,1.052,0.424,0.024,0,2.202,0.002,0.001,0.023,0,96.6667,6774,58.55,615.959,5,5
cTOUCH,4,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,486159,0.759623,950045,20,252,0.00039375,6927,2169,0.025,0,0.013,1.061,1.057,0.056,0,2.324,0.002,0,0.051,0.005,86.722,2170,28.6473,191.266,483,483
dTOUCH,4,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4526,0.00707188,8528312,1172,252,0.00039375,6639,974,0.023,0,0.004,0.025,0.022,0.044,0,0.211,0,0,0.042,0.003,95.0893,942,6.92411,65.1462,12,12
reTOUCH,4,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,135563,0.211817,453717,20,252,0.00039375,6678,2551,0.023,0,0.008,0.306,0.301,0.006,0,0.698,0.002,0.001,0.004,0.004,155,683,56.425,108.699,481,481
rereTOUCH,4,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,140410,0.219391,902452,14,252,0.00039375,6678,2812,0.021,0,0.012,0.33,0.329,0.006,0,0.749,0,0,0.005,0.004,178.333,452,54.25,16.2187,481,481
TOUCH,4,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,53452,0.053452,76012400,44094,451,0.000451,1274,0,0.029,0,0.005,1.405,0.835,0.031,0,2.942,0.002,0,0.03,0,96.732,5714,57.0327,499.042,6,6
cTOUCH,4,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1102356,1.10236,2246113,51,451,0.000451,8135,1954,0.031,0,0.017,2.457,2.451,0.066,0,5.156,0.001,0,0.06,0.005,89.0728,4475,32.8179,313.076,605,605
dTOUCH,4,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6489,0.006489,9296700,1414,451,0.000451,8263,1274,0.027,0,0.005,0.039,0.034,0.056,0,0.278,0.002,0,0.054,0.003,91.4894,751,7.46454,49.1916,25,25
reTOUCH,4,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,159563,0.159563,468650,39,451,0.000451,8521,3111,0.023,0,0.011,0.356,0.351,0.009,0,0.812,0,0,0.007,0.005,152.941,651,54.6928,108.166,613,613
rereTOUCH,4,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,171652,0.171652,307061,14,451,0.000451,8521,6978,0.029,0,0.016,0.373,0.373,0.008,0,0.865,0.002,0,0.007,0.003,173.856,231,29.4183,20.1675,613,613
TOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,258142,0.717061,27942200,220228,743,0.00206389,816,0,0.021,0,0.002,2.39,1.375,0.017,0,4.864,0.01,0.001,0.016,0,92.3077,4622,56.967,483.001,8,8
cTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,585634,1.62676,263638,91,743,0.00206389,4840,1185,0.02,0,0.009,1.271,1.269,0.039,0,2.691,0,0,0.035,0.004,87.9121,4172,32.8297,311.119,365,365
dTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,14421,0.0400583,3924700,5661,743,0.00206389,4824,816,0.019,0,0.003,0.052,0.045,0.03,0,0.224,0.002,0,0.028,0.006,90.184,485,10.5767,56.9153,17,17
reTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,159421,0.442836,392120,91,743,0.00206389,5019,2004,0.017,0,0.006,0.357,0.353,0.005,0,0.78,0,0,0.004,0.003,160.44,495,54.6923,106.97,365,365
rereTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,190490,0.529139,367738,65,743,0.00206389,5019,3354,0.016,0,0.01,0.413,0.412,0.006,0,0.896,0,0,0.004,0.003,176.923,252,39.8571,25.3132,365,365
TOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,313731,0.490205,55208600,266964,898,0.00140313,947,0,0.025,0,0.003,3.102,1.572,0.022,0,6.306,0.01,0,0.021,0,97.5,6833,58.775,621.263,4,4
cTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,554947,0.867105,984508,94,898,0.00140313,6879,1984,0.023,0,0.013,1.251,1.246,0.052,0,2.692,0.002,0.001,0.048,0.004,86.722,2222,29.6141,197.011,483,483
dTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,19418,0.0303406,9901834,7330,898,0.00140313,6490,947,0.022,0,0.004,0.062,0.056,0.045,0,0.286,0,0,0.043,0.006,95.9821,1199,7.57589,81.2714,10,10
reTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,168517,0.263308,727908,94,898,0.00140313,6211,2275,0.02,0,0.008,0.377,0.373,0.007,0,0.834,0,0,0.005,0.005,161.667,675,62.6167,130.312,481,481
rereTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,242229,0.378483,1693733,132,898,0.00140313,6211,2407,0.025,0,0.012,0.634,0.63,0.006,0,1.365,0,0,0.005,0.005,180,798,61.5167,63.0159,481,481
TOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,471587,0.471587,77213800,403647,1451,0.001451,1217,0,0.029,0,0.005,4.314,2.79,0.03,0,8.76,0.016,0,0.029,0,96.732,5829,57.4052,508.207,6,6
cTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1254378,1.25438,2424632,197,1451,0.001451,8064,1785,0.029,0,0.017,2.817,2.813,0.066,0,5.872,0.002,0,0.061,0.006,89.7351,4551,33.6126,319.751,605,605
dTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,27486,0.027486,10150114,9446,1451,0.001451,7848,1217,0.026,0,0.005,0.092,0.086,0.058,0,0.391,0,0,0.056,0.006,92.2535,769,8.79225,61.4413,23,23
reTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,255183,0.255183,710602,125,1451,0.001451,8429,2711,0.026,0,0.012,0.572,0.567,0.006,0,1.249,0,0,0.005,0.007,164.706,879,57.9085,123.79,613,613
rereTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,279623,0.279623,602187,33,1451,0.001451,8429,6128,0.031,0,0.015,0.638,0.637,0.007,0,1.394,0.002,0,0.006,0.003,179.085,332,35.5752,29.8435,613,613
TOUCH,10,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1332918,3.70255,28076300,1171884,1826,0.00507222,753,0,0.024,0,0.003,6.366,4.252,0.016,0,12.821,0.052,0,0.015,0,93.4066,4642,57.6593,485.255,7,7
cTOUCH,10,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,661947,1.83874,287892,238,1826,0.00507222,4808,1102,0.019,0,0.01,1.425,1.42,0.039,0,2.998,0.002,0,0.035,0.004,87.9121,4310,33.4615,320.963,365,365
dTOUCH,10,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,53781,0.149392,4349795,25920,1826,0.00507222,4802,753,0.022,0,0.003,0.148,0.138,0.031,0,0.422,0.002,0,0.029,0.009,93.2515,492,10.9325,59.0896,12,12
reTOUCH,10,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,218508,0.606967,529024,239,1826,0.00507222,4900,1844,0.019,0,0.006,0.489,0.489,0.004,0,1.044,0,0,0.003,0.003,169.231,612,57.7582,118.582,365,365
rereTOUCH,10,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,252942,0.702617,464341,208,1826,0.00507222,4900,3090,0.02,0,0.01,0.564,0.562,0.004,0,1.207,0,0,0.003,0.003,178.022,320,44.0659,36.381,365,365
TOUCH,10,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1613064,2.52041,55540800,1423637,2207,0.00344844,926,0,0.024,0,0.004,8.654,5.815,0.022,0,17.41,0.068,0,0.021,0,97.5,6884,58.95,625.85,4,4
cTOUCH,10,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,646631,1.01036,1026451,290,2207,0.00344844,6884,1803,0.023,0,0.013,1.414,1.405,0.053,0,3.02,0.002,0,0.048,0.005,85.8921,2228,30.3444,202.023,483,483
dTOUCH,10,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,62972,0.0983938,12055600,30181,2207,0.00344844,6229,926,0.026,0,0.003,0.168,0.158,0.043,0,0.501,0.003,0,0.041,0.008,95.5357,1520,8.72768,102.113,11,11
reTOUCH,10,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,225931,0.353017,941433,262,2207,0.00344844,6101,2025,0.026,0,0.009,0.501,0.499,0.005,0,1.096,0,0,0.004,0.004,165,867,65.6167,149.829,481,481
rereTOUCH,10,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,310351,0.484923,1865548,378,2207,0.00344844,6101,2142,0.024,0,0.012,0.692,0.689,0.005,0,1.474,0,0,0.003,0.004,179.167,800,64.6417,62.5775,481,481
TOUCH,10,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2312543,2.31254,78516800,2050924,3513,0.003513,1151,0,0.028,0,0.005,11.325,8.237,0.029,0,22.775,0.094,0,0.028,0,96.732,5965,57.8366,518.653,6,6
cTOUCH,10,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1416523,1.41652,2724772,682,3513,0.003513,8024,1648,0.028,0,0.018,3.139,3.129,0.069,0,6.522,0.002,0,0.064,0.006,89.404,4555,34.1987,323.163,605,605
dTOUCH,10,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,78254,0.078254,15241800,35388,3513,0.003513,7716,1151,0.03,0,0.005,0.211,0.2,0.057,0,0.634,0.004,0,0.054,0.009,94.386,1344,9.16842,90.2217,17,17
reTOUCH,10,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,365548,0.365548,956851,328,3513,0.003513,8335,2421,0.027,0,0.011,0.817,0.812,0.007,0,1.74,0.002,0,0.005,0.006,164.706,1184,60.4183,144.674,613,613
rereTOUCH,10,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,378836,0.378836,828635,111,3513,0.003513,8335,5648,0.027,0,0.015,0.839,0.836,0.007,0,1.791,0.002,0.001,0.005,0.003,177.124,482,39.3268,45.0186,613,613
TOUCH,13,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4721579,13.1155,28199700,4183869,3491,0.00969722,715,0,0.021,0,0.003,16.924,13.159,0.016,0,33.933,0.194,0,0.015,0,93.4066,4662,58.0769,487.397,7,7
cTOUCH,13,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,544401,1.51222,293969,704,3491,0.00969722,4784,1004,0.018,0,0.01,1.165,1.164,0.038,0,2.472,0.002,0,0.035,0.003,86.8132,4215,34.1319,313.913,365,365
dTOUCH,13,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,135059,0.375164,4473553,76128,3491,0.00969722,4749,715,0.024,0,0.003,0.328,0.317,0.03,0,0.79,0.004,0.001,0.029,0.009,90.7975,545,11.3804,60.1282,16,16
reTOUCH,13,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,266045,0.739014,690615,517,3491,0.00969722,4821,1718,0.019,0,0.006,0.598,0.593,0.005,0,1.266,0.002,0,0.004,0.004,170.33,784,60.011,136.266,365,365
rereTOUCH,13,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,315853,0.877369,689285,514,3491,0.00969722,4821,2716,0.024,0,0.008,0.69,0.686,0.004,0,1.464,0.002,0,0.003,0.003,178.022,389,49.044,43.9224,365,365
TOUCH,13,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,5668881,8.85763,55920800,5042720,4166,0.00650938,905,0,0.028,0,0.004,20.225,15.183,0.022,0,40.562,0.255,0,0.021,0,97.5,6945,59.125,631.345,4,4
cTOUCH,13,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,744502,1.16328,1175653,816,4166,0.00650938,6836,1665,0.022,0,0.014,1.626,1.619,0.052,0,3.438,0,0,0.048,0.004,86.3071,2252,31.1162,208.855,483,483
dTOUCH,13,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,162458,0.253841,9064275,86882,4166,0.00650938,6546,905,0.024,0,0.004,0.377,0.364,0.045,0,0.922,0.006,0,0.043,0.01,95.1327,1085,7.23009,73.6402,12,12
reTOUCH,13,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,312018,0.487528,1347998,575,4166,0.00650938,5976,1827,0.022,0,0.009,0.693,0.69,0.005,0,1.473,0,0,0.004,0.005,163.333,1107,68.3083,175.756,481,481
rereTOUCH,13,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,412166,0.644009,2171346,1029,4166,0.00650938,5976,1918,0.023,0,0.013,0.904,0.903,0.005,0,1.901,0,0,0.004,0.004,181.667,849,67.55,87.8323,481,481
TOUCH,13,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,7930130,7.93013,79537000,7073545,6435,0.006435,1077,0,0.026,0,0.005,27.531,21.964,0.029,0,55.184,0.338,0,0.028,0,96.732,6109,58.3203,528.031,6,6
cTOUCH,13,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1550510,1.55051,3026908,1516,6435,0.006435,7950,1548,0.029,0,0.017,3.393,3.385,0.07,0,7.037,0.002,0,0.065,0.007,89.7351,4602,34.7748,328.296,605,605
dTOUCH,13,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,184695,0.184695,13927180,95493,6435,0.006435,7649,1077,0.031,0,0.005,0.452,0.439,0.055,0,1.112,0.006,0,0.053,0.01,94.0351,1067,9.47368,75.883,18,18
reTOUCH,13,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,464683,0.464683,1215122,655,6435,0.006435,8201,2153,0.025,0,0.011,1.025,1.018,0.007,0,2.15,0.002,0,0.005,0.006,167.32,1433,63.0458,166.551,613,613
rereTOUCH,13,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,462917,0.462917,1010376,363,6435,0.006435,8201,5109,0.027,0,0.019,1.025,1.019,0.007,0,2.172,0,0,0.006,0.005,179.085,589,43.7255,59.763,613,613
TOUCH,16,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,13413047,37.2585,28330900,11922608,6116,0.0169889,692,0,0.019,0,0.003,38.734,32.407,0.022,0,77.56,0.61,0,0.021,0,92.3077,4683,58.3297,489.582,8,8
cTOUCH,16,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,611895,1.69971,1006697,1373,6116,0.0169889,4758,937,0.016,0,0.011,1.334,1.329,0.039,0,2.81,0.002,0,0.036,0.004,85.7143,4301,34.6429,320.018,365,365
dTOUCH,16,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,302092,0.839144,4712770,182713,6116,0.0169889,4660,692,0.018,0,0.002,0.659,0.641,0.033,0,1.441,0.008,0.001,0.031,0.013,90.2439,595,11.8415,63.3148,17,17
reTOUCH,16,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,358453,0.995703,967057,955,6116,0.0169889,4764,1603,0.023,0,0.006,0.775,0.769,0.004,0,1.626,0.002,0,0.003,0.004,173.626,916,61.9011,152.848,365,365
rereTOUCH,16,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,468183,1.30051,1005187,1156,6116,0.0169889,4764,2517,0.017,0,0.009,1.01,1.009,0.005,0,2.09,0.001,0,0.004,0.003,183.516,450,51.8571,47.2321,365,365
TOUCH,16,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,16089979,25.1406,56197200,14257401,7273,0.0113641,889,0,0.02,0,0.003,46.025,36.821,0.024,0,92.144,0.716,0,0.022,0,97.5,6989,59.2583,635.322,4,4
cTOUCH,16,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,814047,1.27195,1238451,1498,7273,0.0113641,6779,1561,0.031,0,0.013,1.775,1.769,0.053,0,3.76,0.002,0,0.048,0.005,86.3071,2303,31.7842,215.816,483,483
dTOUCH,16,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,359982,0.562472,9486676,211979,7273,0.0113641,6328,889,0.02,0,0.004,0.825,0.805,0.047,0,1.815,0.012,0,0.045,0.013,94.2478,1141,8.19027,78.7599,14,14
