Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
TOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2366,0.002366,74968500,21,41,4.1e-05,1318,0,0.027,0,0.005,0.018,0.011,0.031,0,0.166,0,0,0.029,0,96.732,5611,56.7451,491.059,6,6
cTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1875,0.001875,1855401,13,41,4.1e-05,8216,2114,0.032,0,0.017,0.017,0.009,0.072,0,0.297,0,0,0.066,0.008,89.0728,4399,32.0199,305.751,605,605
dTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1031,0.001031,9341400,50,41,4.1e-05,8050,1318,0.035,0,0.004,0.016,0.014,0.06,0,0.26,0,0.001,0.057,0.002,93.2624,715,8.26596,55.4028,20,20
reTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1181,0.001181,252636,13,41,4.1e-05,8654,3589,0.028,0,0.011,0.015,0.007,0.008,0,0.141,0,0,0.006,0.007,140.523,746,50.6993,84.5874,613,613
rereTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1084,0.001084,217205,10,35,3.5e-05,8654,7183,0.028,0,0.016,0.006,0.003,0.007,0,0.125,0,0,0.005,0.004,190.85,72,27.2092,-nan,613,613
TOUCH,3,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3301,0.00916944,27707100,144,112,0.000311111,873,0,0.018,0,0.004,0.017,0.011,0.018,0,0.116,0,0,0.017,0,92.3077,4582,56.3407,478.75,8,8
cTOUCH,3,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1232,0.00342222,367698,45,101,0.000280556,4879,1418,0.018,0,0.01,0.011,0.008,0.04,0,0.176,0,0,0.037,0.006,87.3626,4294,31.3352,319.338,365,365
dTOUCH,3,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2136,0.00593333,3613086,422,112,0.000311111,4938,873,0.017,0,0.003,0.017,0.015,0.03,0,0.152,0,0.001,0.029,0.002,90.7407,414,9.84568,51.5185,16,16
reTOUCH,3,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,999,0.002775,174570,35,101,0.000280556,5155,2277,0.018,0,0.007,0.01,0.008,0.004,0,0.089,0,0,0.003,0.004,150.549,608,50.1978,92.7343,365,365
rereTOUCH,3,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1075,0.00298611,169311,51,99,0.000275,5155,4183,0.019,0,0.009,0.006,0.005,0.003,0,0.083,0,0,0.002,0.003,192.308,138,30.6044,-nan,365,365
TOUCH,3,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4078,0.00637187,54661200,182,130,0.000203125,983,0,0.023,0,0.004,0.021,0.014,0.023,0,0.143,0,0,0.022,0,96.6667,6751,58.475,613.896,5,5
cTOUCH,3,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1357,0.00212031,920554,63,118,0.000184375,6947,2251,0.021,0,0.013,0.014,0.007,0.055,0,0.226,0.002,0,0.051,0.007,87.1369,2148,28.2241,188.635,483,483
dTOUCH,3,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2578,0.00402812,8453500,425,130,0.000203125,6674,983,0.021,0,0.004,0.02,0.017,0.044,0,0.2,0,0,0.042,0.003,95.0893,936,6.77679,64.6592,12,12
reTOUCH,3,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1275,0.00199219,357631,55,114,0.000178125,6741,2638,0.023,0,0.009,0.013,0.009,0.005,0,0.124,0,0,0.004,0.009,152.5,722,55.175,104.464,481,481
rereTOUCH,3,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1283,0.00200469,945074,61,112,0.000175,6741,2917,0.026,0,0.012,0.009,0.007,0.005,0,0.126,0,0.001,0.004,0.007,192.5,354,54.3917,-nan,481,481
TOUCH,3,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6855,0.006855,75623100,375,259,0.000259,1289,0,0.029,0,0.005,0.034,0.025,0.033,0,0.205,0,0,0.032,0,96.732,5670,56.9346,495.854,6,6
cTOUCH,3,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2887,0.002887,2079759,89,253,0.000253,8161,2022,0.03,0,0.017,0.02,0.015,0.071,0,0.305,0,0,0.066,0.009,89.0728,4448,32.5066,310.582,605,605
dTOUCH,3,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3651,0.003651,13686000,634,259,0.000259,8194,1289,0.028,0,0.005,0.027,0.024,0.06,0,0.266,0,0,0.056,0.003,93.617,1392,7.71631,83.9459,19,19
reTOUCH,3,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2150,0.00215,364436,87,240,0.00024,8573,3271,0.028,0,0.012,0.019,0.012,0.007,0,0.161,0,0,0.005,0.01,147.059,678,53.3072,100.246,613,613
rereTOUCH,3,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2327,0.002327,241445,136,229,0.000229,8573,7118,0.03,0,0.016,0.01,0.008,0.007,0,0.146,0,0,0.006,0.005,190.85,143,28.1634,-nan,613,613
TOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,8340,0.0231667,27823700,965,335,0.000930556,849,0,0.022,0,0.003,0.03,0.025,0.017,0,0.146,0,0,0.016,0,92.3077,4602,56.6044,480.86,8,8
cTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2227,0.00618611,227492,147,287,0.000797222,4862,1299,0.018,0,0.01,0.013,0.007,0.041,0,0.192,0,0,0.038,0.008,87.3626,4102,32.0824,305.775,365,365
dTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6311,0.0175306,3410232,1948,335,0.000930556,4904,849,0.025,0,0.003,0.031,0.025,0.032,0,0.199,0,0,0.03,0.006,87.1166,386,9.98773,50.779,22,22
reTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1885,0.00523611,293292,142,289,0.000802778,5086,2132,0.023,0,0.007,0.011,0.009,0.004,0,0.116,0,0,0.003,0.007,159.341,550,52.5495,100.272,365,365
rereTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2131,0.00591944,298327,197,296,0.000822222,5086,3999,0.024,0,0.009,0.011,0.009,0.004,0,0.215,0,0,0.003,0.005,195.604,208,33.8242,-nan,365,365
TOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,9857,0.0154016,54950600,1165,416,0.00065,967,0,0.024,0,0.004,0.036,0.027,0.023,0,0.175,0.002,0,0.022,0,97.5,6795,58.6083,617.844,4,4
cTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2386,0.00372813,944262,180,365,0.000570312,6913,2096,0.024,0,0.013,0.017,0.014,0.057,0,0.31,0,0,0.052,0.008,86.722,2183,29.0083,193.105,483,483
dTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,7221,0.0112828,8653214,2136,416,0.00065,6602,967,0.025,0,0.004,0.034,0.029,0.044,0,0.237,0.002,0,0.042,0.004,95.5357,959,7.07589,66.2838,11,11
reTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2348,0.00366875,577793,171,349,0.000545313,6380,2451,0.024,0,0.008,0.017,0.014,0.005,0,0.178,0,0,0.003,0.01,155.833,649,59.7417,117.88,481,481
rereTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2660,0.00415625,1473714,260,372,0.00058125,6380,2671,0.025,0,0.012,0.013,0.011,0.005,0,0.297,0,0,0.003,0.01,192.5,432,59.9167,-nan,481,481
TOUCH,5,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,15429,0.015429,76470700,1676,714,0.000714,1245,0,0.027,0,0.005,0.053,0.044,0.03,0,0.233,0,0,0.028,0,96.732,5764,57.2222,502.658,6,6
cTOUCH,5,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4128,0.004128,2007435,217,655,0.000655,8101,1947,0.03,0,0.017,0.022,0.014,0.069,0,0.59,0.002,0,0.064,0.011,88.7417,3989,32.9536,293.448,605,605
dTOUCH,5,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,10839,0.010839,10136900,2975,714,0.000714,7904,1245,0.03,0,0.005,0.048,0.044,0.057,0,0.31,0,0,0.055,0.004,92.5532,742,8.69858,56.0592,22,22
reTOUCH,5,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3420,0.00342,545075,257,627,0.000627,8488,2973,0.029,0,0.011,0.022,0.017,0.008,0,0.399,0,0,0.006,0.011,156.209,679,55.8105,114.273,613,613
rereTOUCH,5,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4166,0.004166,351366,439,614,0.000614,8488,6777,0.031,0,0.016,0.013,0.012,0.007,0,0.478,0.004,0,0.006,0.006,192.81,258,30.9673,-nan,613,613
TOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,17742,0.0492833,27942200,3316,743,0.00206389,816,0,0.024,0,0.003,0.058,0.049,0.017,0,0.251,0,0,0.016,0,92.3077,4622,56.967,483.001,8,8
cTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3097,0.00860278,263638,276,635,0.00176389,4840,1185,0.019,0,0.01,0.016,0.012,0.042,0,0.491,0,0,0.039,0.008,87.9121,4172,32.8297,311.119,365,365
dTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,14421,0.0400583,3924700,5661,743,0.00206389,4824,816,0.022,0,0.003,0.052,0.048,0.031,0,0.233,0,0,0.03,0.004,90.184,485,10.5767,56.9153,17,17
reTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2781,0.007725,392120,308,601,0.00166944,5019,2004,0.024,0,0.007,0.015,0.014,0.004,0,0.361,0,0,0.003,0.008,160.44,495,54.6923,106.97,365,365
rereTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3206,0.00890556,410600,394,619,0.00171944,5019,3354,0.026,0,0.009,0.011,0.007,0.004,0,0.478,0,0,0.003,0.006,194.505,291,42.1978,5.29404,365,365
TOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,20674,0.0323031,55208600,3826,898,0.00140313,947,0,0.025,0,0.004,0.062,0.052,0.024,0,0.232,0.002,0,0.023,0,97.5,6833,58.775,621.263,4,4
cTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3516,0.00549375,984508,325,766,0.00119688,6879,1984,0.024,0,0.014,0.021,0.016,0.057,0,0.627,0,0,0.053,0.011,86.722,2222,29.6141,197.011,483,483
dTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,19418,0.0303406,9901834,7330,898,0.00140313,6490,947,0.026,0,0.004,0.064,0.058,0.046,0,0.302,0,0,0.044,0.006,95.9821,1199,7.57589,81.2714,10,10
reTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3426,0.00535313,727908,356,732,0.00114375,6211,2275,0.023,0,0.009,0.019,0.014,0.005,0,0.507,0,0,0.004,0.012,161.667,675,62.6167,130.312,481,481
rereTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4056,0.0063375,1873752,513,757,0.00118281,6211,2407,0.019,0,0.012,0.018,0.015,0.005,0,0.541,0,0,0.004,0.012,191.667,527,64.0667,26.24,481,481
TOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,30076,0.030076,77213800,4883,1451,0.001451,1217,0,0.024,0,0.005,0.091,0.08,0.03,0,0.302,0,0,0.029,0,96.732,5829,57.4052,508.207,6,6
cTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,5949,0.005949,2424632,525,1292,0.001292,8064,1785,0.029,0,0.017,0.027,0.021,0.071,0,1.055,0.004,0,0.065,0.013,89.7351,4551,33.6126,319.751,605,605
dTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,27486,0.027486,10150114,9446,1451,0.001451,7848,1217,0.032,0,0.005,0.097,0.088,0.063,0,0.422,0.002,0.001,0.061,0.007,92.2535,769,8.79225,61.4413,23,23
reTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,5009,0.005009,710602,531,1222,0.001222,8429,2711,0.03,0,0.012,0.026,0.02,0.007,0,0.905,0,0,0.006,0.013,164.706,879,57.9085,123.79,613,613
rereTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6305,0.006305,602448,815,1172,0.001172,8429,6128,0.027,0,0.015,0.02,0.02,0.007,0,0.868,0,0,0.005,0.008,194.118,332,35.634,-nan,613,613
TOUCH,9,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,33250,0.0923611,28029900,8110,1405,0.00390278,770,0,0.019,0,0.003,0.09,0.08,0.017,0,0.26,0,0,0.017,0,93.4066,4635,57.4725,484.515,7,7
cTOUCH,9,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4165,0.0115694,276625,504,1150,0.00319444,4816,1129,0.019,0,0.01,0.018,0.013,0.041,0,0.83,0,0,0.038,0.01,87.9121,4258,33.2692,317.234,365,365
dTOUCH,9,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,36455,0.101264,4267650,16730,1405,0.00390278,4829,770,0.021,0,0.003,0.105,0.098,0.032,0,0.379,0.002,0,0.032,0.006,92.0245,478,10.7117,58.0504,14,14
reTOUCH,9,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3738,0.0103833,479437,501,1080,0.003,4937,1884,0.018,0,0.007,0.017,0.016,0.004,0,0.727,0.002,0,0.003,0.01,168.132,567,56.9121,114.681,365,365
rereTOUCH,9,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4537,0.0126028,501053,690,1108,0.00307778,4937,3178,0.021,0,0.01,0.015,0.013,0.003,0,0.819,0,0,0.002,0.007,194.505,351,45.6044,22.6851,365,365
TOUCH,9,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,39393,0.0615516,55389500,9455,1702,0.00265937,933,0,0.025,0,0.004,0.108,0.096,0.024,0,0.324,0,0,0.023,0,97.5,6860,58.8917,623.693,4,4
cTOUCH,9,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4945,0.00772656,984280,580,1366,0.00213437,6901,1864,0.023,0,0.014,0.023,0.02,0.056,0,1.099,0,0,0.052,0.012,85.8921,2211,30.0207,199.551,483,483
dTOUCH,9,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,43148,0.0674187,11225119,19733,1702,0.00265937,6322,933,0.022,0,0.004,0.123,0.116,0.047,0,0.416,0.002,0,0.045,0.006,95.9821,1399,8.32143,94.1997,10,10
reTOUCH,9,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4576,0.00715,865111,596,1311,0.00204844,6132,2117,0.027,0,0.008,0.023,0.016,0.005,0,0.923,0,0,0.004,0.014,165,793,64.5917,142.198,481,481
rereTOUCH,9,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,5470,0.00854688,1979321,906,1322,0.00206563,6132,2232,0.025,0,0.014,0.023,0.02,0.005,0,1.015,0,0,0.004,0.015,192.5,593,66.6167,41.2289,481,481
TOUCH,9,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,58455,0.058455,78089900,12846,2697,0.002697,1170,0,0.031,0,0.005,0.157,0.143,0.03,0,0.448,0,0,0.028,0,96.732,5921,57.7124,515.242,6,6
cTOUCH,9,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,8105,0.008105,2048618,796,2267,0.002267,8048,1742,0.025,0,0.018,0.031,0.024,0.069,0,1.814,0.002,0,0.064,0.013,88.7417,4180,33.8079,305.849,605,605
dTOUCH,9,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,56752,0.056752,14410590,23902,2697,0.002697,7966,1170,0.029,0,0.005,0.16,0.151,0.058,0,0.531,0.002,0,0.054,0.007,94.3662,987,8.37676,67.035,17,17
reTOUCH,9,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6784,0.006784,846660,827,2100,0.0021,8373,2510,0.028,0,0.011,0.03,0.027,0.007,0,1.57,0.001,0,0.005,0.017,166.013,1097,59.5882,137.901,613,613
rereTOUCH,9,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,8909,0.008909,708434,1479,2182,0.002182,8373,6109,0.028,0,0.016,0.026,0.026,0.007,0,1.667,0.004,0,0.006,0.011,194.118,435,36.1503,8.48896,613,613
