Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
TOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1452,0.001452,74968500,927,41,4.1e-05,1318,0,0.028,0,0.005,0.274,0.167,0.033,0,0.68,0,0,0.032,0,96.732,5611,56.7451,491.059,6,6
cTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,919371,0.919371,1855401,0,41,4.1e-05,8216,2114,0.028,0,0.017,1.979,1.971,0.069,0,4.199,0,0,0.063,0.006,89.0728,4399,32.0199,305.751,605,605
dTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1031,0.001031,9341400,50,41,4.1e-05,8050,1318,0.029,0,0.005,0.018,0.016,0.061,0,0.252,0,0,0.059,0.002,93.2624,715,8.26596,55.4028,20,20
reTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,112103,0.112103,280012,0,41,4.1e-05,8654,3589,0.027,0,0.011,0.265,0.262,0.01,0,0.637,0,0,0.007,0.005,140.523,746,50.6993,84.5874,613,613
rereTOUCH,1,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,154421,0.154421,385877,0,41,4.1e-05,8654,3589,0.028,0,0.014,0.351,0.348,0.009,0,0.816,0,0,0.007,0.005,171.242,6411,50.6993,516.465,613,613
TOUCH,3,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,9695,0.0269306,27707100,7937,112,0.000311111,873,0,0.018,0,0.003,0.51,0.277,0.019,0,1.101,0,0,0.018,0,92.3077,4582,56.3407,478.75,8,8
cTOUCH,3,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,520485,1.44579,367698,7,112,0.000311111,4879,1418,0.018,0,0.01,1.134,1.133,0.04,0,2.412,0,0,0.036,0.003,87.3626,4294,31.3352,319.338,365,365
dTOUCH,3,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2136,0.00593333,3613086,422,112,0.000311111,4938,873,0.018,0,0.003,0.018,0.016,0.031,0,0.156,0,0,0.029,0.002,90.7407,414,9.84568,51.5185,16,16
reTOUCH,3,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,78027,0.216742,192948,7,112,0.000311111,5155,2277,0.019,0,0.007,0.185,0.184,0.004,0,0.436,0,0,0.003,0.003,150.549,608,50.1978,92.7343,365,365
rereTOUCH,3,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,115578,0.32105,774812,7,112,0.000311111,5155,2277,0.015,0,0.009,0.261,0.26,0.007,0,0.593,0,0,0.006,0.003,175.824,3846,51.5495,400.698,365,365
TOUCH,3,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,11690,0.0182656,54661200,9260,130,0.000203125,983,0,0.025,0,0.004,0.707,0.333,0.024,0,1.527,0.002,0.001,0.023,0,96.6667,6751,58.475,613.896,5,5
cTOUCH,3,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,464111,0.725173,920554,9,130,0.000203125,6947,2251,0.026,0,0.013,1.029,1.021,0.055,0,2.258,0,0,0.051,0.005,87.1369,2148,28.2241,188.635,483,483
dTOUCH,3,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2578,0.00402812,8453500,425,130,0.000203125,6674,983,0.024,0,0.005,0.019,0.017,0.046,0,0.208,0,0,0.045,0.002,95.0893,936,6.77679,64.6592,12,12
reTOUCH,3,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,118041,0.184439,375451,7,130,0.000203125,6741,2638,0.023,0,0.009,0.263,0.258,0.006,0,0.616,0,0,0.005,0.005,152.5,722,55.175,104.464,481,481
rereTOUCH,3,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,141134,0.220522,2838060,10,115,0.000179687,6741,2638,0.024,0,0.011,0.319,0.308,0.007,0,0.732,0,0,0.005,0.004,179.167,5547,56.7167,505.492,481,481
TOUCH,3,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,20559,0.020559,75623100,16296,259,0.000259,1289,0,0.028,0,0.005,0.905,0.519,0.031,0,1.941,0,0,0.03,0,96.732,5670,56.9346,495.854,6,6
cTOUCH,3,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1031781,1.03178,2079759,11,259,0.000259,8161,2022,0.031,0,0.017,2.254,2.244,0.068,0,4.754,0,0.001,0.063,0.005,89.0728,4448,32.5066,310.582,605,605
dTOUCH,3,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3651,0.003651,13686000,634,259,0.000259,8194,1289,0.028,0,0.005,0.026,0.022,0.061,0,0.268,0.002,0.001,0.059,0.003,93.617,1392,7.71631,83.9459,19,19
reTOUCH,3,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,132747,0.132747,388577,11,259,0.000259,8573,3271,0.027,0,0.011,0.3,0.295,0.009,0,0.704,0,0,0.007,0.005,147.059,678,53.3072,100.246,613,613
rereTOUCH,3,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,141407,0.141407,373125,11,259,0.000259,8573,3271,0.027,0,0.014,0.326,0.321,0.009,0,0.766,0,0.001,0.007,0.004,174.51,6729,53.3072,542.2,613,613
TOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,62432,0.173422,27823700,51668,335,0.000930556,849,0,0.017,0,0.003,1.193,0.658,0.019,0,2.466,0.002,0,0.018,0,92.3077,4602,56.6044,480.86,8,8
cTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,524924,1.45812,227492,39,335,0.000930556,4862,1299,0.018,0,0.009,1.147,1.142,0.043,0,2.447,0,0,0.04,0.004,87.3626,4102,32.0824,305.775,365,365
dTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6311,0.0175306,3410232,1948,335,0.000930556,4904,849,0.019,0,0.003,0.031,0.027,0.034,0,0.19,0,0,0.032,0.003,87.1166,386,9.98773,50.779,22,22
reTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,112836,0.313433,293292,39,335,0.000930556,5086,2132,0.018,0,0.007,0.266,0.263,0.005,0,0.6,0,0,0.004,0.003,159.341,550,52.5495,100.272,365,365
rereTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,141740,0.393722,970375,39,335,0.000930556,5086,2132,0.018,0,0.008,0.313,0.312,0.005,0,0.697,0,0,0.004,0.003,181.319,4031,54.3407,420.289,365,365
TOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,73983,0.115598,54950600,61444,416,0.00065,967,0,0.023,0,0.003,1.534,0.731,0.025,0,3.17,0.004,0,0.024,0,97.5,6795,58.6083,617.844,4,4
cTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,505047,0.789136,944262,39,416,0.00065,6913,2096,0.024,0,0.013,1.089,1.084,0.058,0,2.378,0,0,0.053,0.005,86.722,2183,29.0083,193.105,483,483
dTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,7221,0.0112828,8653214,2136,416,0.00065,6602,967,0.024,0,0.004,0.033,0.029,0.047,0,0.238,0.002,0,0.044,0.003,95.5357,959,7.07589,66.2838,11,11
reTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,141358,0.220872,582776,39,416,0.00065,6380,2451,0.023,0,0.008,0.333,0.326,0.007,0,0.754,0,0,0.005,0.005,155.833,649,59.7417,117.88,481,481
rereTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,209800,0.327813,4614435,52,416,0.00065,6380,2451,0.023,0,0.012,0.465,0.46,0.006,0,1.021,0,0,0.005,0.004,182.5,5790,61.75,529.926,481,481
TOUCH,5,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,126676,0.126676,76470700,105673,714,0.000714,1245,0,0.027,0,0.005,2.116,1.241,0.032,0,4.362,0.004,0,0.031,0,96.732,5764,57.2222,502.658,6,6
cTOUCH,5,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1121080,1.12108,2007435,84,714,0.000714,8101,1947,0.028,0,0.018,2.414,2.408,0.07,0,5.075,0,0,0.065,0.006,88.7417,3989,32.9536,293.448,605,605
dTOUCH,5,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,10839,0.010839,10136900,2975,714,0.000714,7904,1245,0.028,0,0.006,0.048,0.043,0.061,0,0.312,0,0,0.058,0.005,92.5532,742,8.69858,56.0592,22,22
reTOUCH,5,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,185281,0.185281,553052,64,714,0.000714,8488,2973,0.032,0,0.011,0.411,0.408,0.009,0,0.94,0,0,0.007,0.005,156.209,679,55.8105,114.273,613,613
rereTOUCH,5,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,175176,0.175176,456713,64,714,0.000714,8488,2973,0.027,0,0.014,0.397,0.393,0.009,0,0.906,0,0,0.007,0.005,178.431,7030,55.8301,566.525,613,613
TOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,258142,0.717061,27942200,220228,743,0.00206389,816,0,0.02,0,0.003,2.437,1.398,0.019,0,4.962,0.01,0,0.018,0,92.3077,4622,56.967,483.001,8,8
cTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,585634,1.62676,263638,91,743,0.00206389,4840,1185,0.022,0,0.01,1.269,1.265,0.042,0,2.696,0,0,0.039,0.004,87.9121,4172,32.8297,311.119,365,365
dTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,14421,0.0400583,3924700,5661,743,0.00206389,4824,816,0.021,0,0.003,0.052,0.047,0.033,0,0.234,0,0.001,0.032,0.005,90.184,485,10.5767,56.9153,17,17
reTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,159421,0.442836,392120,91,743,0.00206389,5019,2004,0.019,0,0.006,0.356,0.352,0.005,0,0.78,0,0,0.004,0.004,160.44,495,54.6923,106.97,365,365
rereTOUCH,7,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,192700,0.535278,1161409,91,743,0.00206389,5019,2004,0.017,0,0.008,0.432,0.429,0.005,0,0.932,0,0,0.005,0.003,180.22,4209,57.033,438.99,365,365
TOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,313731,0.490205,55208600,266964,898,0.00140313,947,0,0.023,0,0.003,3.132,1.561,0.025,0,6.37,0.012,0,0.024,0,97.5,6833,58.775,621.263,4,4
cTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,554947,0.867105,984508,94,898,0.00140313,6879,1984,0.024,0,0.014,1.215,1.208,0.056,0,2.627,0,0,0.051,0.004,86.722,2222,29.6141,197.011,483,483
dTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,19418,0.0303406,9901834,7330,898,0.00140313,6490,947,0.022,0,0.004,0.064,0.058,0.046,0,0.294,0,0,0.044,0.006,95.9821,1199,7.57589,81.2714,10,10
reTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,170724,0.266756,744882,94,898,0.00140313,6211,2275,0.023,0,0.009,0.388,0.384,0.007,0,0.867,0,0,0.006,0.005,161.667,675,62.6167,130.312,481,481
rereTOUCH,7,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,317483,0.496067,5431714,119,898,0.00140313,6211,2275,0.023,0,0.011,0.705,0.699,0.007,0,1.503,0,0,0.005,0.005,183.333,6031,65.1667,552.428,481,481
TOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,471587,0.471587,77213800,403647,1451,0.001451,1217,0,0.028,0,0.005,4.574,2.972,0.033,0,9.282,0.016,0,0.031,0,96.732,5829,57.4052,508.207,6,6
cTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1254378,1.25438,2424632,197,1451,0.001451,8064,1785,0.032,0,0.018,2.703,2.696,0.072,0,5.665,0,0,0.066,0.006,89.7351,4551,33.6126,319.751,605,605
dTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,27486,0.027486,10150114,9446,1451,0.001451,7848,1217,0.037,0,0.006,0.098,0.093,0.06,0,0.433,0,0,0.058,0.005,92.2535,769,8.79225,61.4413,23,23
reTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,255183,0.255183,710602,125,1451,0.001451,8429,2711,0.029,0,0.011,0.567,0.561,0.01,0,1.246,0,0,0.008,0.006,164.706,879,57.9085,123.79,613,613
rereTOUCH,7,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,244866,0.244866,674798,125,1451,0.001451,8429,2711,0.031,0,0.014,0.544,0.538,0.009,0,1.21,0,0,0.008,0.005,181.046,7298,57.9673,588.271,613,613
TOUCH,9,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,812662,2.25739,28029900,710197,1405,0.00390278,770,0,0.023,0,0.005,4.868,2.947,0.02,0,9.832,0.03,0,0.019,0,93.4066,4635,57.4725,484.515,7,7
cTOUCH,9,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,639093,1.77526,276625,193,1405,0.00390278,4816,1129,0.014,0,0.01,1.371,1.364,0.04,0,2.882,0,0,0.037,0.004,87.9121,4258,33.2692,317.234,365,365
dTOUCH,9,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,36455,0.101264,4267650,16730,1405,0.00390278,4829,770,0.019,0,0.004,0.119,0.111,0.038,0,0.378,0,0,0.036,0.008,92.0245,478,10.7117,58.0504,14,14
reTOUCH,9,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,198108,0.5503,479437,194,1405,0.00390278,4937,1884,0.018,0,0.006,0.441,0.437,0.005,0,0.952,0,0,0.004,0.004,168.132,567,56.9121,114.681,365,365
rereTOUCH,9,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,263178,0.73105,1445257,196,1405,0.00390278,4937,1884,0.016,0,0.009,0.571,0.561,0.005,0,1.211,0,0,0.004,0.003,179.121,4381,59.8242,457.009,365,365
TOUCH,9,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,976888,1.52639,55389500,857418,1702,0.00265937,933,0,0.024,0,0.004,6.399,3.948,0.022,0,12.898,0.04,0,0.021,0,97.5,6860,58.8917,623.693,4,4
cTOUCH,9,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,619671,0.968236,984280,232,1702,0.00265937,6901,1864,0.022,0,0.015,1.334,1.331,0.055,0,2.864,0,0,0.051,0.005,85.8921,2211,30.0207,199.551,483,483
dTOUCH,9,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,43148,0.0674187,11225119,19733,1702,0.00265937,6322,933,0.023,0,0.004,0.12,0.113,0.048,0,0.412,0.001,0.001,0.045,0.006,95.9821,1399,8.32143,94.1997,10,10
reTOUCH,9,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,210147,0.328355,889601,206,1702,0.00265937,6132,2117,0.024,0,0.009,0.467,0.461,0.006,0,1.024,0.002,0,0.004,0.005,165,793,64.5917,142.198,481,481
rereTOUCH,9,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,360243,0.56288,5702808,242,1702,0.00265937,6132,2117,0.023,0,0.012,0.792,0.785,0.006,0,1.676,0,0,0.005,0.005,182.5,6241,67.575,571.357,481,481
TOUCH,9,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1457186,1.45719,78089900,1270075,2697,0.002697,1170,0,0.029,0,0.005,8.929,6.253,0.031,0,17.991,0.054,0,0.03,0,96.732,5921,57.7124,515.242,6,6
cTOUCH,9,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1352274,1.35227,2048618,447,2697,0.002697,8048,1742,0.028,0,0.017,2.913,2.904,0.068,0,6.068,0.002,0,0.063,0.006,88.7417,4180,33.8079,305.849,605,605
dTOUCH,9,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,56752,0.056752,14410590,23902,2697,0.002697,7966,1170,0.029,0,0.005,0.162,0.153,0.061,0,0.54,0.004,0,0.058,0.007,94.3662,987,8.37676,67.035,17,17
reTOUCH,9,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,325616,0.325616,846660,250,2697,0.002697,8373,2510,0.028,0,0.012,0.72,0.716,0.008,0,1.55,0,0,0.007,0.006,166.013,1097,59.5882,137.901,613,613
rereTOUCH,9,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,313746,0.313746,795100,250,2697,0.002697,8373,2510,0.028,0,0.016,0.695,0.686,0.009,0,1.509,0,0,0.007,0.006,180.392,7503,59.6732,604.846,613,613
TOUCH,11,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2049826,5.69396,28125400,1808300,2268,0.0063,734,0,0.019,0,0.003,9.074,6.373,0.017,0,18.229,0.08,0,0.017,0,93.4066,4650,57.8681,486.093,7,7
cTOUCH,11,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,679357,1.8871,294014,286,2268,0.0063,4800,1068,0.018,0,0.01,1.471,1.468,0.04,0,3.089,0,0,0.036,0.003,87.9121,4352,33.6923,324.027,365,365
dTOUCH,11,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,71658,0.19905,4440244,37591,2268,0.0063,4781,734,0.018,0,0.003,0.187,0.179,0.034,0,0.5,0.004,0,0.032,0.006,92.0245,511,11.1472,60.007,14,14
reTOUCH,11,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,226074,0.627983,626680,290,2268,0.0063,4878,1796,0.018,0,0.007,0.496,0.493,0.005,0,1.06,0,0,0.004,0.003,168.132,674,58.5275,124.514,365,365
rereTOUCH,11,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,281592,0.7822,1688090,311,2268,0.0063,4878,1796,0.016,0,0.009,0.617,0.613,0.007,0,1.306,0,0,0.006,0.003,180.22,4513,61.9231,470.673,365,365
TOUCH,11,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2485041,3.88288,55739900,2205691,2744,0.0042875,918,0,0.023,0,0.004,11.167,7.414,0.023,0,22.434,0.102,0,0.022,0,97.5,6917,59.0167,628.818,4,4
cTOUCH,11,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,681810,1.06533,1078553,409,2744,0.0042875,6871,1747,0.024,0,0.014,1.481,1.472,0.057,0,3.166,0.001,0,0.053,0.006,87.1369,2244,30.6307,204.288,483,483
dTOUCH,11,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,87463,0.136661,8889383,43241,2744,0.0042875,6701,918,0.023,0,0.004,0.215,0.207,0.05,0,0.602,0.002,0,0.048,0.007,96.0177,1061,6.53982,71.5661,10,10
reTOUCH,11,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,259230,0.405047,1096731,320,2744,0.0042875,6039,1958,0.03,0,0.008,0.579,0.573,0.007,0,1.263,0,0,0.005,0.005,164.167,933,66.6917,157.104,481,481
