Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
cTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,0,0,0,0,1611,2000,0.007,0,0,0,0,0.015,0.023,0,0,0.015,0.001,0,50,351,3.1371,31.5493,125,125,1,0.001,5,0,0,0,0,38,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1348,20.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3329,16.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
dTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,0,0,0,0,2000,1999,0.002,0,0,0,0,0.007,0.011,0,0,0.007,0.002,0,0,100,0.5,0.5,43,43,1,0.002,4,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9483,0,0,0,0,0,0,0,0,0,22.3854,0,0,0,0,0,0,0,0,0,28.8906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
reTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,1478,0,0,0,322,1999,0.004,0,0,0.001,0,0.008,0.015,0,0,0.007,0.001,0,48.3871,1478,27.0806,187.107,125,125,1,0.002,4,0,0,0,200,1478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.1473,19.0784,0,0,0,0,0,0,0,0,0,22.3854,0,0,0,0,0,0,0,0,36.2129,26.8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rereTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample2.bin,SGrid,3,100,100,0,0,1478,0,0,0,322,1999,0.005,0,0,0.001,0,0.009,0.017,0,0,0.008,0.001,0,48.3871,1478,27.0806,187.107,125,125,1,0.002,4,0,0,0,200,1478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.1473,19.0784,0,0,0,0,0,0,0,0,0,22.3854,0,0,0,0,0,0,0,0,36.2129,26.8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.006,0,0.001,0.001,0,0,0.008,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,171500,0,0,0,0,1698,0.005,0,0,0.001,0.001,0.01,0.016,0,0,0.009,0,0,43.5484,176,37.129,49.3949,23,23,1,0.001,4,0,2000,0,0,0,0,0,0,0,0,0,201,0,46,55,0,0,0,0,0,0,19.9483,0,0,0,0,0,0,0,0,0,36.9787,0,115.097,31.7095,0,0,0,0,0,0,28.8906,0,0,0,0,0,0,0,0,0,53.406,0,142.178,24.9462,0,0,0,0,0,0,
PBSM,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.003,0,0.002,0.024,0,0,0.029,0,0,0,0,0,0,0,0,0,1,1,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,98,0,0,0,1911,1930,0.002,0,0.001,0,0,0.011,0.015,0,0,0.011,0,0,45.9677,78,1.28226,7.84894,125,125,1,0,5,0,0,11,0,0,78,0,0,0,0,0,9,14,4,36,7,0,0,0,0,0,0,17.6894,0,0,13.1846,0,0,0,0,0,26.6799,45.4428,34.9673,29.0665,36.4707,0,0,0,0,0,0,19.7586,0,0,9.91141,0,0,0,0,0,12.0824,26.0373,10.9622,25.2364,14.8798,0,0,0,0,0,
dTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,9500,0,0,0,2000,1698,0.003,0,0,0.001,0,0.007,0.014,0,0,0.007,0.001,0.001,0,176,43,43,43,43,1,0.002,4,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9483,0,0,0,0,0,0,0,0,0,64.1104,0,122.413,31.0057,0,0,0,0,0,0,28.8906,0,0,0,0,0,0,0,0,0,105.971,0,102.274,21.3323,0,0,0,0,0,0,
reTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,82449,0,0,0,321,1698,0.003,0,0,0,0,0.007,0.012,0,0,0.007,0.001,0.001,43.5484,1479,31.9516,188.048,125,125,1,0.001,4,0,0,0,200,1479,0,0,0,0,0,0,201,0,46,55,0,0,0,0,0,0,0,0,22.1473,19.0748,0,0,0,0,0,0,36.9787,0,115.097,31.7095,0,0,0,0,0,0,0,0,36.2129,26.8285,0,0,0,0,0,0,53.406,0,142.178,24.9462,0,0,0,0,0,0,
rereTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample3.bin,SGrid,3,100,100,0,0,409683,0,0,0,321,1723,0.002,0,0,0.001,0,0.005,0.009,0,0,0.005,0.001,0,48.3871,1479,31.5484,189.822,125,125,1,0.002,4,0,0,0,200,1479,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,22.1473,19.0748,0,0,0,0,0,0,0,0,0,48.5654,0,0,0,0,0,0,0,0,36.2129,26.8285,0,0,0,0,0,0,0,0,0,79.8974,0,0,0,0,0,0,
SGrid,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.004,0,0.001,0.001,0,0,0.006,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,700,0,0,0,0,1993,0.004,0,0,0,0,0.008,0.012,0,0,0.007,0,0,46.7742,100,32.371,46.6733,21,21,1,0,4,0,2000,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,19.9483,0,0,0,0,0,0,0,0,0,11.9406,0,0,0,0,0,0,0,0,0,28.8906,0,0,0,0,0,0,0,0,0,3.09156,0,0,0,0,0,0,0,0,0,
PBSM,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.006,0,0.003,0.026,0,0,0.036,0,0,0,0,0,0,0,0,0,1,1,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,0,0,0,0,1759,2000,0.002,0,0.001,0,0,0.016,0.019,0,0,0.016,0,0,50,233,1.94355,20.8459,125,125,1,0,5,0,0,0,233,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6675,9.46929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0532,6.16741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
dTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,SGrid,3,100,100,12,0.0003,0,0,0,0,0,1993,0.002,0,0.002,0.001,0,0.006,0.01,0,0,0.005,0.001,0,46.7742,100,32.371,46.6733,41,41,1,0.002,4,4,2000,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,19.9483,0,0,0,0,0,0,0,0,0,11.9406,0,0,0,0,0,0,0,0,0,28.8906,0,0,0,0,0,0,0,0,0,3.09156,0,0,0,0,0,0,0,0,0,
reTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,0,0,0,0,322,1993,0.006,0,0,0,0,0.006,0.013,0,0,0.006,0.001,0,46.7742,1478,27.1774,187.095,125,125,1,0.001,4,0,0,0,200,1478,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22.1473,19.0784,0,0,0,0,0,0,11.9406,0,0,0,0,0,0,0,0,0,0,0,36.2129,26.8372,0,0,0,0,0,0,3.09156,0,0,0,0,0,0,0,0,0,
rereTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample4.bin,SGrid,3,100,100,0,0,0,0,0,0,322,2000,0.005,0,0,0,0,0.008,0.015,0,0,0.007,0.001,0,50,1478,27.0645,187.11,125,125,1,0.001,4,0,0,0,200,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1473,19.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2129,26.8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.004,0,0,0.001,0,0,0.006,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,SGrid,3,100,100,0,0,0,0,0,0,0,2000,0.006,0,0,0.001,0,0.007,0.015,0,0,0.007,0,0,50,100,32.2581,46.7464,21,21,1,0.001,4,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PBSM,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.005,0,0.002,0.023,0,0,0.031,0,0,0,0,0,0,0,0,0,1,1,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,SGrid,3,100,100,0,0,0,0,0,0,1767,2000,0.006,0,0,0,0,0.01,0.017,0,0,0.009,0,0,50,132,1.87903,14.8071,125,125,1,0,5,0,132,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6703,0,0,0,14.3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.128,0,0,0,10.6751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
dTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,SGrid,3,100,100,0,0,0,0,0,0,0,2000,0.006,0,0.002,0,0,0.008,0.016,0,0,0.008,0.001,0,50,100,32.2581,46.7464,41,41,1,0.001,4,4,2000,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,19.9483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
reTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,SGrid,3,100,100,0,0,0,0,0,0,322,2000,0.004,0,0,0,0,0.005,0.01,0,0,0.004,0.001,0,50,1478,27.0645,187.11,125,125,1,0.001,4,0,0,0,200,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1473,19.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2129,26.8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rereTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample5.bin,SGrid,3,100,100,0,0,0,0,0,0,322,2000,0.003,0,0.001,0.001,0,0.012,0.018,0,0,0.012,0,0,50,1478,27.0645,187.11,125,125,1,0.001,4,0,0,0,200,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1473,19.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2129,26.8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample6.bin,NL,0,0,1000000,492,0.0123,0,22,23,0.000575,0,0,0.005,0,0.002,0.004,0,0,0.012,0,0,0,0,0,0,0,0,0,1,1,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample6.bin,SGrid,3,100,100,261,0.006525,838000,27,23,0.000575,0,1543,0.004,0,0.001,0.002,0.002,0.011,0.018,0,0,0.011,0,0,45.1613,417,39.629,66.882,22,22,1,0.002,4,0,2000,0,0,0,0,0,0,0,0,0,40,0,0,417,0,0,0,0,0,0,19.9483,0,0,0,0,0,0,0,0,0,103.191,0,0,95.3713,0,0,0,0,0,0,28.8906,0,0,0,0,0,0,0,0,0,120.59,0,0,159.553,0,0,0,0,0,0,
PBSM,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample6.bin,NL,0,0,1000000,762,0.01905,0,30,23,0.000575,0,0,0.007,0,0.007,0.027,0,0,0.042,0,0,0,0,0,0,0,0,0,1,1,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample6.bin,SGrid,3,100,100,323,0.008075,5721,70,23,0.000575,1772,1666,0.002,0,0.001,0.001,0.001,0.015,0.021,0,0,0.014,0.001,0,44.3548,183,4.53226,19.4233,125,125,1,0.002,5,0,13,42,71,98,4,0,0,0,0,0,50,26,37,221,0,0,0,0,0,0,16.9352,41.1316,30.6321,26.6548,15.1607,0,0,0,0,0,124.399,130.188,77.6211,87.7849,0,0,0,0,0,0,11.0126,111.384,38.08,18.2385,7.82998,0,0,0,0,0,251.939,146.595,127.452,158.521,0,0,0,0,0,0,
dTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample6.bin,SGrid,3,100,100,270,0.00675,61355,21,23,0.000575,1550,1543,0.007,0,0.002,0.001,0.001,0.006,0.016,0,0,0.005,0.002,0,21.4286,193,59.0714,58.6691,49,49,1,0.003,4,3,2000,0,0,0,0,0,0,0,0,0,361,74,15,0,0,0,0,0,0,0,19.9483,0,0,0,0,0,0,0,0,0,98.3081,0,0,70.272,0,0,0,0,0,0,28.8906,0,0,0,0,0,0,0,0,0,165.49,0,0,77.9066,0,0,0,0,0,0,
reTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample6.bin,SGrid,3,100,100,316,0.0079,618848,26,23,0.000575,299,1543,0.002,0,0.001,0.003,0.002,0.006,0.013,0,0,0.006,0.001,0,45.1613,1483,34.8065,193.889,125,125,1,0.004,4,0,18,0,200,1483,0,0,0,0,0,0,40,0,0,417,0,0,0,0,0,0,30.8045,0,22.1473,19.07,0,0,0,0,0,0,103.191,0,0,95.3713,0,0,0,0,0,0,32.7404,0,36.2129,26.7939,0,0,0,0,0,0,120.59,0,0,159.553,0,0,0,0,0,0,
rereTOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample6.bin,SGrid,3,100,100,332,0.0083,185375,24,23,0.000575,299,1562,0.005,0,0.001,0.003,0.002,0.01,0.021,0,0,0.01,0.001,0,46.7742,1483,34.5,194.583,125,125,1,0.004,4,0,18,0,200,1483,0,0,0,0,0,0,2,0,0,436,0,0,0,0,0,0,30.8045,0,22.1473,19.07,0,0,0,0,0,0,108.07,0,0,93.9131,0,0,0,0,0,0,32.7404,0,36.2129,26.7939,0,0,0,0,0,0,9.81822,0,0,157.786,0,0,0,0,0,0,
SGrid,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample7.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.003,0,0.002,0.001,0,0,0.007,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,2000,2000,../../../data/samplesDendrites/2000/sample1.bin,../../../data/samplesAxons/2000/sample7.bin,SGrid,3,100,100,0,0,128700,0,0,0,0,1892,0.004,0,0,0.001,0.001,0.007,0.013,0,0,0.007,0,0.001,40.3226,100,34,46.2109,24,24,1,0.001,4,0,2000,0,0,0,0,0,0,0,0,0,35,9,5,59,0,0,0,0,0,0,19.9483,0,0,0,0,0,0,0,0,0,23.2751,19.9865,21.3985,7.6756,0,0,0,0,0,0,28.8906,0,0,0,0,0,0,0,0,0,21.8207,7.76887,9.06786,4.75825,0,0,0,0,0,0,
