Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
rereTOUCH,5,3000,3000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,49590,0.551,106255,0,276,0.00306667,2578,2301,0.008,0,0.006,0.111,0.111,0.002,0,0.256,0,0,0.001,0.001,178.723,158,23.8511,24.0686,189,189
TOUCH,5,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,76920,0.627918,5434000,66778,302,0.00246531,332,0,0.009,0,0.002,1.382,0.878,0.013,0,2.813,0.004,0,0.013,0,85.1852,1561,58.6667,245.126,9,9
cTOUCH,5,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,59828,0.488392,33184,8,302,0.00246531,3078,732,0.01,0,0.006,0.139,0.136,0.026,0,0.369,0,0,0.024,0.002,80.1887,1109,30.0943,146.26,213,213
dTOUCH,5,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,5530,0.0451429,1105126,1822,302,0.00246531,2981,332,0.011,0,0.002,0.023,0.019,0.015,0,0.113,0,0,0.015,0.004,80.2326,831,19.3023,95.7075,18,18
reTOUCH,5,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,113439,0.926033,235846,19,302,0.00246531,3068,641,0.013,0,0.004,0.262,0.258,0.002,0,0.57,0.002,0,0.002,0.002,164.815,1440,60.9444,196.125,217,217
rereTOUCH,5,3500,3500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,68195,0.556694,119241,2,302,0.00246531,3068,2636,0.013,0,0.007,0.161,0.16,0.003,0,0.368,0,0,0.002,0,181.481,140,24,23.4683,217,217
TOUCH,5,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,67595,0.422469,15066400,56607,305,0.00190625,148,0,0.017,0,0.002,1.197,0.658,0.012,0,2.459,0.002,0,0.012,0,93.5484,3632,62.129,457.731,5,5
cTOUCH,5,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,144264,0.90165,57997,46,305,0.00190625,3275,1285,0.011,0,0.006,0.322,0.322,0.029,0,0.74,0,0,0.027,0.002,85,1920,28.6667,184.845,241,241
dTOUCH,5,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,5313,0.0332062,2598641,1509,305,0.00190625,3192,148,0.012,0,0.002,0.023,0.02,0.023,0,0.133,0,0,0.022,0.003,90.0826,419,7.61157,43.8235,13,13
reTOUCH,5,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,132720,0.8295,287851,51,305,0.00190625,3561,747,0.012,0,0.004,0.3,0.299,0.003,0,0.642,0,0,0.002,0.002,166.129,1720,59.5484,220.599,249,249
rereTOUCH,5,4000,4000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,94939,0.593369,152699,32,305,0.00190625,3561,3192,0.012,0,0.007,0.214,0.214,0.003,0,0.474,0,0,0.002,0.001,185.484,192,20.1129,23.7328,249,249
TOUCH,5,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,59727,0.294948,18109100,50025,305,0.00150617,329,0,0.013,0,0.003,1.118,0.615,0.013,0,2.296,0.002,0,0.013,0,94.1176,3904,61.3382,470.015,5,5
cTOUCH,5,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,82776,0.40877,35007,5,305,0.00150617,3997,2418,0.015,0,0.006,0.191,0.19,0.03,0,0.49,0.002,0,0.027,0.002,83.9416,1608,18.8686,139.211,275,275
dTOUCH,5,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4723,0.0233235,2905826,1344,305,0.00150617,3659,329,0.014,0,0.002,0.022,0.02,0.024,0,0.141,0.002,0.001,0.024,0.001,91.6031,451,7.52672,44.2471,12,12
reTOUCH,5,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,137541,0.679215,282332,24,305,0.00150617,4038,1129,0.015,0,0.005,0.32,0.318,0.003,0,0.694,0.002,0,0.002,0.002,169.118,1799,56.3676,219.697,273,273
rereTOUCH,5,4500,4500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,83912,0.41438,160374,0,305,0.00150617,4038,3581,0.015,0,0.007,0.199,0.199,0.004,0,0.454,0.001,0,0.003,0.001,188.235,198,20.3088,29.7043,273,273
TOUCH,5,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,56789,0.227156,19779600,47604,305,0.00122,666,0,0.016,0,0.002,1.131,0.62,0.013,0,2.326,0.002,0,0.012,0,92.1053,3532,57.0263,411,7,7
cTOUCH,5,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,100468,0.401872,33533,18,305,0.00122,4503,2302,0.017,0,0.008,0.237,0.236,0.034,0,0.602,0.002,0,0.031,0.003,83.0065,2205,20.8824,179.099,307,307
dTOUCH,5,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,5416,0.021664,3137824,1499,305,0.00122,4169,666,0.021,0,0.002,0.025,0.021,0.027,0,0.165,0,0,0.026,0.003,90.7143,442,7.09286,43.1082,14,14
reTOUCH,5,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,100500,0.402,234062,24,305,0.00122,4549,1351,0.021,0,0.005,0.246,0.244,0.003,0,0.559,0,0.001,0.002,0.002,167.105,2054,53.9474,236.389,305,305
rereTOUCH,5,5000,5000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,139450,0.5578,203395,5,305,0.00122,4549,3362,0.016,0,0.007,0.311,0.309,0.004,0,0.678,0,0,0.003,0.001,188.158,165,27.4868,10.958,305,305
TOUCH,5,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,61580,0.20357,26366500,51429,332,0.00109752,695,0,0.019,0,0.002,1.116,0.479,0.016,0,2.312,0.002,0,0.015,0,96.4706,4786,56.5294,516.031,4,4
cTOUCH,5,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,494253,1.63389,359630,36,332,0.00109752,4637,1226,0.018,0,0.009,1.127,1.124,0.039,0,2.396,0,0,0.036,0.003,86.9048,4017,30.5774,310.549,337,337
dTOUCH,5,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,5978,0.019762,3716278,1750,332,0.00109752,4564,695,0.016,0,0.003,0.027,0.022,0.029,0,0.166,0,0,0.028,0.005,92.9936,537,6.66879,46.5776,12,12
reTOUCH,5,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,129320,0.427504,349647,39,332,0.00109752,4852,1040,0.016,0,0.007,0.293,0.29,0.004,0,0.648,0,0,0.003,0.003,161.176,1938,60.0941,216.263,341,341
rereTOUCH,5,5500,5500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,130957,0.432916,282666,5,332,0.00109752,4852,2809,0.02,0,0.009,0.295,0.295,0.004,0,0.664,0.002,0,0.003,0.002,177.647,272,39.2824,7.16956,341,341
TOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,62432,0.173422,27823700,51668,335,0.000930556,849,0,0.018,0,0.003,1.223,0.667,0.017,0,2.526,0.002,0,0.016,0,92.3077,4602,56.6044,480.86,8,8
cTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,524924,1.45812,227492,39,335,0.000930556,4862,1299,0.021,0,0.01,1.19,1.188,0.04,0,2.53,0,0,0.036,0.003,87.3626,4102,32.0824,305.775,365,365
dTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6311,0.0175306,3410232,1948,335,0.000930556,4904,849,0.018,0,0.003,0.033,0.03,0.033,0,0.188,0,0,0.032,0.003,87.1166,386,9.98773,50.779,22,22
reTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,112836,0.313433,293292,39,335,0.000930556,5086,2132,0.02,0,0.006,0.263,0.261,0.005,0,0.598,0.002,0,0.004,0.003,159.341,550,52.5495,100.272,365,365
rereTOUCH,5,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,128170,0.356028,272536,14,335,0.000930556,5086,3999,0.02,0,0.009,0.304,0.304,0.004,0,0.68,0,0,0.003,0.002,179.121,187,32.033,23.0317,365,365
TOUCH,5,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,64021,0.151529,26345600,53013,348,0.000823669,1014,0,0.02,0,0.004,1.362,0.767,0.02,0,2.813,0.002,0,0.019,0,91.9192,3849,55.4141,392.942,9,9
cTOUCH,5,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,463348,1.09668,347808,38,348,0.000823669,5467,2046,0.019,0,0.01,1.038,1.031,0.045,0,2.236,0,0,0.041,0.004,88.8325,3082,27.8528,231.327,395,395
dTOUCH,5,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6285,0.0148757,4769325,1754,348,0.000823669,5360,1014,0.024,0,0.003,0.032,0.024,0.032,0,0.2,0,0,0.031,0.008,89.2216,711,12.8802,66.2128,19,19
reTOUCH,5,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,136708,0.323569,428006,39,348,0.000823669,5110,2209,0.022,0,0.007,0.316,0.313,0.004,0,0.711,0,0,0.003,0.004,155.556,649,57.3838,109.415,397,397
rereTOUCH,5,6500,6500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,151002,0.357401,1526987,17,348,0.000823669,5110,2529,0.02,0,0.008,0.35,0.347,0.005,0,0.778,0,0,0.004,0.004,180.808,629,54.1515,59.6944,397,397
TOUCH,5,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,66855,0.136439,19802500,55502,363,0.000740816,1027,0,0.021,0,0.004,1.667,1.061,0.02,0,3.425,0,0,0.019,0,85.8491,2138,56.3491,266.914,16,16
cTOUCH,5,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,325887,0.665076,154060,38,363,0.000740816,5683,1934,0.023,0,0.011,0.736,0.732,0.048,0,1.648,0.002,0.001,0.045,0.003,85.3774,2854,30.1085,217.35,425,425
dTOUCH,5,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6367,0.0129939,5146950,1589,363,0.000740816,5673,1027,0.023,0,0.004,0.035,0.029,0.032,0,0.204,0,0,0.031,0.006,83.3333,1252,20.1012,119.256,29,29
reTOUCH,5,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,130344,0.266008,402026,36,363,0.000740816,5743,1887,0.022,0,0.008,0.3,0.298,0.005,0,0.683,0,0,0.004,0.004,153.774,697,60.0943,118.157,425,425
rereTOUCH,5,7000,7000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,153158,0.312567,1421409,5,363,0.000740816,5743,2161,0.023,0,0.011,0.352,0.352,0.005,0,0.792,0,0,0.004,0.004,179.245,417,57.5094,8.27903,425,425
TOUCH,5,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,73983,0.131525,48305400,61444,416,0.000739556,866,0,0.029,0,0.004,1.529,0.731,0.022,0,3.171,0.002,0,0.021,0,96.4602,6384,58.708,597.901,5,5
cTOUCH,5,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,214177,0.380759,359377,35,416,0.000739556,6462,2194,0.019,0,0.014,0.496,0.493,0.054,0,1.177,0,0,0.049,0.004,85.3982,2234,28.0708,170.701,453,453
dTOUCH,5,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,7934,0.0141049,7866058,2278,416,0.000739556,6176,866,0.023,0,0.004,0.035,0.029,0.046,0,0.24,0,0,0.044,0.006,94.3128,911,7.48815,67.2007,13,13
reTOUCH,5,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,143332,0.254812,434759,39,416,0.000739556,6377,1931,0.025,0,0.008,0.331,0.322,0.006,0,0.752,0.002,0,0.005,0.004,156.637,828,59.2212,127.097,453,453
rereTOUCH,5,7500,7500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,158348,0.281508,1204880,18,416,0.000739556,6377,2233,0.026,0,0.011,0.363,0.36,0.005,0,0.822,0.002,0,0.003,0.004,177.876,318,56.5487,-nan,453,453
TOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,73983,0.115598,54950600,61444,416,0.00065,967,0,0.025,0,0.004,1.64,0.79,0.025,0,3.391,0.002,0,0.024,0,97.5,6795,58.6083,617.844,4,4
cTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,505047,0.789136,944262,39,416,0.00065,6913,2096,0.023,0,0.014,1.155,1.15,0.056,0,2.506,0,0,0.051,0.004,86.722,2183,29.0083,193.105,483,483
dTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,7221,0.0112828,8653214,2136,416,0.00065,6602,967,0.023,0,0.004,0.033,0.03,0.047,0,0.237,0.002,0,0.045,0.002,95.5357,959,7.07589,66.2838,11,11
reTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,140732,0.219894,577793,39,416,0.00065,6380,2451,0.025,0,0.009,0.336,0.332,0.007,0,0.765,0,0,0.005,0.004,155.833,649,59.7417,117.88,481,481
rereTOUCH,5,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,167992,0.262487,1372270,52,416,0.00065,6380,2671,0.024,0,0.012,0.387,0.385,0.005,0,0.867,0,0,0.003,0.004,180,732,57.9083,53.6775,481,481
TOUCH,5,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,76227,0.105504,59699500,62350,416,0.000575779,1097,0,0.026,0,0.005,1.823,0.953,0.025,0,3.76,0.002,0,0.024,0,96.9466,7309,56.5115,636.112,5,5
cTOUCH,5,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,269384,0.37285,578150,20,416,0.000575779,7391,2230,0.03,0,0.014,0.661,0.653,0.059,0,1.542,0,0,0.054,0.005,82.8794,2632,28.7121,209.593,515,515
dTOUCH,5,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,7327,0.0101412,10780588,1990,416,0.000575779,7128,1097,0.025,0,0.004,0.033,0.028,0.049,0,0.244,0,0,0.047,0.005,95.7983,1108,7.41176,75.588,11,11
reTOUCH,5,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,158753,0.219727,581243,36,416,0.000575779,7079,2733,0.025,0,0.01,0.374,0.369,0.005,0,0.839,0,0,0.004,0.004,160.305,609,54.8702,111.302,525,525
rereTOUCH,5,8500,8500,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,239333,0.331257,1646718,40,416,0.000575779,7079,3038,0.02,0,0.013,0.538,0.537,0.007,0,1.166,0.002,0,0.006,0.004,178.626,564,52.542,21.2403,525,525
